# Time Series: Coalinga 1983 - PVB-045
# Time (s),Acceleration (g's)
0.58,0.00317241
0.585,0.00307543
0.59,0.00273911
0.595,0.00224899
0.6,0.00179757
0.605,0.00161429
0.61,0.00179671
0.615,0.00227287
0.62,0.00289076
0.625,0.00340249
0.63,0.00356144
0.635,0.0032816
0.64,0.00263685
0.645,0.00180918
0.65,0.00104863
0.655,5.56831E-4
0.66,3.81678E-4
0.665,4.3869E-4
0.67,5.69029E-4
0.675,6.34437E-4
0.68,5.48326E-4
0.685,2.85813E-4
0.69,-1.65628E-4
0.695,-8.65516E-4
0.7,-0.0018408
0.705,-0.00306953
0.71,-0.00444216
0.715,-0.00571464
0.72,-0.00658548
0.725,-0.00677374
0.73,-0.00613069
0.735,-0.00477446
0.74,-0.00305158
0.745,-0.00142834
0.75,-3.79743E-4
0.755,-1.38836E-4
0.76,-5.69247E-4
0.765,-0.00123941
0.77,-0.00157619
0.775,-0.00112164
0.78,3.15297E-4
0.785,0.00266156
0.79,0.00559978
0.795,0.00863434
0.8,0.0112367
0.805,0.0130639
0.81,0.0140132
0.815,0.0142012
0.82,0.013906
0.825,0.0133703
0.83,0.0127193
0.835,0.0120113
0.84,0.0111701
0.845,0.0100362
0.85,0.00865609
0.855,0.00718289
0.86,0.00589087
0.865,0.00516172
0.87,0.00522152
0.875,0.00608099
0.88,0.00738303
0.885,0.00853448
0.89,0.00888422
0.895,0.0078283
0.9,0.00510797
0.905,9.53195E-4
0.91,-0.00390234
0.915,-0.00839197
0.92,-0.0115143
0.925,-0.0126398
0.93,-0.0116438
0.935,-0.00895259
0.94,-0.00532141
0.945,-0.001495
0.95,0.00183072
0.955,0.00413252
0.96,0.00518797
0.965,0.00499377
0.97,0.00378039
0.975,0.00184361
0.98,-5.47515E-4
0.985,-0.00303876
0.99,-0.00532179
0.995,-0.00724551
1.0,-0.00868416
1.005,-0.00957387
1.01,-0.00989772
1.015,-0.00953465
1.02,-0.00847626
1.025,-0.0068975
1.03,-0.00514728
1.035,-0.00364193
1.04,-0.00261683
1.045,-0.0021708
1.05,-0.0023053
1.055,-0.00300625
1.06,-0.00417667
1.065,-0.00558376
1.07,-0.00693518
1.075,-0.0078147
1.08,-0.00777075
1.085,-0.00649371
1.09,-0.00393323
1.095,-3.32741E-4
1.1,0.00377725
1.105,0.00768205
1.11,0.0107743
1.115,0.0127565
1.12,0.0136075
1.125,0.0135314
1.13,0.0129466
1.135,0.0122516
1.14,0.0116923
1.145,0.0114417
1.15,0.0114954
1.155,0.0117107
1.16,0.0118606
1.165,0.0116228
1.17,0.0107744
1.175,0.00928742
1.18,0.00742111
1.185,0.00559259
1.19,0.0042504
1.195,0.00371048
1.2,0.00381109
1.205,0.00413352
1.21,0.00422653
1.215,0.00366132
1.22,0.00212969
1.225,-4.20488E-4
1.23,-0.00372391
1.235,-0.00745345
1.24,-0.0111108
1.245,-0.0141025
1.25,-0.0161677
1.255,-0.0171711
1.26,-0.0170536
1.265,-0.0159813
1.27,-0.0142107
1.275,-0.0118985
1.28,-0.00900826
1.285,-0.00556651
1.29,-0.00170915
1.295,0.00238425
1.3,0.00628834
1.305,0.00944122
1.31,0.0113784
1.315,0.0117409
1.32,0.0104893
1.325,0.00776924
1.33,0.0038135
1.335,-7.29119E-4
1.34,-0.00509923
1.345,-0.00874465
1.35,-0.0111258
1.355,-0.0120042
1.36,-0.011789
1.365,-0.0109821
1.37,-0.0100419
1.375,-0.00940459
1.38,-0.00910346
1.385,-0.00891056
1.39,-0.00864743
1.395,-0.00815762
1.4,-0.00732006
1.405,-0.00627051
1.41,-0.00520988
1.415,-0.00437841
1.42,-0.00398373
1.425,-0.00385137
1.43,-0.0036559
1.435,-0.00307383
1.44,-0.00189332
1.445,-1.14819E-4
1.45,0.00204257
1.455,0.00414553
1.46,0.00576267
1.465,0.00666059
1.47,0.00679484
1.475,0.00615034
1.48,0.00483226
1.485,0.00299932
1.49,9.10535E-4
1.495,-0.00101323
1.5,-0.00235409
1.505,-0.00269488
1.51,-0.00186934
1.515,4.16666E-6
1.52,0.00249984
1.525,0.00502339
1.53,0.0071959
1.535,0.00869895
1.54,0.00939376
1.545,0.00933906
1.55,0.00867481
1.555,0.00758739
1.56,0.00615593
1.565,0.00450317
1.57,0.00269118
1.575,6.70628E-4
1.58,-0.00144959
1.585,-0.00343026
1.59,-0.00496816
1.595,-0.00573642
1.6,-0.00574927
1.605,-0.00489473
1.61,-0.00308134
1.615,-6.59815E-4
1.62,0.00216824
1.625,0.00512468
1.63,0.00776287
1.635,0.00968122
1.64,0.0107603
1.645,0.0111363
1.65,0.0110276
1.655,0.0107172
1.66,0.0104314
1.665,0.0102112
1.67,0.0098855
1.675,0.00939838
1.68,0.00860728
1.685,0.00757286
1.69,0.00657774
1.695,0.00569472
1.7,0.00529028
1.705,0.00571031
1.71,0.00688243
1.715,0.00872576
1.72,0.0110489
1.725,0.0133805
1.73,0.0154453
1.735,0.0170779
1.74,0.0181754
1.745,0.0188174
1.75,0.018954
1.755,0.0187566
1.76,0.0182704
1.765,0.0173522
1.77,0.0160407
1.775,0.0144668
1.78,0.0129488
1.785,0.0116997
1.79,0.0109574
1.795,0.0106848
1.8,0.0104192
1.805,0.00968916
1.81,0.0079226
1.815,0.00477418
1.82,2.87638E-4
1.825,-0.00511931
1.83,-0.0105967
1.835,-0.0153154
1.84,-0.0187702
1.845,-0.0207037
1.85,-0.0215305
1.855,-0.0220078
1.86,-0.0223964
1.865,-0.0229111
1.87,-0.0235208
1.875,-0.0237358
1.88,-0.0230339
1.885,-0.0211424
1.89,-0.0183054
1.895,-0.0148858
1.9,-0.0112731
1.905,-0.00799467
1.91,-0.00531718
1.915,-0.0032109
1.92,-0.00175058
1.925,-8.0394E-4
1.93,-1.9956E-4
1.935,-2.73318E-5
1.94,-1.87598E-4
1.945,-7.13697E-4
1.95,-0.00170246
1.955,-0.00293197
1.96,-0.00428948
1.965,-0.00555309
1.97,-0.00634746
1.975,-0.00659833
1.98,-0.0062489
1.985,-0.0053419
1.99,-0.00425836
1.995,-0.00324656
2.0,-0.0021805
2.005,-0.00100798
2.01,4.60372E-4
2.015,0.0024774
2.02,0.00481047
2.025,0.00718473
2.03,0.00942435
2.035,0.0110569
2.04,0.0119307
2.045,0.0124346
2.05,0.0125927
2.055,0.0125844
2.06,0.0126514
2.065,0.0125641
2.07,0.0123603
2.075,0.011897
2.08,0.0109505
2.085,0.00977288
2.09,0.00887399
2.095,0.00854192
2.1,0.00888958
2.105,0.0100414
2.11,0.0114145
2.115,0.0123608
2.12,0.0124402
2.125,0.0108929
2.13,0.00748863
2.135,0.00251803
2.14,-0.00363526
2.145,-0.0102638
2.15,-0.0166074
2.155,-0.021997
2.16,-0.0264351
2.165,-0.0300491
2.17,-0.0327246
2.175,-0.03448
2.18,-0.0349921
2.185,-0.0340688
2.19,-0.0316477
2.195,-0.0278301
2.2,-0.0231364
2.205,-0.0181378
2.21,-0.0131868
2.215,-0.0086426
2.22,-0.00491172
2.225,-0.00168539
2.23,0.00176066
2.235,0.00576365
2.24,0.0106449
2.245,0.0164043
2.25,0.0224309
2.255,0.0278259
2.26,0.0315925
2.265,0.0331921
2.27,0.0324339
2.275,0.0296336
2.28,0.0256939
2.285,0.0214425
2.29,0.0175063
2.295,0.0144284
2.3,0.0123894
2.305,0.0109381
2.31,0.00938412
2.315,0.00733764
2.32,0.00446739
2.325,3.99743E-4
2.33,-0.00477196
2.335,-0.0107869
2.34,-0.0173461
2.345,-0.0238665
2.35,-0.0299409
2.355,-0.0352117
2.36,-0.0391217
2.365,-0.0411667
2.37,-0.0414052
2.375,-0.0402886
2.38,-0.0381778
2.385,-0.0355152
2.39,-0.0327774
2.395,-0.0301986
2.4,-0.0278539
2.405,-0.0258384
2.41,-0.0241025
2.415,-0.0227716
2.42,-0.0221344
2.425,-0.0222428
2.43,-0.0230671
2.435,-0.0243742
2.44,-0.0257225
2.445,-0.0266837
2.45,-0.0266322
2.455,-0.0252488
2.46,-0.0227099
2.465,-0.0191235
2.47,-0.0149341
2.475,-0.0106922
2.48,-0.00662723
2.485,-0.00303787
2.49,-2.87987E-5
2.495,0.00256771
2.5,0.00502245
2.505,0.00776601
2.51,0.0111498
2.515,0.0153592
2.52,0.0203405
2.525,0.0257888
2.53,0.0314017
2.535,0.0365902
2.54,0.0407849
2.545,0.0436637
2.55,0.0448264
2.555,0.044286
2.56,0.0423196
2.565,0.0393658
2.57,0.0359305
2.575,0.0324763
2.58,0.0294578
2.585,0.0270284
2.59,0.0252183
2.595,0.0238838
2.6,0.0229495
2.605,0.0222026
2.61,0.0213151
2.615,0.0201373
2.62,0.0184959
2.625,0.0163707
2.63,0.0136576
2.635,0.0104514
2.64,0.0070421
2.645,0.00371019
2.65,0.00115212
2.655,4.43702E-5
2.66,6.46185E-4
2.665,0.00288826
2.67,0.0062614
2.675,0.00987326
2.68,0.0128154
2.685,0.0143848
2.69,0.0140088
2.695,0.0115355
2.7,0.00724119
2.705,0.00161911
2.71,-0.00448313
2.715,-0.0103312
2.72,-0.0155036
2.725,-0.0196939
2.73,-0.0228896
2.735,-0.0253835
2.74,-0.0274802
2.745,-0.0292097
2.75,-0.0306858
2.755,-0.0320822
2.76,-0.0331273
2.765,-0.0337145
2.77,-0.0337611
2.775,-0.0330349
2.78,-0.0314647
2.785,-0.0288266
2.79,-0.0251183
2.795,-0.0203602
2.8,-0.0146119
2.805,-0.00833627
2.81,-0.00223679
2.815,0.00303478
2.82,0.00697832
2.825,0.00918984
2.83,0.00967604
2.835,0.00870611
2.84,0.00662305
2.845,0.00390807
2.85,0.00143106
2.855,-1.74914E-4
2.86,-5.77508E-4
2.865,5.93097E-4
2.87,0.0030824
2.875,0.00629328
2.88,0.0096609
2.885,0.0127783
2.89,0.0153864
2.895,0.0173467
2.9,0.0185579
2.905,0.0189427
2.91,0.0185235
2.915,0.0171471
2.92,0.0149114
2.925,0.0120584
2.93,0.00878278
2.935,0.00557458
2.94,0.00273897
2.945,2.77542E-4
2.95,-0.00182062
2.955,-0.00369748
2.96,-0.00527551
2.965,-0.00640655
2.97,-0.00710177
2.975,-0.00713168
2.98,-0.00636607
2.985,-0.00478005
2.99,-0.00246306
2.995,4.15629E-4
3.0,0.00370287
3.005,0.00704909
3.01,0.0102085
3.015,0.0128525
3.02,0.0144081
3.025,0.0144361
3.03,0.0128713
3.035,0.00989767
3.04,0.00608675
3.045,0.00214653
3.05,-0.0014194
3.055,-0.00422363
3.06,-0.00652864
3.065,-0.00857778
3.07,-0.0105883
3.075,-0.0129647
3.08,-0.015506
3.085,-0.0182451
3.09,-0.0211582
3.095,-0.0241007
3.1,-0.0272063
3.105,-0.030125
3.11,-0.0326193
3.115,-0.034556
3.12,-0.035627
3.125,-0.0358039
3.13,-0.0350776
3.135,-0.0335234
3.14,-0.031081
3.145,-0.0277048
3.15,-0.0234853
3.155,-0.0182926
3.16,-0.0126283
3.165,-0.0072047
3.17,-0.00259722
3.175,5.23399E-4
3.18,0.00180089
3.185,0.00116854
3.19,-0.00110357
3.195,-0.00447719
3.2,-0.00833153
3.205,-0.0122907
3.21,-0.0160739
3.215,-0.0195831
3.22,-0.0230918
3.225,-0.0268803
3.23,-0.0310681
3.235,-0.0357231
3.24,-0.0405472
3.245,-0.045094
3.25,-0.0489811
3.255,-0.0516943
3.26,-0.0530087
3.265,-0.0530642
3.27,-0.0519599
3.275,-0.0498751
3.28,-0.0473042
3.285,-0.044348
3.29,-0.0410211
3.295,-0.0372856
3.3,-0.0327475
3.305,-0.0271213
3.31,-0.0202693
3.315,-0.0124593
3.32,-0.00403847
3.325,0.00438672
3.33,0.0120991
3.335,0.019
3.34,0.0248102
3.345,0.0293493
3.35,0.0331835
3.355,0.0367995
3.36,0.0408678
3.365,0.0459309
3.37,0.0518736
3.375,0.0585038
3.38,0.0649124
3.385,0.069941
3.39,0.0727301
3.395,0.0724562
3.4,0.0692802
3.405,0.0640916
3.41,0.057951
3.415,0.0519767
3.42,0.046907
3.425,0.043006
3.43,0.040067
3.435,0.0373997
3.44,0.0339605
3.445,0.0294698
3.45,0.0237544
3.455,0.0165905
3.46,0.00858166
3.465,3.41416E-5
3.47,-0.00882465
3.475,-0.0175231
3.48,-0.0257236
3.485,-0.0334067
3.49,-0.0406264
3.495,-0.0472853
3.5,-0.0533387
3.505,-0.0590095
3.51,-0.064562
3.515,-0.0697901
3.52,-0.0747832
3.525,-0.07999
3.53,-0.0852167
3.535,-0.0902979
3.54,-0.0953774
3.545,-0.100273
3.55,-0.104988
3.555,-0.10986
3.56,-0.114837
3.565,-0.119639
3.57,-0.124197
3.575,-0.128343
3.58,-0.131727
3.585,-0.134091
3.59,-0.13554
3.595,-0.13659
3.6,-0.137387
3.605,-0.138146
3.61,-0.13936
3.615,-0.140977
3.62,-0.142996
3.625,-0.145293
3.63,-0.147373
3.635,-0.148967
3.64,-0.149846
3.645,-0.149877
3.65,-0.149107
3.655,-0.147603
3.66,-0.145843
3.665,-0.144098
3.67,-0.142519
3.675,-0.141426
3.68,-0.140519
3.685,-0.139464
3.69,-0.138006
3.695,-0.135689
3.7,-0.132427
3.705,-0.128328
3.71,-0.123482
3.715,-0.117854
3.72,-0.111543
3.725,-0.104759
3.73,-0.0974301
3.735,-0.0894703
3.74,-0.0805719
3.745,-0.070505
3.75,-0.0588022
3.755,-0.0446272
3.76,-0.027271
3.765,-0.00509424
3.77,0.0238767
3.775,0.0602199
3.78,0.103124
3.785,0.150659
3.79,0.199314
3.795,0.245222
3.8,0.28569
3.805,0.318932
3.81,0.344494
3.815,0.36277
3.82,0.37435
3.825,0.379623
3.83,0.378245
3.835,0.370724
3.84,0.357769
3.845,0.340342
3.85,0.320293
3.855,0.299081
3.86,0.278684
3.865,0.260977
3.87,0.246626
3.875,0.236071
3.88,0.228858
3.885,0.223949
3.89,0.220783
3.895,0.218747
3.9,0.21722
3.905,0.216165
3.91,0.216027
3.915,0.216562
3.92,0.217286
3.925,0.218266
3.93,0.218912
3.935,0.218277
3.94,0.215658
3.945,0.209703
3.95,0.199129
3.955,0.183699
3.96,0.163516
3.965,0.139258
3.97,0.11229
3.975,0.0835956
3.98,0.0540663
3.985,0.0253596
3.99,-0.00129058
3.995,-0.0253138
4.0,-0.0462364
4.005,-0.0642502
4.01,-0.0795201
4.015,-0.0920876
4.02,-0.102185
4.025,-0.109868
4.03,-0.115137
4.035,-0.117932
4.04,-0.117885
4.045,-0.114938
4.05,-0.109376
4.055,-0.101481
4.06,-0.0917709
4.065,-0.0808031
4.07,-0.0690822
4.075,-0.0571606
4.08,-0.0457055
4.085,-0.0353597
4.09,-0.0266332
4.095,-0.0195648
4.1,-0.0139735
4.105,-0.00971146
4.11,-0.00620264
4.115,-0.00270885
4.12,0.00117537
4.125,0.00569854
4.13,0.0112299
4.135,0.0176573
4.14,0.0248167
4.145,0.0329004
4.15,0.0419166
4.155,0.0522249
4.16,0.0641553
4.165,0.0772823
4.17,0.091128
4.175,0.105494
4.18,0.120004
4.185,0.134356
4.19,0.147991
4.195,0.160423
4.2,0.171012
4.205,0.179144
4.21,0.184689
4.215,0.187268
4.22,0.187125
4.225,0.184434
4.23,0.179289
4.235,0.172378
4.24,0.16371
4.245,0.153446
4.25,0.141996
4.255,0.129654
4.26,0.116936
4.265,0.104193
4.27,0.0918157
4.275,0.0800721
4.28,0.0693691
4.285,0.0600022
4.29,0.0521229
4.295,0.0459007
4.3,0.0411699
4.305,0.0375381
4.31,0.0343538
4.315,0.0311842
4.32,0.027813
4.325,0.0240442
4.33,0.01985
4.335,0.0153573
4.34,0.0107536
4.345,0.00582225
4.35,3.73736E-4
4.355,-0.00580101
4.36,-0.0130253
4.365,-0.0216888
4.37,-0.0322103
4.375,-0.0445235
4.38,-0.0586269
4.385,-0.0739671
4.39,-0.0896326
4.395,-0.105191
4.4,-0.120408
4.405,-0.135023
4.41,-0.148634
4.415,-0.160779
4.42,-0.170807
4.425,-0.17832
4.43,-0.18333
4.435,-0.185885
4.44,-0.185948
4.445,-0.1839
4.45,-0.180428
4.455,-0.175684
4.46,-0.169787
4.465,-0.163012
4.47,-0.155196
4.475,-0.146697
4.48,-0.138048
4.485,-0.129511
4.49,-0.121589
4.495,-0.114823
4.5,-0.109529
4.505,-0.105833
4.51,-0.10417
4.515,-0.104855
4.52,-0.107987
4.525,-0.113427
4.53,-0.12048
4.535,-0.128432
4.54,-0.136489
4.545,-0.144003
4.55,-0.150754
4.555,-0.15646
4.56,-0.161018
4.565,-0.164541
4.57,-0.16698
4.575,-0.168288
4.58,-0.168564
4.585,-0.167715
4.59,-0.165587
4.595,-0.162421
4.6,-0.158367
4.605,-0.153493
4.61,-0.148215
4.615,-0.142931
4.62,-0.137841
4.625,-0.133325
4.63,-0.129366
4.635,-0.125713
4.64,-0.122606
4.645,-0.120015
4.65,-0.117722
4.655,-0.115912
4.66,-0.11521
4.665,-0.115942
4.67,-0.117634
4.675,-0.120291
4.68,-0.123749
4.685,-0.12723
4.69,-0.129656
4.695,-0.129989
4.7,-0.128171
4.705,-0.123981
4.71,-0.11724
4.715,-0.108269
4.72,-0.0975598
4.725,-0.0856251
4.73,-0.072939
4.735,-0.0599251
4.74,-0.0468271
4.745,-0.0343207
4.75,-0.0226462
4.755,-0.0112015
4.76,4.27124E-4
4.765,0.0126406
4.77,0.025678
4.775,0.0392508
4.78,0.0530315
4.785,0.0667311
4.79,0.0798217
4.795,0.0917029
4.8,0.1019
4.805,0.110163
4.81,0.115971
4.815,0.11895
4.82,0.119335
4.825,0.117107
4.83,0.11279
4.835,0.107145
4.84,0.100351
4.845,0.0925758
4.85,0.0836768
4.855,0.0735068
4.86,0.0622432
4.865,0.0500068
4.87,0.0375
4.875,0.0255354
4.88,0.01419
4.885,0.00373888
4.89,-0.0056677
4.895,-0.0144644
4.9,-0.0225973
4.905,-0.0301811
4.91,-0.0375017
4.915,-0.0446469
4.92,-0.0518622
4.925,-0.0589752
4.93,-0.0658958
4.935,-0.0726436
4.94,-0.0792716
4.945,-0.08551
4.95,-0.0908867
4.955,-0.0954954
4.96,-0.0994808
4.965,-0.102678
4.97,-0.105186
4.975,-0.106929
4.98,-0.107408
4.985,-0.10685
4.99,-0.105261
4.995,-0.102036
5.0,-0.0974447
5.005,-0.0918372
5.01,-0.0850138
5.015,-0.0769481
5.02,-0.0676393
5.025,-0.0573849
5.03,-0.0460924
5.035,-0.0339417
5.04,-0.0211895
5.045,-0.00752882
5.05,0.00676665
5.055,0.0220315
5.06,0.0384974
5.065,0.0559421
5.07,0.0740758
5.075,0.0918595
5.08,0.109136
5.085,0.126255
5.09,0.142487
5.095,0.157626
5.1,0.172162
5.105,0.185591
5.11,0.197466
5.115,0.207914
5.12,0.21648
5.125,0.222652
5.13,0.226349
5.135,0.227686
5.14,0.227076
5.145,0.224858
5.15,0.22098
5.155,0.216221
5.16,0.211134
5.165,0.205525
5.17,0.199296
5.175,0.192107
5.18,0.183855
5.185,0.174637
5.19,0.164677
5.195,0.154156
5.2,0.143402
5.205,0.133228
5.21,0.124078
5.215,0.115696
5.22,0.108234
5.225,0.101453
5.23,0.0943118
5.235,0.0869289
5.24,0.0795581
5.245,0.0719492
5.25,0.0641098
5.255,0.0564257
5.26,0.0493294
5.265,0.0428984
5.27,0.0379287
5.275,0.0347544
5.28,0.0326278
5.285,0.0313824
5.29,0.0309583
5.295,0.0302494
5.3,0.0286186
5.305,0.0260545
5.31,0.0220174
5.315,0.0165483
5.32,0.00981444
5.325,0.0020875
5.33,-0.00585479
5.335,-0.0135523
5.34,-0.0205352
5.345,-0.0262556
5.35,-0.0309233
5.355,-0.0348134
5.36,-0.0379921
5.365,-0.0411412
5.37,-0.0447364
5.375,-0.0486029
5.38,-0.0526695
5.385,-0.0571164
5.39,-0.0616157
5.395,-0.0661831
5.4,-0.07119
5.405,-0.0763267
5.41,-0.0815446
5.415,-0.0867695
5.42,-0.0916892
5.425,-0.095868
5.43,-0.0986627
5.435,-0.0996902
5.44,-0.0984207
5.445,-0.0947696
5.45,-0.0892766
5.455,-0.0825384
5.46,-0.074797
5.465,-0.0663375
5.47,-0.057736
5.475,-0.0490346
5.48,-0.0402695
5.485,-0.0314346
5.49,-0.0225905
5.495,-0.0140597
5.5,-0.00573649
5.505,0.0023989
5.51,0.0101487
5.515,0.0178162
5.52,0.0256178
5.525,0.0331403
5.53,0.0400844
5.535,0.0462621
5.54,0.0519227
5.545,0.0573742
5.55,0.0627446
5.555,0.0685343
5.56,0.0746763
5.565,0.081265
5.57,0.0884459
5.575,0.095729
5.58,0.10285
5.585,0.109369
5.59,0.11485
5.595,0.119161
5.6,0.121892
5.605,0.122755
5.61,0.121551
5.615,0.117684
5.62,0.110735
5.625,0.100619
5.63,0.0875755
5.635,0.0724936
5.64,0.0561226
5.645,0.0391072
5.65,0.0219823
5.655,0.00509554
5.66,-0.0110825
5.665,-0.0264417
5.67,-0.0409361
5.675,-0.054436
5.68,-0.066338
5.685,-0.0757924
5.69,-0.0820927
5.695,-0.0847119
5.7,-0.0832853
5.705,-0.0781966
5.71,-0.0704332
5.715,-0.060553
5.72,-0.0499586
5.725,-0.0397228
5.73,-0.0302317
5.735,-0.022317
5.74,-0.0157223
5.745,-0.0102328
5.75,-0.00594356
5.755,-0.00218636
5.76,8.44059E-4
5.765,0.00277415
5.77,0.00366948
5.775,0.00272515
5.78,-5.91928E-4
5.785,-0.00667359
5.79,-0.0158083
5.795,-0.0274189
5.8,-0.0410459
5.805,-0.0560747
5.81,-0.0717714
5.815,-0.0876431
5.82,-0.103225
5.825,-0.117994
5.83,-0.131467
5.835,-0.143825
5.84,-0.154864
5.845,-0.16418
5.85,-0.172234
5.855,-0.17908
5.86,-0.185114
5.865,-0.190924
5.87,-0.196214
5.875,-0.200841
5.88,-0.204513
5.885,-0.206849
5.89,-0.207843
5.895,-0.207305
5.9,-0.205315
5.905,-0.202056
5.91,-0.197418
5.915,-0.191499
5.92,-0.183886
5.925,-0.174229
5.93,-0.162545
5.935,-0.148418
5.94,-0.131413
5.945,-0.111644
5.95,-0.0890273
5.955,-0.0634247
5.96,-0.0354145
5.965,-0.00570911
5.97,0.0246239
5.975,0.0543853
5.98,0.0824342
5.985,0.108066
5.99,0.131061
5.995,0.150869
6.0,0.167041
6.005,0.179194
6.01,0.187096
6.015,0.191181
6.02,0.191839
6.025,0.189675
6.03,0.185801
6.035,0.180607
6.04,0.174575
6.045,0.167782
6.05,0.159562
6.055,0.149669
6.06,0.137853
6.065,0.124915
6.07,0.111592
6.075,0.0978632
6.08,0.0842723
6.085,0.0711232
6.09,0.0584934
6.095,0.0465305
6.1,0.0356903
6.105,0.0266371
6.11,0.0196484
6.115,0.0147987
6.12,0.0121635
6.125,0.0118995
6.13,0.0135105
6.135,0.0166581
6.14,0.0213579
6.145,0.0267765
6.15,0.0323789
6.155,0.0379967
6.16,0.0429797
6.165,0.0468321
6.17,0.0496644
6.175,0.0513903
6.18,0.0519482
6.185,0.0519529
6.19,0.051874
6.195,0.0520432
6.2,0.0525631
6.205,0.0534139
6.21,0.0546233
6.215,0.0558067
6.22,0.056712
6.225,0.057392
6.23,0.0577977
6.235,0.0579216
6.24,0.057817
6.245,0.0575436
6.25,0.0574371
6.255,0.0575035
6.26,0.0575938
6.265,0.0581063
6.27,0.0590574
6.275,0.0600963
6.28,0.0605921
6.285,0.059858
6.29,0.057497
6.295,0.0528828
6.3,0.0461341
6.305,0.0376925
6.31,0.027561
6.315,0.0165058
6.32,0.0049178
6.325,-0.00734879
6.33,-0.019602
6.335,-0.0315356
6.34,-0.0432451
6.345,-0.0542487
6.35,-0.0639454
6.355,-0.071976
6.36,-0.0783168
6.365,-0.0829854
6.37,-0.0862668
6.375,-0.0885226
6.38,-0.0895704
6.385,-0.089455
6.39,-0.0879788
6.395,-0.0850154
6.4,-0.0807395
6.405,-0.0752442
6.41,-0.0688037
6.415,-0.061761
6.42,-0.0548002
6.425,-0.0482156
6.43,-0.0426943
6.435,-0.0388643
6.44,-0.0366556
6.445,-0.0364394
6.45,-0.0378907
6.455,-0.0408087
6.46,-0.0450331
6.465,-0.0493039
6.47,-0.0534154
6.475,-0.0568552
6.48,-0.0582746
6.485,-0.0579804
6.49,-0.0560485
6.495,-0.0521821
6.5,-0.0468272
6.505,-0.0399118
6.51,-0.0313961
6.515,-0.021418
6.52,-0.0101309
6.525,0.00185325
6.53,0.0135775
6.535,0.024463
6.54,0.0342389
6.545,0.0423549
6.55,0.048707
6.555,0.0533276
6.56,0.0562002
6.565,0.0577006
6.57,0.05815
6.575,0.05771
6.58,0.0567723
6.585,0.0557004
6.59,0.0547047
6.595,0.0540793
6.6,0.0538538
6.605,0.0537417
6.61,0.053456
6.615,0.0528356
6.62,0.0518502
6.625,0.0506296
6.63,0.0491316
6.635,0.0473092
6.64,0.0452565
6.645,0.0431261
6.65,0.0413617
6.655,0.0401079
6.66,0.0393291
6.665,0.0390233
6.67,0.0389028
6.675,0.0387314
6.68,0.0383345
6.685,0.0376064
6.69,0.0360979
6.695,0.0332041
6.7,0.0289561
6.705,0.0231701
6.71,0.0160337
