,country.admin1Id,admin1_name,admin1_name_alt,admin1_code,ISO3
129,AR.11,La Pampa,La Pampa,11,ARG
130,AR.10,Jujuy,Jujuy,10,ARG
131,AR.05,Cordoba,Cordoba,05,ARG
132,AR.04,Chubut,Chubut,04,ARG
133,AR.03,Chaco,Chaco,03,ARG
134,AR.02,Catamarca,Catamarca,02,ARG
135,AS.050,Western District,Western District,050,ASM
136,AS.040,Swains Island,Swains Island,040,ASM
137,AS.010,Eastern District,Eastern District,010,ASM
138,AS.020,Manu'a,Manu'a,020,ASM
139,AS.030,Rose Island,Rose Island,030,ASM
140,AT.09,Vienna,Vienna,09,AUT
141,AT.08,Vorarlberg,Vorarlberg,08,AUT
142,AT.07,Tyrol,Tyrol,07,AUT
143,AT.06,Styria,Styria,06,AUT
144,AT.05,Salzburg,Salzburg,05,AUT
145,AT.04,Upper Austria,Upper Austria,04,AUT
146,AT.03,Lower Austria,Lower Austria,03,AUT
147,AT.02,Carinthia,Carinthia,02,AUT
148,AT.01,Burgenland,Burgenland,01,AUT
149,AU.08,Western Australia,Western Australia,08,AUS
150,AU.05,South Australia,South Australia,05,AUS
151,AU.03,Northern Territory,Northern Territory,03,AUS
152,AU.07,Victoria,Victoria,07,AUS
153,AU.06,Tasmania,Tasmania,06,AUS
154,AU.04,Queensland,Queensland,04,AUS
155,AU.02,New South Wales,New South Wales,02,AUS
156,AU.01,Australian Capital Territory,Australian Capital Territory,01,AUS
157,AX.211,Mariehamns stad,Mariehamns stad,211,ALA
158,AX.212,Ålands landsbygd,Alands landsbygd,212,ALA
159,AX.213,Ålands skärgård,Alands skaergard,213,ALA
160,AZ.12,Beyləqan,Beylaqan,12,AZE
161,AZ.69,Zangilan District,Zangilan District,69,AZE
162,AZ.66,Yardimli District,Yardimli District,66,AZE
163,AZ.55,Shusha,Shusha,55,AZE
164,AZ.49,Salyan District,Salyan District,49,AZE
165,AZ.46,Sabirabad District,Sabirabad District,46,AZE
166,AZ.45,Saatlı,Saatli,45,AZE
167,AZ.13,Bilasuvar District,Bilasuvar District,13,AZE
168,AZ.36,Neftçala,Neftcala,36,AZE
169,AZ.35,Nakhichevan ASSR,Nakhichevan ASSR,35,AZE
170,AZ.32,Masally,Masally,32,AZE
171,AZ.31,Lerik District,Lerik District,31,AZE
172,AZ.29,Lənkəran,Lankaran,29,AZE
173,AZ.28,Laçın,Lacin,28,AZE
174,AZ.43,Qubadlı,Qubadli,43,AZE
175,AZ.24,İmişli,Imisli,24,AZE
176,AZ.18,Fuzuli District,Fuzuli District,18,AZE
177,AZ.14,Jabrayil,Jabrayil,14,AZE
178,AZ.15,Jalilabad,Jalilabad,15,AZE
179,AZ.08,Astara,Astara,08,AZE
180,AZ.64,Xocalı,Xocali,64,AZE
181,AZ.02,Ağcabǝdi,Aghjabadi Rayon,02,AZE
182,AZ.03,Ağdam,Agdam,03,AZE
183,AZ.07,Shirvan,Shirvan,07,AZE
184,AZ.30,Lankaran Sahari,Lankaran Sahari,30,AZE
185,AZ.56,Shusha City,Shusha City,56,AZE
186,AZ.57,Tartar District,Tartar District,57,AZE
187,AZ.61,Xankǝndi,Xankandi Sahari,61,AZE
188,AZ.65,Khojavend,Khojavend,65,AZE
189,AZ.71,Zərdab,Zardab,71,AZE
190,AZ.70,Zaqatala District,Zaqatala District,70,AZE
191,AZ.67,Yevlax,Yevlax,67,AZE
192,AZ.37,Oğuz,Oguz,37,AZE
193,AZ.59,Ucar,Ucar,59,AZE
194,AZ.58,Tovuz District,Tovuz District,58,AZE
195,AZ.50,Şamaxı,Samaxi,50,AZE
196,AZ.47,Shaki,Shaki,47,AZE
197,AZ.51,Şǝmkir,Shamkir Rayon,51,AZE
198,AZ.27,Kurdamir District,Kurdamir District,27,AZE
199,AZ.38,Qabala District,Qabala District,38,AZE
200,AZ.44,Qusar District,Qusar District,44,AZE
201,AZ.42,Quba,Quba,42,AZE
202,AZ.62,Goygol Rayon,Goygol Rayon,62,AZE
203,AZ.60,Xaçmaz,Xacmaz,60,AZE
204,AZ.26,Kalbajar,Kalbajar,26,AZE
205,AZ.40,Qazax,Qazax,40,AZE
206,AZ.21,Goranboy District,Goranboy District,21,AZE
207,AZ.39,Qax,Qax,39,AZE
208,AZ.25,Ismayilli District,Ismayilli District,25,AZE
209,AZ.22,Göyçay,Goeycay,22,AZE
210,AZ.17,Shabran,Shabran,17,AZE
211,AZ.16,Daşkǝsǝn,Dashkasan Rayon,16,AZE
212,AZ.10,Balakan District,Balakan District,10,AZE
213,AZ.11,Barda,Barda,11,AZE
214,AZ.09,Baki,Baki,09,AZE
215,AZ.01,Abşeron,Abseron,01,AZE
216,AZ.06,Agsu District,Agsu District,06,AZE
217,AZ.04,Ağdaş,Agdas,04,AZE
218,AZ.19,Gadabay District,Gadabay District,19,AZE
219,AZ.05,Ağstafa,Agstafa,05,AZE
220,AZ.20,Gǝncǝ,Ganja City,20,AZE
221,AZ.33,Mingǝcevir,Mingacevir City,33,AZE
222,AZ.34,Naftalan,Naftalan,34,AZE
223,AZ.41,Qobustan,Qobustan,41,AZE
224,AZ.52,Samux,Samux,52,AZE
225,AZ.48,Shaki City,Shaki City,48,AZE
226,AZ.53,Siyǝzǝn,Siazan Rayon,53,AZE
227,AZ.54,Sumqayit,Sumqayit,54,AZE
228,AZ.63,Xızı,Xizi,63,AZE
229,AZ.68,Yevlax City,Yevlax City,68,AZE
230,AZ.23,Hacıqabul,Haciqabul,23,AZE
231,BA.01,Federation of B&H,Federation of B&H,01,BIH
232,BA.02,Srpska,Srpska,02,BIH
233,BA.BRC,Brčko,Brcko,BRC,BIH
234,BB.11,Saint Thomas,Saint Thomas,11,BRB
235,BB.10,Saint Philip,Saint Philip,10,BRB
236,BB.09,Saint Peter,Saint Peter,09,BRB
237,BB.08,Saint Michael,Saint Michael,08,BRB
238,BB.07,Saint Lucy,Saint Lucy,07,BRB
239,BB.06,Saint Joseph,Saint Joseph,06,BRB
240,BB.05,Saint John,Saint John,05,BRB
241,BB.04,Saint James,Saint James,04,BRB
242,BB.03,Saint George,Saint George,03,BRB
243,BB.02,Saint Andrew,Saint Andrew,02,BRB
244,BB.01,Christ Church,Christ Church,01,BRB
245,BD.83,Rajshahi Division,Rajshahi Division,83,BGD
246,BD.81,Dhaka Division,Dhaka Division,81,BGD
247,BD.84,Chittagong,Chittagong,84,BGD
248,BD.82,Khulna Division,Khulna Division,82,BGD
249,BD.85,Barisal Division,Barisal Division,85,BGD
250,BD.86,Sylhet Division,Sylhet Division,86,BGD
251,BD.87,Rangpur Division,Rangpur Division,87,BGD
252,BD.H,Mymensingh Division,Mymensingh Division,H,BGD
253,BE.BRU,Brussels Capital,Brussels Capital,BRU,BEL
254,BE.WAL,Wallonia,Wallonia,WAL,BEL
255,BE.VLG,Flanders,Flanders,VLG,BEL
256,BF.01,Boucle du Mouhoun,Boucle du Mouhoun,01,BFA
257,BF.02,Cascades Region,Cascades Region,02,BFA
258,BF.03,Centre,Centre,03,BFA
259,BF.04,Centre-Est,Centre-Est,04,BFA
260,BF.05,Centre-Nord,Centre-Nord,05,BFA
261,BF.06,Centre-Ouest,Centre-Ouest,06,BFA
262,BF.07,Centre-Sud,Centre-Sud,07,BFA
263,BF.08,Est,Est,08,BFA
264,BF.09,Hauts-Bassins,Hauts-Bassins,09,BFA
265,BF.10,Nord,Nord,10,BFA
266,BF.11,Plateau-Central,Plateau-Central,11,BFA
267,BF.12,Sahel,Sahel,12,BFA
268,BF.13,Sud-Ouest,Sud-Ouest,13,BFA
269,BG.52,Razgrad,Razgrad,52,BGR
270,BG.47,Montana,Montana,47,BGR
271,BG.64,Vratsa,Vratsa,64,BGR
272,BG.61,Varna,Varna,61,BGR
273,BG.40,Dobrich,Dobrich,40,BGR
274,BG.58,Sofia,Sofia,58,BGR
275,BG.53,Ruse,Ruse,53,BGR
276,BG.51,Plovdiv,Plovdiv,51,BGR
277,BG.50,Pleven,Pleven,50,BGR
278,BG.49,Pernik,Pernik,49,BGR
279,BG.48,Pazardzhik,Pazardzhik,48,BGR
280,BG.46,Lovech,Lovech,46,BGR
281,BG.43,Haskovo,Haskovo,43,BGR
282,BG.42,Sofia-Capital,Sofia-Capital,42,BGR
283,BG.39,Burgas,Burgas,39,BGR
284,BG.38,Blagoevgrad,Blagoevgrad,38,BGR
285,BG.41,Gabrovo,Gabrovo,41,BGR
286,BG.44,Kardzhali,Kardzhali,44,BGR
287,BG.45,Kyustendil,Kyustendil,45,BGR
288,BG.54,Shumen,Shumen,54,BGR
289,BG.55,Silistra,Silistra,55,BGR
290,BG.56,Sliven,Sliven,56,BGR
291,BG.57,Smolyan,Smolyan,57,BGR
292,BG.59,Stara Zagora,Stara Zagora,59,BGR
293,BG.60,Targovishte,Targovishte,60,BGR
294,BG.62,Veliko Tarnovo,Veliko Tarnovo,62,BGR
295,BG.63,Vidin,Vidin,63,BGR
296,BG.65,Yambol,Yambol,65,BGR
297,BH.15,Muharraq,Muharraq,15,BHR
298,BH.16,Manama,Manama,16,BHR
299,BH.17,Southern Governorate,Southern Governorate,17,BHR
300,BH.19,Northern,Northern,19,BHR
301,BI.17,Makamba,Makamba,17,BDI
302,BI.10,Bururi,Bururi,10,BDI
303,BI.22,Muramvya,Muramvya,22,BDI
304,BI.13,Gitega,Gitega,13,BDI
305,BI.21,Ruyigi,Ruyigi,21,BDI
306,BI.11,Cankuzo,Cankuzo,11,BDI
307,BI.14,Karuzi,Karuzi,14,BDI
308,BI.09,Bubanza,Bubanza,09,BDI
309,BI.12,Cibitoke,Cibitoke,12,BDI
310,BI.19,Ngozi,Ngozi,19,BDI
311,BI.15,Kayanza,Kayanza,15,BDI
312,BI.18,Muyinga,Muyinga,18,BDI
313,BI.16,Kirundo,Kirundo,16,BDI
314,BI.20,Rutana,Rutana,20,BDI
315,BI.23,Mwaro,Mwaro,23,BDI
316,BI.24,Bujumbura Mairie,Bujumbura Mairie,24,BDI
317,BI.25,Bujumbura Rural,Bujumbura Rural,25,BDI
318,BI.26,Rumonge,Rumonge,26,BDI
319,BJ.18,Zou,Zou,18,BEN
320,BJ.16,Ouémé,Oueme,16,BEN
321,BJ.15,Mono,Mono,15,BEN
322,BJ.10,Borgou,Borgou,10,BEN
323,BJ.09,Atlantique,Atlantique,09,BEN
324,BJ.08,Atakora,Atakora,08,BEN
325,BJ.07,Alibori,Alibori,07,BEN
326,BJ.11,Collines,Collines,11,BEN
327,BJ.12,Kouffo,Kouffo,12,BEN
328,BJ.13,Donga,Donga,13,BEN
329,BJ.14,Littoral,Littoral,14,BEN
330,BJ.17,Plateau,Plateau,17,BEN
331,BM.11,Warwick,Warwick,11,BMU
332,BM.10,Southampton,Southampton,10,BMU
333,BM.09,Smithʼs,Smith's Parish,09,BMU
334,BM.08,Sandys,Sandys,08,BMU
335,BM.07,Saint Georgeʼs,Saint George's Parish,07,BMU
336,BM.06,Saint George,Saint George,06,BMU
337,BM.05,Pembroke,Pembroke,05,BMU
338,BM.04,Paget,Paget,04,BMU
339,BM.02,Hamilton,Hamilton,02,BMU
340,BM.03,Hamilton city,Hamilton city,03,BMU
341,BM.01,Devonshire,Devonshire,01,BMU
342,BN.04,Tutong,Tutong,04,BRN
343,BN.03,Temburong,Temburong,03,BRN
344,BN.02,Brunei-Muara District,Brunei-Muara District,02,BRN
345,BN.01,Belait,Belait,01,BRN
346,BO.09,Tarija Department,Tarija Department,09,BOL
347,BO.08,Santa Cruz Department,Santa Cruz Department,08,BOL
348,BO.07,Potosí Department,Potosi Department,07,BOL
349,BO.06,Pando,Pando,06,BOL
350,BO.05,Oruro,Oruro,05,BOL
351,BO.04,La Paz Department,La Paz Department,04,BOL
352,BO.02,Cochabamba,Cochabamba,02,BOL
353,BO.01,Chuquisaca Department,Chuquisaca Department,01,BOL
354,BO.03,Beni Department,Beni Department,03,BOL
355,BQ.BO,Bonaire,Bonaire,BO,BES
356,BQ.SB,Saba,Saba,SB,BES
357,BQ.SE,Sint Eustatius,Sint Eustatius,SE,BES
358,BR.22,Rio Grande do Norte,Rio Grande do Norte,22,BRA
359,BR.20,Piauí,Piaui,20,BRA
360,BR.30,Pernambuco,Pernambuco,30,BRA
361,BR.17,Paraíba,Paraiba,17,BRA
362,BR.16,Pará,Para,16,BRA
363,BR.13,Maranhão,Maranhao,13,BRA
364,BR.06,Ceará,Ceara,06,BRA
365,BR.03,Amapá,Amapa,03,BRA
366,BR.02,Alagoas,Alagoas,02,BRA
367,BR.28,Sergipe,Sergipe,28,BRA
368,BR.27,São Paulo,Sao Paulo,27,BRA
369,BR.26,Santa Catarina,Santa Catarina,26,BRA
370,BR.23,Rio Grande do Sul,Rio Grande do Sul,23,BRA
371,BR.21,Rio de Janeiro,Rio de Janeiro,21,BRA
372,BR.18,Paraná,Parana,18,BRA
373,BR.15,Minas Gerais,Minas Gerais,15,BRA
374,BR.11,Mato Grosso do Sul,Mato Grosso do Sul,11,BRA
375,BR.14,Mato Grosso,Mato Grosso,14,BRA
376,BR.29,Goiás,Goias,29,BRA
377,BR.07,Federal District,Federal District,07,BRA
378,BR.08,Espírito Santo,Espirito Santo,08,BRA
379,BR.05,Bahia,Bahia,05,BRA
380,BR.31,Tocantins,Tocantins,31,BRA
381,BR.25,Roraima,Roraima,25,BRA
382,BR.04,Amazonas,Amazonas,04,BRA
383,BR.01,Acre,Acre,01,BRA
384,BR.24,Rondônia,Rondonia,24,BRA
385,BS.35,San Salvador,San Salvador,35,BHS
386,BS.18,Ragged Island,Ragged Island,18,BHS
387,BS.32,Berry Islands,Berry Islands,32,BHS
388,BS.23,New Providence,New Providence,23,BHS
389,BS.16,Mayaguana,Mayaguana,16,BHS
390,BS.15,Long Island,Long Island,15,BHS
391,BS.13,Inagua,Inagua,13,BHS
392,BS.22,Harbour Island,Harbour Island,22,BHS
393,BS.25,Freeport,Freeport,25,BHS
394,BS.10,Exuma,Exuma,10,BHS
395,BS.06,Cat Island,Cat Island,06,BHS
396,BS.05,Bimini,Bimini,05,BHS
397,BS.24,Acklins,Acklins,24,BHS
398,BS.36,Black Point,Black Point,36,BHS
399,BS.37,Central Abaco,Central Abaco,37,BHS
400,BS.38,Central Andros,Central Andros,38,BHS
401,BS.39,Central Eleuthera,Central Eleuthera,39,BHS
402,BS.40,Crooked Island and Long Cay,Crooked Island and Long Cay,40,BHS
403,BS.41,East Grand Bahama,East Grand Bahama,41,BHS
404,BS.42,Grand Cay,Grand Cay,42,BHS
405,BS.43,Hope Town,Hope Town,43,BHS
406,BS.44,Mangrove Cay,Mangrove Cay,44,BHS
407,BS.45,Moore’s Island,Moore's Island,45,BHS
408,BS.46,North Abaco,North Abaco,46,BHS
409,BS.47,North Andros,North Andros,47,BHS
410,BS.48,North Eleuthera,North Eleuthera,48,BHS
411,BS.49,Rum Cay,Rum Cay,49,BHS
412,BS.50,South Abaco,South Abaco,50,BHS
413,BS.51,South Andros,South Andros,51,BHS
414,BS.52,South Eleuthera,South Eleuthera,52,BHS
415,BS.53,Spanish Wells,Spanish Wells,53,BHS
416,BS.54,West Grand Bahama,West Grand Bahama,54,BHS
417,BT.05,Bumthang District,Bumthang District,05,BTN
418,BT.06,Chukha,Chukha,06,BTN
419,BT.08,Dagana,Dagana,08,BTN
420,BT.07,Tsirang District,Tsirang District,07,BTN
421,BT.09,Sarpang District,Sarpang District,09,BTN
422,BT.10,Haa,Haa,10,BTN
423,BT.11,Lhuntse,Lhuntse,11,BTN
424,BT.12,Mongar,Mongar,12,BTN
425,BT.13,Paro,Paro,13,BTN
426,BT.14,Pemagatshel,Pemagatshel,14,BTN
427,BT.15,Punakha,Punakha,15,BTN
428,BT.16,Samtse District,Samtse District,16,BTN
429,BT.17,Samdrup Jongkhar,Samdrup Jongkhar,17,BTN
430,BT.18,Zhemgang District,Zhemgang District,18,BTN
431,BT.19,Trashigang District,Trashigang District,19,BTN
432,BT.20,Thimphu District,Thimphu District,20,BTN
433,BT.21,Tongsa,Tongsa,21,BTN
434,BT.22,Wangdi Phodrang,Wangdi Phodrang,22,BTN
435,BT.23,Gasa,Gasa,23,BTN
436,BT.24,Trashi Yangste,Trashi Yangste,24,BTN
437,BW.10,Ngwaketsi,Ngwaketsi,10,BWA
438,BW.09,South-East,South-East,09,BWA
439,BW.08,North-East,North-East,08,BWA
440,BW.11,North-West,North-West,11,BWA
441,BW.06,Kweneng,Kweneng,06,BWA
442,BW.05,Kgatleng,Kgatleng,05,BWA
443,BW.04,Kgalagadi,Kgalagadi,04,BWA
444,BW.03,Ghanzi,Ghanzi,03,BWA
445,BW.12,Chobe,Chobe,12,BWA
446,BW.01,Central,Central,01,BWA
447,BW.13,City of Francistown,City of Francistown,13,BWA
448,BW.14,Gaborone,Gaborone,14,BWA
449,BW.15,Jwaneng,Jwaneng,15,BWA
450,BW.16,Lobatse,Lobatse,16,BWA
451,BW.17,Selibe Phikwe,Selibe Phikwe,17,BWA
452,BW.18,Sowa Town,Sowa Town,18,BWA
453,BY.07,Vitebsk,Vitebsk,07,BLR
454,BY.06,Mogilev,Mogilev,06,BLR
455,BY.05,Minsk,Minsk,05,BLR
456,BY.04,Minsk City,Minsk City,04,BLR
457,BY.03,Grodnenskaya,Grodnenskaya,03,BLR
458,BY.02,Gomel Oblast,Gomel Oblast,02,BLR
459,BY.01,Brest,Brest,01,BLR
460,BZ.06,Toledo District,Toledo District,06,BLZ
461,BZ.05,Southern District,Southern District,05,BLZ
462,BZ.04,Orange Walk District,Orange Walk District,04,BLZ
463,BZ.03,Corozal District,Corozal District,03,BLZ
464,BZ.02,Cayo District,Cayo District,02,BLZ
465,BZ.01,Belize District,Belize District,01,BLZ
466,CA.01,Alberta,Alberta,01,CAN
467,CA.02,British Columbia,British Columbia,02,CAN
468,CA.03,Manitoba,Manitoba,03,CAN
469,CA.04,New Brunswick,New Brunswick,04,CAN
470,CA.13,Northwest Territories,Northwest Territories,13,CAN
471,CA.07,Nova Scotia,Nova Scotia,07,CAN
472,CA.14,Nunavut,Nunavut,14,CAN
473,CA.08,Ontario,Ontario,08,CAN
474,CA.09,Prince Edward Island,Prince Edward Island,09,CAN
475,CA.10,Quebec,Quebec,10,CAN
476,CA.11,Saskatchewan,Saskatchewan,11,CAN
477,CA.12,Yukon,Yukon,12,CAN
478,CA.05,Newfoundland and Labrador,Newfoundland and Labrador,05,CAN
479,CD.31,Tshuapa,Tshuapa,31,COD
480,CD.30,Tshopo,Tshopo,30,COD
481,CD.29,Tanganyika,Tanganyika,29,COD
482,CD.12,South Kivu,South Kivu,12,COD
483,CD.27,Sankuru,Sankuru,27,COD
484,CD.11,Nord Kivu,Nord Kivu,11,COD
485,CD.25,Mongala,Mongala,25,COD
486,CD.10,Maniema,Maniema,10,COD
487,CD.23,Kasai-Central,Kasai-Central,23,COD
488,CD.04,Kasaï-Oriental,Kasai-Oriental,04,COD
489,CD.18,Kasai,Kasai,18,COD
490,CD.17,Ituri,Ituri,17,COD
491,CD.16,Haut-Uele,Haut-Uele,16,COD
492,CD.15,Haut-Lomami,Haut-Lomami,15,COD
493,CD.02,Équateur,Equateur,02,COD
494,CD.13,Bas-Uele,Bas-Uele,13,COD
495,CD.22,Lualaba,Lualaba,22,COD
496,CD.24,Mai-Ndombe,Mai-Ndombe,24,COD
497,CD.20,Kwilu,Kwilu,20,COD
498,CD.19,Kwango,Kwango,19,COD
499,CD.06,Kinshasa,Kinshasa,06,COD
500,CD.08,Bas-Congo,Bas-Congo,08,COD
501,CD.14,Haut-Katanga,Haut-Katanga,14,COD
502,CD.21,Lomami,Lomami,21,COD
503,CD.26,Nord-Ubangi,Nord-Ubangi,26,COD
504,CD.28,Sud-Ubangi,Sud-Ubangi,28,COD
505,CF.14,Vakaga,Vakaga,14,CAF
506,CF.11,Ouaka,Ouaka,11,CAF
507,CF.08,Mbomou,Mbomou,08,CAF
508,CF.05,Haut-Mbomou,Haut-Mbomou,05,CAF
509,CF.03,Haute-Kotto,Haute-Kotto,03,CAF
510,CF.02,Basse-Kotto,Basse-Kotto,02,CAF
511,CF.01,Bamingui-Bangoran,Bamingui-Bangoran,01,CAF
512,CF.16,Sangha-Mbaéré,Sangha-Mbaere,16,CAF
513,CF.13,Ouham-Pendé,Ouham-Pende,13,CAF
514,CF.12,Ouham,Ouham,12,CAF
515,CF.17,Ombella-M'Poko,Ombella-M'Poko,17,CAF
516,CF.09,Nana-Mambéré,Nana-Mambere,09,CAF
517,CF.07,Lobaye,Lobaye,07,CAF
518,CF.06,Kémo,Kemo,06,CAF
519,CF.04,Mambéré-Kadéï,Mambere-Kadei,04,CAF
520,CF.15,Nana-Grébizi,Nana-Grebizi,15,CAF
521,CF.18,Bangui,Bangui,18,CAF
522,CF.19,Mambéré,Mambere,19,CAF
523,CF.20,Ouham-Fafa,Ouham-Fafa,20,CAF
524,CF.21,Lim-Pendé,Lim-Pende,21,CAF
525,CG.10,Sangha,Sangha,10,COG
526,CG.11,Pool,Pool,11,COG
527,CG.08,Plateaux,Plateaux,08,COG
