Date,AAPL,TSLA,MSFT,META,AMZN
3/10/2021 16:00:00,119.98,222.69,232.42,264.9,152.88
3/11/2021 16:00:00,121.96,233.2,237.13,273.88,155.68
3/12/2021 16:00:00,121.03,231.24,235.75,268.4,154.47
3/15/2021 16:00:00,123.99,235.98,234.81,273.75,154.08
3/16/2021 16:00:00,125.57,225.63,237.71,279.28,154.59
3/17/2021 16:00:00,124.76,233.94,237.04,284.01,156.79
3/18/2021 16:00:00,120.53,217.72,230.72,278.62,151.4
3/19/2021 16:00:00,119.99,218.29,230.35,290.11,153.75
3/22/2021 16:00:00,123.39,223.33,235.99,293.54,155.54
3/23/2021 16:00:00,122.54,220.72,237.58,290.63,156.88
3/24/2021 16:00:00,120.09,210.09,235.46,282.14,154.35
3/25/2021 16:00:00,120.59,213.46,232.34,278.74,152.31
3/26/2021 16:00:00,121.21,206.24,236.48,283.02,152.6
3/29/2021 16:00:00,121.39,203.76,235.24,290.82,153.79
3/30/2021 16:00:00,119.9,211.87,231.85,288,152.76
3/31/2021 16:00:00,122.15,222.64,235.77,294.53,154.7
4/1/2021 16:00:00,123,220.58,242.35,298.66,158.05
4/5/2021 16:00:00,125.9,230.35,249.07,308.91,161.34
4/6/2021 16:00:00,126.21,230.54,247.86,306.26,161.19
4/7/2021 16:00:00,127.9,223.66,249.9,313.09,163.97
4/8/2021 16:00:00,130.36,227.93,253.25,313.02,164.97
4/9/2021 16:00:00,133,225.67,255.85,312.46,168.61
4/12/2021 16:00:00,131.24,233.99,255.91,311.54,168.97
4/13/2021 16:00:00,134.43,254.11,258.49,309.76,170
4/14/2021 16:00:00,132.03,244.08,255.59,302.82,166.65
4/15/2021 16:00:00,134.5,246.28,259.5,307.82,168.95
4/16/2021 16:00:00,134.16,246.59,260.74,306.18,169.97
4/19/2021 16:00:00,134.84,238.21,258.74,302.24,168.6
4/20/2021 16:00:00,133.11,239.66,258.26,302.65,166.73
4/21/2021 16:00:00,133.5,248.04,260.58,301.47,168.1
4/22/2021 16:00:00,131.94,239.9,257.17,296.52,165.45
4/23/2021 16:00:00,134.32,243.13,261.15,301.13,167.04
4/26/2021 16:00:00,134.72,246.07,261.55,303.04,170.45
4/27/2021 16:00:00,134.39,234.91,261.97,303.57,170.87
4/28/2021 16:00:00,133.58,231.47,254.56,307.1,172.93
4/29/2021 16:00:00,133.48,225.67,252.51,329.51,173.57
4/30/2021 16:00:00,131.46,236.48,252.18,325.08,173.37
5/3/2021 16:00:00,132.54,228.3,251.86,322.58,169.32
5/4/2021 16:00:00,127.85,224.53,247.79,318.36,165.59
5/5/2021 16:00:00,128.1,223.65,246.47,315.02,163.53
5/6/2021 16:00:00,129.74,221.18,249.73,320.02,165.32
5/7/2021 16:00:00,130.21,224.12,252.46,319.08,164.58
5/10/2021 16:00:00,126.85,209.68,247.18,305.97,159.52
5/11/2021 16:00:00,125.91,205.73,246.23,306.53,161.2
5/12/2021 16:00:00,122.77,196.63,239,302.55,157.6
5/13/2021 16:00:00,124.97,190.56,243.03,305.26,158.07
5/14/2021 16:00:00,127.45,196.58,248.15,315.94,161.15
5/17/2021 16:00:00,126.27,192.28,245.18,315.46,163.52
5/18/2021 16:00:00,124.85,192.62,243.08,309.96,161.61
5/19/2021 16:00:00,124.69,187.82,243.12,313.59,161.59
5/20/2021 16:00:00,127.31,195.59,246.48,318.61,162.38
5/21/2021 16:00:00,125.43,193.63,245.17,316.23,160.15
5/24/2021 16:00:00,127.1,202.15,250.78,324.63,162.25
5/25/2021 16:00:00,126.9,201.56,251.72,327.79,162.95
5/26/2021 16:00:00,126.85,206.38,251.49,327.66,163.26
5/27/2021 16:00:00,125.28,210.28,249.31,332.75,161.51
5/28/2021 16:00:00,124.61,208.41,249.68,328.73,161.15
6/1/2021 16:00:00,124.28,207.97,247.4,329.13,160.93
6/2/2021 16:00:00,125.06,201.71,247.3,329.15,161.7
6/3/2021 16:00:00,123.54,190.95,245.71,326.04,159.35
6/4/2021 16:00:00,125.89,199.68,250.79,330.35,160.31
6/7/2021 16:00:00,125.9,201.71,253.81,336.58,159.9
6/8/2021 16:00:00,126.74,201.2,252.57,333.68,163.21
6/9/2021 16:00:00,127.13,199.59,253.59,330.25,164.06
6/10/2021 16:00:00,126.11,203.37,257.24,332.46,167.48
6/11/2021 16:00:00,127.35,203.3,257.89,331.26,167.34
6/14/2021 16:00:00,130.48,205.9,259.89,336.77,169.19
6/15/2021 16:00:00,129.64,199.79,258.36,336.75,169.16
6/16/2021 16:00:00,130.15,201.62,257.38,331.08,170.76
6/17/2021 16:00:00,131.79,205.53,260.9,336.51,174.46
6/18/2021 16:00:00,130.46,207.77,259.43,329.66,174.35
6/21/2021 16:00:00,132.3,206.94,262.63,332.29,172.7
6/22/2021 16:00:00,133.98,207.9,265.51,339.03,175.27
6/23/2021 16:00:00,133.7,218.86,265.27,340.59,175.19
6/24/2021 16:00:00,133.41,226.61,266.69,343.18,172.45
6/25/2021 16:00:00,133.11,223.96,265.02,341.37,170.07
6/28/2021 16:00:00,134.78,229.57,268.72,355.64,172.19
6/29/2021 16:00:00,136.33,226.92,271.4,351.89,172.41
6/30/2021 16:00:00,136.96,226.57,270.9,347.71,172.01
7/1/2021 16:00:00,137.27,225.97,271.6,354.39,171.65
7/2/2021 16:00:00,139.96,226.3,277.65,354.7,175.55
7/6/2021 16:00:00,142.02,219.86,277.66,352.78,183.79
7/7/2021 16:00:00,144.57,214.88,279.93,350.49,184.83
7/8/2021 16:00:00,143.24,217.6,277.42,345.65,186.57
7/9/2021 16:00:00,145.11,218.98,277.94,350.42,185.97
7/12/2021 16:00:00,144.5,228.57,277.32,353.16,185.93
7/13/2021 16:00:00,145.64,222.85,280.98,352.09,183.87
7/14/2021 16:00:00,149.15,217.79,282.51,347.63,184.08
7/15/2021 16:00:00,148.48,216.87,281.03,344.46,181.56
7/16/2021 16:00:00,146.39,214.74,280.75,341.16,178.68
7/19/2021 16:00:00,142.45,215.41,277.01,336.95,177.48
7/20/2021 16:00:00,146.15,220.17,279.32,341.66,178.66
7/21/2021 16:00:00,145.4,218.43,281.4,346.23,179.26
7/22/2021 16:00:00,146.8,216.42,286.14,351.19,181.9
7/23/2021 16:00:00,148.56,214.46,289.67,369.79,182.83
7/26/2021 16:00:00,148.99,219.21,289.05,372.46,184.99
7/27/2021 16:00:00,146.77,214.93,286.54,367.81,181.32
7/28/2021 16:00:00,144.98,215.66,286.22,373.28,181.52
7/29/2021 16:00:00,145.64,225.78,286.5,358.32,180
7/30/2021 16:00:00,145.86,229.07,284.91,356.3,166.38
8/2/2021 16:00:00,145.52,236.56,284.82,351.95,166.57
8/3/2021 16:00:00,147.36,236.58,287.12,351.24,168.31
8/4/2021 16:00:00,146.95,236.97,286.51,358.92,167.74
8/5/2021 16:00:00,147.06,238.21,289.52,362.97,168.8
8/6/2021 16:00:00,146.14,233.03,289.46,363.51,167.25
8/9/2021 16:00:00,146.09,237.92,288.33,361.61,167.09
8/10/2021 16:00:00,145.6,236.66,286.44,361.13,166.03
8/11/2021 16:00:00,145.86,235.94,286.95,359.96,164.61
8/12/2021 16:00:00,148.89,240.75,289.81,362.65,165.18
8/13/2021 16:00:00,149.1,239.06,292.85,363.18,164.7
8/16/2021 16:00:00,151.12,228.72,294.6,366.56,164.95
8/17/2021 16:00:00,150.19,221.9,293.08,358.45,162.1
8/18/2021 16:00:00,146.36,229.66,290.73,355.45,160.06
8/19/2021 16:00:00,146.7,224.49,296.77,355.12,159.39
8/20/2021 16:00:00,148.19,226.75,304.36,359.37,160
8/23/2021 16:00:00,149.71,235.43,304.65,363.35,163.29
8/24/2021 16:00:00,149.62,236.16,302.62,365.51,165.29
8/25/2021 16:00:00,148.36,237.07,302.01,368.39,164.96
8/26/2021 16:00:00,147.54,233.72,299.09,364.38,165.8
8/27/2021 16:00:00,148.6,237.31,299.72,372.63,167.48
8/30/2021 16:00:00,153.12,243.64,303.59,380.66,171.08
8/31/2021 16:00:00,151.83,245.24,301.88,379.38,173.54
9/1/2021 16:00:00,152.51,244.7,301.83,382.05,173.95
9/2/2021 16:00:00,153.65,244.13,301.15,375.28,173.16
9/3/2021 16:00:00,154.3,244.52,301.14,376.26,173.9
9/7/2021 16:00:00,156.69,250.97,300.18,382.18,175.46
