,ISO3,year,ndvi_soybeanweighted
3002,AGO,2010,0.6216316726926773
3109,AGO,2011,0.6024733536269639
3216,AGO,2012,0.5926811706207611
3323,AGO,2013,0.5862556984311059
3430,AGO,2014,0.5989469684419177
3537,AGO,2015,0.593730639684768
3644,AGO,2016,0.5963938278924851
3751,AGO,2017,0.5927165965125675
3858,AGO,2018,0.6011773416428339
3965,AGO,2019,0.594630723135812
4072,AGO,2020,0.6240791549041491
4179,AGO,2021,0.5882905651274182
4286,AGO,2022,0.5911132758004325
3,ALB,1982,0.48117003949483234
110,ALB,1983,0.48344662112281434
217,ALB,1984,0.4759484284718831
324,ALB,1985,0.48506212634132023
431,ALB,1986,0.4834358074551537
538,ALB,1987,0.4807549546559651
645,ALB,1988,0.4818082368033273
752,ALB,1989,0.4911060322352818
859,ALB,1990,0.49478279204595654
966,ALB,1991,0.47817599269321986
1073,ALB,1992,0.48606207556951614
1180,ALB,1993,0.489990234375
1287,ALB,1994,0.49804465611775717
1394,ALB,1995,0.5017228470756894
1501,ALB,1996,0.5012136110578265
1608,ALB,1997,0.5067758042471749
1715,ALB,1998,0.5124676413763137
1822,ALB,1999,0.5012712623959495
1929,ALB,2000,0.5016696795508975
2036,ALB,2001,0.4938707822862562
2143,ALB,2002,0.4845679255055857
2250,ALB,2003,0.45206565213465427
2357,ALB,2004,0.48388893152593254
2464,ALB,2005,0.4723122697662521
2571,ALB,2006,0.4900105281871754
2678,ALB,2007,0.4840646074316004
2785,ALB,2008,0.4979212486350929
2892,ALB,2009,0.49493231456882353
2999,ALB,2010,0.46463700524587476
3106,ALB,2011,0.4994062666840605
3213,ALB,2012,0.45250979675041453
3320,ALB,2013,0.49942405019487657
3427,ALB,2014,0.5395588554200672
3534,ALB,2015,0.4942729551451547
3641,ALB,2016,0.5354972161338443
3748,ALB,2017,0.49158377906254364
3855,ALB,2018,0.5080884253184
3962,ALB,2019,0.5034368308385213
4069,ALB,2020,0.46980584173442935
4176,ALB,2021,0.49179192833673385
4283,ALB,2022,0.5023106053670248
5,AND,1982,0.3295657663345337
112,AND,1983,0.35222060194469634
219,AND,1984,0.3240666998454502
326,AND,1985,0.3479346342540923
433,AND,1986,0.34143762033326286
540,AND,1987,0.3509587376231239
647,AND,1988,0.36120367563338507
754,AND,1989,0.38359041974658054
861,AND,1990,0.39382121914908996
968,AND,1991,0.3749737743650164
1075,AND,1992,0.34993062915120804
1182,AND,1993,0.3587296511786325
1289,AND,1994,0.3638510791006543
1396,AND,1995,0.3787836853322528
1503,AND,1996,0.3704175661631993
1610,AND,1997,0.37869265649432227
1717,AND,1998,0.3815233530203502
1824,AND,1999,0.37371495744160244
1931,AND,2000,0.37718489170074465
2038,AND,2001,0.3614320195795415
2145,AND,2002,0.35477401446248147
2252,AND,2003,0.30367400893536245
2359,AND,2004,0.3027255480420458
2466,AND,2005,0.3298646758572086
2573,AND,2006,0.35032242397685626
2680,AND,2007,0.3616523686293717
2787,AND,2008,0.3366206199520237
2894,AND,2009,0.3528472227578635
3001,AND,2010,0.3067700755785382
3108,AND,2011,0.3790838424347259
3215,AND,2012,0.3299296768104637
3322,AND,2013,0.3169308340435937
3429,AND,2014,0.36239866540545507
3536,AND,2015,0.36546867431913105
3643,AND,2016,0.37370088250296457
3750,AND,2017,0.3533191556022281
3857,AND,2018,0.340167710803804
3964,AND,2019,0.34539493385950726
4071,AND,2020,0.3250830247382156
4178,AND,2021,0.3648199283963157
4285,AND,2022,0.3744293619791667
7,ARG,1982,0.47448889741443445
114,ARG,1983,0.47128474117460706
221,ARG,1984,0.46797633834112257
328,ARG,1985,0.4919342322576614
435,ARG,1986,0.48840931156703404
542,ARG,1987,0.4873566394987561
649,ARG,1988,0.47172821135748
756,ARG,1989,0.47859242575509203
863,ARG,1990,0.4896292973472958
970,ARG,1991,0.48757201439993725
1077,ARG,1992,0.4844669756208147
1184,ARG,1993,0.4843672528948103
1291,ARG,1994,0.47519104603358675
1398,ARG,1995,0.47945299748011994
1505,ARG,1996,0.484868773324149
1612,ARG,1997,0.48291635949271067
1719,ARG,1998,0.4943388335818336
1826,ARG,1999,0.48440267653692337
1933,ARG,2000,0.483894152323405
2040,ARG,2001,0.49080113555572846
2147,ARG,2002,0.4901242130824498
2254,ARG,2003,0.49142329071380275
2361,ARG,2004,0.48544749635130496
2468,ARG,2005,0.4767777497008607
2575,ARG,2006,0.46475215987320784
2682,ARG,2007,0.4673309812440977
2789,ARG,2008,0.42874339177058296
2896,ARG,2009,0.4191862432458898
3003,ARG,2010,0.4771881422012571
3110,ARG,2011,0.4498355077387212
3217,ARG,2012,0.4578512469281207
3324,ARG,2013,0.45161853299822124
3431,ARG,2014,0.49029524666922436
3538,ARG,2015,0.4816948897952125
3645,ARG,2016,0.4863714906601679
3752,ARG,2017,0.4922801577250163
3859,ARG,2018,0.47142136928013395
3966,ARG,2019,0.48655692581903365
4073,ARG,2020,0.493738131483062
4180,ARG,2021,0.4727954612005325
4287,ARG,2022,0.4424784433274042
4,ARM,1982,0.321401076725551
111,ARM,1983,0.3252464022409348
218,ARM,1984,0.3115882959365845
325,ARM,1985,0.32163979269209364
432,ARM,1986,0.3229739272253854
539,ARM,1987,0.3211341032754807
646,ARM,1988,0.3264212779090518
753,ARM,1989,0.32697144081479035
860,ARM,1990,0.32819650831676667
967,ARM,1991,0.3215855011712937
1074,ARM,1992,0.32913733609517415
1181,ARM,1993,0.3261907161985125
1288,ARM,1994,0.32839578560420446
1395,ARM,1995,0.3412701003210885
1502,ARM,1996,0.33740595685868036
1609,ARM,1997,0.33768108667646135
1716,ARM,1998,0.33507303374154224
1823,ARM,1999,0.33615646180652436
1930,ARM,2000,0.3238017319724673
2037,ARM,2001,0.3156129926325202
2144,ARM,2002,0.32032736470149115
2251,ARM,2003,0.279279543033013
2358,ARM,2004,0.3095948011167757
2465,ARM,2005,0.32573597478866584
2572,ARM,2006,0.32340760629255694
2679,ARM,2007,0.3311984259427249
2786,ARM,2008,0.32721862000423474
2893,ARM,2009,0.33428976219696005
3000,ARM,2010,0.28216729424491765
3107,ARM,2011,0.31072486592387105
3214,ARM,2012,0.3046919628447229
3321,ARM,2013,0.32240351767767045
3428,ARM,2014,0.31836480939955936
3535,ARM,2015,0.32976970000494094
3642,ARM,2016,0.33068540227980836
3749,ARM,2017,0.3036713591132845
3856,ARM,2018,0.35522557776314867
3963,ARM,2019,0.32410636329650877
4070,ARM,2020,0.2633105691100369
4177,ARM,2021,0.31339229928879514
4284,ARM,2022,0.3055608807745434
8,AUS,1982,0.3669371256147112
115,AUS,1983,0.38955464272272017
222,AUS,1984,0.38332637914021805
329,AUS,1985,0.39485826792035783
436,AUS,1986,0.3971831953866141
543,AUS,1987,0.3941856684911819
650,AUS,1988,0.39483709153674895
757,AUS,1989,0.41429331089201427
864,AUS,1990,0.40276205580575125
971,AUS,1991,0.39005961318243115
1078,AUS,1992,0.393651265008109
1185,AUS,1993,0.3931045110793341
1292,AUS,1994,0.3662326166970389
1399,AUS,1995,0.3947774382091704
1506,AUS,1996,0.3960263093312581
1613,AUS,1997,0.3890472869873047
1720,AUS,1998,0.39835864857264924
1827,AUS,1999,0.3961911767323812
1934,AUS,2000,0.3924070988609677
2041,AUS,2001,0.38124987222860146
2148,AUS,2002,0.3636961624648545
2255,AUS,2003,0.38122161773010926
2362,AUS,2004,0.37786180617783094
2469,AUS,2005,0.38501027419540906
2576,AUS,2006,0.3622649210835551
2683,AUS,2007,0.37367430391416445
2790,AUS,2008,0.3781480292016333
2897,AUS,2009,0.3743058436467097
3004,AUS,2010,0.3998421299646771
3111,AUS,2011,0.4203252935723944
3218,AUS,2012,0.3948035061176006
3325,AUS,2013,0.3918200798034668
3432,AUS,2014,0.3902786623636882
3539,AUS,2015,0.39763498814900716
3646,AUS,2016,0.42254787463233584
3753,AUS,2017,0.39944664537338986
3860,AUS,2018,0.358635179973784
3967,AUS,2019,0.34579371134440107
4074,AUS,2020,0.38354245469550124
4181,AUS,2021,0.41316261682056243
4288,AUS,2022,0.44654864329383487
9,AUT,1982,0.467417330469404
116,AUT,1983,0.4696078010456903
223,AUT,1984,0.45279429270469007
330,AUT,1985,0.46689241518860775
437,AUT,1986,0.46978797436895825
544,AUT,1987,0.46869767957641967
651,AUT,1988,0.4860867087954567
758,AUT,1989,0.5055736599422637
865,AUT,1990,0.5070434556234451
972,AUT,1991,0.482430161850793
1079,AUT,1992,0.48739785464604696
1186,AUT,1993,0.47424231306711834
1293,AUT,1994,0.4992489306131999
1400,AUT,1995,0.4995714457829793
1507,AUT,1996,0.4851208833966936
1614,AUT,1997,0.5109445806230818
1721,AUT,1998,0.5065979864029657
1828,AUT,1999,0.4971642213548933
1935,AUT,2000,0.4992890349569775
2042,AUT,2001,0.49638908396710407
2149,AUT,2002,0.4906845536703592
2256,AUT,2003,0.43359590918153196
2363,AUT,2004,0.466905552140959
2470,AUT,2005,0.46519030484000407
2577,AUT,2006,0.46268288153344456
2684,AUT,2007,0.5102481902405456
2791,AUT,2008,0.5059730018154606
2898,AUT,2009,0.4883033810709859
3005,AUT,2010,0.4099937570208595
3112,AUT,2011,0.5042195186195793
3219,AUT,2012,0.47371401952387215
3326,AUT,2013,0.47608188881192887
3433,AUT,2014,0.523192615032196
3540,AUT,2015,0.5129407675833929
3647,AUT,2016,0.5289114591848282
3754,AUT,2017,0.4862907411938622
3861,AUT,2018,0.4977529184250604
3968,AUT,2019,0.5022804283414568
4075,AUT,2020,0.4594106023612143
4182,AUT,2021,0.47261312843504405
4289,AUT,2022,0.509177999201275
2,AZE,1982,0.3715299337477912
109,AZE,1983,0.364920739764259
216,AZE,1984,0.34921865218026293
323,AZE,1985,0.3662814878736223
430,AZE,1986,0.36408384750002903
537,AZE,1987,0.3728598436628069
644,AZE,1988,0.37821158490862167
751,AZE,1989,0.36964194388616656
858,AZE,1990,0.386713399887085
965,AZE,1991,0.36427471315293086
1072,AZE,1992,0.37929942412603473
1179,AZE,1993,0.3675129985809326
1286,AZE,1994,0.37401243137177964
1393,AZE,1995,0.3975198871067592
1500,AZE,1996,0.3724395995367141
1607,AZE,1997,0.37837553569248744
1714,AZE,1998,0.36460024879092257
1821,AZE,1999,0.37151480402265274
1928,AZE,2000,0.372146261941819
2035,AZE,2001,0.368560175046816
2142,AZE,2002,0.3673163256802402
2249,AZE,2003,0.358073250236092
2356,AZE,2004,0.38675724222371866
2463,AZE,2005,0.36831072209955573
2570,AZE,2006,0.37623440140944264
2677,AZE,2007,0.3565613623818199
2784,AZE,2008,0.352260242001041
2891,AZE,2009,0.38194880625965827
2998,AZE,2010,0.36663249273148796
3105,AZE,2011,0.3692610555795523
3212,AZE,2012,0.35694272206903804
3319,AZE,2013,0.3860441800980341
3426,AZE,2014,0.3450314403715588
3533,AZE,2015,0.3949077618916829
3640,AZE,2016,0.4063615375700451
3747,AZE,2017,0.3723889751888457
3854,AZE,2018,0.3967882298060826
3961,AZE,2019,0.38024343536013644
4068,AZE,2020,0.3373980890161851
4175,AZE,2021,0.3720420379638672
4282,AZE,2022,0.35175571750459217
20,BDI,1982,0.5968323048182895
127,BDI,1983,0.5942321922665551
234,BDI,1984,0.5927813762483143
341,BDI,1985,0.6059789770217169
448,BDI,1986,0.6079548902965728
555,BDI,1987,0.6126628554207938
662,BDI,1988,0.5998020646231516
769,BDI,1989,0.6042467829386393
876,BDI,1990,0.5981891826447986
983,BDI,1991,0.5979966169084822
1090,BDI,1992,0.6070521392822266
1197,BDI,1993,0.6032699913751511
1304,BDI,1994,0.6009499864124116
1411,BDI,1995,0.6083694161914643
1518,BDI,1996,0.6037746676490421
1625,BDI,1997,0.5995734200250534
1732,BDI,1998,0.600978151957194
1839,BDI,1999,0.5967977718171619
1946,BDI,2000,0.5972466750372024
2053,BDI,2001,0.6058025806133563
2160,BDI,2002,0.5968519900814517
2267,BDI,2003,0.6162609236161787
2374,BDI,2004,0.599823238666241
2481,BDI,2005,0.5966311239724631
2588,BDI,2006,0.59057618025895
2695,BDI,2007,0.6123365949693618
2802,BDI,2008,0.5886937995323769
2909,BDI,2009,0.5860438676771227
3016,BDI,2010,0.609274286058214
3123,BDI,2011,0.6129142655592698
3230,BDI,2012,0.6128726452837933
3337,BDI,2013,0.6009940272739955
3444,BDI,2014,0.601838605608259
3551,BDI,2015,0.6056373298281714
3658,BDI,2016,0.5952361075991676
3765,BDI,2017,0.5927719544910248
3872,BDI,2018,0.6096730183192661
3979,BDI,2019,0.6225120328267416
4086,BDI,2020,0.62359256725151
4193,BDI,2021,0.615221121833438
4300,BDI,2022,0.5956926876249767
15,BEN,1982,0.4951189852214995
122,BEN,1983,0.4886935394832066
229,BEN,1984,0.4952088569459461
336,BEN,1985,0.4974231105077835
443,BEN,1986,0.5072821519942511
550,BEN,1987,0.50914142763047
657,BEN,1988,0.5019785025460379
764,BEN,1989,0.5066274531228202
871,BEN,1990,0.5056468476795015
978,BEN,1991,0.5061283028920491
1085,BEN,1992,0.5079404780978248
1192,BEN,1993,0.5063259981246222
1299,BEN,1994,0.5100042779105051
1406,BEN,1995,0.5119091371808733
1513,BEN,1996,0.5120210247948056
1620,BEN,1997,0.5147484042758033
1727,BEN,1998,0.508893280120123
1834,BEN,1999,0.5137047783987863
1941,BEN,2000,0.5037093120756604
2048,BEN,2001,0.49600549148727247
2155,BEN,2002,0.4992085475712032
2262,BEN,2003,0.5040302200317383
2369,BEN,2004,0.50197170483935
2476,BEN,2005,0.5062711904337118
2583,BEN,2006,0.5106521885630848
2690,BEN,2007,0.5066571867387373
2797,BEN,2008,0.5121976869184892
2904,BEN,2009,0.5224690752134219
3011,BEN,2010,0.4769319871569436
3118,BEN,2011,0.5188474424592742
3225,BEN,2012,0.5056755546318306
3332,BEN,2013,0.5127874410720099
3439,BEN,2014,0.5158349328722273
3546,BEN,2015,0.4908653747013637
3653,BEN,2016,0.49772962433951246
3760,BEN,2017,0.5040675352187384
3867,BEN,2018,0.51147652335394
3974,BEN,2019,0.531588969366891
4081,BEN,2020,0.455078098393288
4188,BEN,2021,0.5048695469810849
4295,BEN,2022,0.504836276553926
98,BFA,1982,0.3345926173982166
205,BFA,1983,0.3325297144935245
312,BFA,1984,0.32307387451898484
419,BFA,1985,0.32759401394072035
526,BFA,1986,0.3375613495962961
633,BFA,1987,0.3372716395060222
740,BFA,1988,0.33528400239490325
847,BFA,1989,0.3408421471913655
954,BFA,1990,0.3374151444208054
1061,BFA,1991,0.33976650728498187
1168,BFA,1992,0.3378632146744501
1275,BFA,1993,0.33740194901965914
1382,BFA,1994,0.3487917278834752
1489,BFA,1995,0.34550287891569587
1596,BFA,1996,0.345122904187157
1703,BFA,1997,0.34012387539091565
1810,BFA,1998,0.34142463520595007
1917,BFA,1999,0.3443100879305885
2024,BFA,2000,0.3406152172996884
2131,BFA,2001,0.3345174838055621
2238,BFA,2002,0.32946512184562265
2345,BFA,2003,0.3424704438932649
2452,BFA,2004,0.33034626241830684
2559,BFA,2005,0.32978321234734503
2666,BFA,2006,0.33255299025315505
2773,BFA,2007,0.33852385208632924
2880,BFA,2008,0.3523505123264186
2987,BFA,2009,0.35923966057745965
3094,BFA,2010,0.32952708023313493
3201,BFA,2011,0.3379907972734053
3308,BFA,2012,0.3384449918977507
3415,BFA,2013,0.34329596755618136
3522,BFA,2014,0.3361269841875349
3629,BFA,2015,0.32923558634803407
3736,BFA,2016,0.34203210421970914
3843,BFA,2017,0.33371333476475307
3950,BFA,2018,0.3384104468027751
4057,BFA,2019,0.3441353812444778
4164,BFA,2020,0.3092769781801881
4271,BFA,2021,0.34433511152721585
4378,BFA,2022,0.34530439376831057
11,BGD,1982,0.5022248159136091
118,BGD,1983,0.5076858796619234
225,BGD,1984,0.4940586259024484
332,BGD,1985,0.5113710615975516
439,BGD,1986,0.5202217243739536
546,BGD,1987,0.5086202697753907
653,BGD,1988,0.5039791234334309
760,BGD,1989,0.5092541778201148
867,BGD,1990,0.5159149015517462
974,BGD,1991,0.4947984437488374
1081,BGD,1992,0.5068547061738513
1188,BGD,1993,0.516516792115711
1295,BGD,1994,0.5163167217799595
1402,BGD,1995,0.5146402386256627
1509,BGD,1996,0.5243465009416852
1616,BGD,1997,0.5162377490089053
1723,BGD,1998,0.5163208906991141
1830,BGD,1999,0.5134499322800409
1937,BGD,2000,0.5182033406212216
2044,BGD,2001,0.5169838939289471
2151,BGD,2002,0.5134646046397451
2258,BGD,2003,0.5221204763559194
2365,BGD,2004,0.5134650506658868
2472,BGD,2005,0.5333396582970252
2579,BGD,2006,0.5327110298911293
2686,BGD,2007,0.5171682784531142
2793,BGD,2008,0.5294952704461066
2900,BGD,2009,0.5319809400956709
3007,BGD,2010,0.5098194357251364
3114,BGD,2011,0.5418482426234653
3221,BGD,2012,0.5304000061370514
3328,BGD,2013,0.5460383360726493
3435,BGD,2014,0.5426651358831497
3542,BGD,2015,0.558833086831229
3649,BGD,2016,0.562059476034982
3756,BGD,2017,0.5702115158807664
3863,BGD,2018,0.5617551403953915
3970,BGD,2019,0.5748781692868189
4077,BGD,2020,0.5362101667388147
4184,BGD,2021,0.5651352275666737
4291,BGD,2022,0.5757959869021461
19,BGR,1982,0.49086611375354583
126,BGR,1983,0.49525210298810685
233,BGR,1984,0.47465159843081517
340,BGR,1985,0.47480558268229167
447,BGR,1986,0.4842240006583078
554,BGR,1987,0.4801711138770694
661,BGR,1988,0.48322075307936896
768,BGR,1989,0.49920056751796177
875,BGR,1990,0.5025207350594657
982,BGR,1991,0.49190244656517396
1089,BGR,1992,0.4906946465628488
1196,BGR,1993,0.485015682947068
1303,BGR,1994,0.4980904275803339
1410,BGR,1995,0.5118021810622443
1517,BGR,1996,0.496795174008324
1624,BGR,1997,0.5161331144060407
1731,BGR,1998,0.5136478335062662
1838,BGR,1999,0.5115982368105934
1945,BGR,2000,0.4976312522888184
2052,BGR,2001,0.49751097559666896
2159,BGR,2002,0.49503024409367485
2266,BGR,2003,0.43178413906726204
2373,BGR,2004,0.5034409146570897
2480,BGR,2005,0.5086940411997365
2587,BGR,2006,0.5003091811295394
2694,BGR,2007,0.5090582450615181
2801,BGR,2008,0.4796199611517099
2908,BGR,2009,0.4875295261760334
3015,BGR,2010,0.45803307380373515
3122,BGR,2011,0.48016684001880683
3229,BGR,2012,0.4341240450680911
3336,BGR,2013,0.506310252734593
3443,BGR,2014,0.5497448596046085
3550,BGR,2015,0.517582598549979
3657,BGR,2016,0.5235338911328997
3764,BGR,2017,0.48512939629100615
3871,BGR,2018,0.509281498454866
3978,BGR,2019,0.5008773847307478
4085,BGR,2020,0.4623361661253857
4192,BGR,2021,0.5174715347290039
4299,BGR,2022,0.5002990184965588
16,BLR,1982,0.45438132531302317
123,BLR,1983,0.4525038329533168
230,BLR,1984,0.4420294075012207
337,BLR,1985,0.44847430515289305
444,BLR,1986,0.4524379813330514
551,BLR,1987,0.4474850610097249
658,BLR,1988,0.4542144359861101
765,BLR,1989,0.4695031401316324
872,BLR,1990,0.4713242559887114
979,BLR,1991,0.45933492206391835
1086,BLR,1992,0.4683182965687343
1193,BLR,1993,0.45532455330803284
1300,BLR,1994,0.4679971158163888
1407,BLR,1995,0.4792998223531814
1514,BLR,1996,0.4561603828611828
1621,BLR,1997,0.47201568712506975
1728,BLR,1998,0.4771584173384167
1835,BLR,1999,0.4735617692584083
1942,BLR,2000,0.47290429496765135
2049,BLR,2001,0.4568445199819711
2156,BLR,2002,0.47084635786957796
2263,BLR,2003,0.4304423875913515
2370,BLR,2004,0.4354891512105753
2477,BLR,2005,0.4440425697682978
2584,BLR,2006,0.4575581028382857
2691,BLR,2007,0.48439737882718936
2798,BLR,2008,0.49705674473269956
2905,BLR,2009,0.46212597693977775
3012,BLR,2010,0.364675936872997
3119,BLR,2011,0.4658419761448116
3226,BLR,2012,0.4479839398101136
3333,BLR,2013,0.4360345951375507
3440,BLR,2014,0.4815248765718369
3547,BLR,2015,0.47814796947297594
3654,BLR,2016,0.4605002415520804
3761,BLR,2017,0.47608668054853165
3868,BLR,2018,0.45566985641207014
3975,BLR,2019,0.48393120184398836
4082,BLR,2020,0.42651564162118094
4189,BLR,2021,0.4507344218662807
4296,BLR,2022,0.45482431121099565
12,BLZ,1982,0.7064134615943546
119,BLZ,1983,0.7082382707141694
226,BLZ,1984,0.7071174054827009
333,BLZ,1985,0.7130209205264136
440,BLZ,1986,0.7236556232997349
547,BLZ,1987,0.7091952463785807
654,BLZ,1988,0.7152099137079148
761,BLZ,1989,0.7203619715372721
868,BLZ,1990,0.726480712890625
975,BLZ,1991,0.7145449015299479
1082,BLZ,1992,0.7183558109828404
1189,BLZ,1993,0.7200756545293899
1296,BLZ,1994,0.7218481398082915
1403,BLZ,1995,0.7194221569242931
1510,BLZ,1996,0.7215181379772369
1617,BLZ,1997,0.7202364109584263
1724,BLZ,1998,0.7246945695422944
1831,BLZ,1999,0.7045277840750558
1938,BLZ,2000,0.7168442873273577
2045,BLZ,2001,0.721386719085358
2152,BLZ,2002,0.7207584376073146
2259,BLZ,2003,0.7130384454412774
2366,BLZ,2004,0.7208536584875086
2473,BLZ,2005,0.7127640216533954
2580,BLZ,2006,0.7254834229186341
2687,BLZ,2007,0.7235936195457375
2794,BLZ,2008,0.7177959832830743
2901,BLZ,2009,0.7163207072163676
3008,BLZ,2010,0.7277027958461216
3115,BLZ,2011,0.7068951607169686
3222,BLZ,2012,0.7239705374581473
3329,BLZ,2013,0.7106475666591099
3436,BLZ,2014,0.7180942103068033
3543,BLZ,2015,0.7110950488135929
3650,BLZ,2016,0.718041154770624
3757,BLZ,2017,0.721287849789574
3864,BLZ,2018,0.7187489885602679
3971,BLZ,2019,0.6976463986351377
4078,BLZ,2020,0.7211518800879727
4185,BLZ,2021,0.7181314937046597
4292,BLZ,2022,0.7223598262241909
13,BOL,1982,0.599365107581729
120,BOL,1983,0.5913549361456009
227,BOL,1984,0.5889068329220727
334,BOL,1985,0.6023506208147321
441,BOL,1986,0.6051060427711124
548,BOL,1987,0.5989697465442475
655,BOL,1988,0.5854149048214867
762,BOL,1989,0.6024394714718774
869,BOL,1990,0.6028991860889252
976,BOL,1991,0.5911291901724679
1083,BOL,1992,0.5951499592009045
1190,BOL,1993,0.5919349959237235
1297,BOL,1994,0.586059689839681
1404,BOL,1995,0.5848549931844076
1511,BOL,1996,0.5955326142084031
1618,BOL,1997,0.5939665837969098
1725,BOL,1998,0.5951174438113258
1832,BOL,1999,0.5885782972063337
1939,BOL,2000,0.5939471657162622
2046,BOL,2001,0.5966239023732616
2153,BOL,2002,0.5865729069971776
2260,BOL,2003,0.599588131076687
2367,BOL,2004,0.5942556564834092
2474,BOL,2005,0.5968493207994399
2581,BOL,2006,0.5954781041407323
2688,BOL,2007,0.5750483163686899
2795,BOL,2008,0.5850042000236092
2902,BOL,2009,0.5854468095381181
3009,BOL,2010,0.5826391808646066
3116,BOL,2011,0.5788035382281292
3223,BOL,2012,0.59879687332321
3330,BOL,2013,0.6003879007611956
3437,BOL,2014,0.6077004327319917
3544,BOL,2015,0.612173156556629
3651,BOL,2016,0.5902034701392764
3758,BOL,2017,0.5993315889267694
3865,BOL,2018,0.5986105944315592
3972,BOL,2019,0.5793223190307617
4079,BOL,2020,0.604745276699547
4186,BOL,2021,0.5805492106846402
4293,BOL,2022,0.5703128175281342
17,BRA,1982,0.587556063879104
124,BRA,1983,0.5836306635538736
231,BRA,1984,0.5832098314194452
338,BRA,1985,0.6040766821361724
445,BRA,1986,0.6056172667003814
552,BRA,1987,0.5996480396815709
659,BRA,1988,0.5898414441063291
766,BRA,1989,0.6022675448826381
873,BRA,1990,0.6013412143162319
980,BRA,1991,0.5866687723795573
1087,BRA,1992,0.5930587056477865
1194,BRA,1993,0.5945419760204498
1301,BRA,1994,0.5911376529875256
1408,BRA,1995,0.5994676918756394
1515,BRA,1996,0.6013594968886603
1622,BRA,1997,0.6022071284339542
1729,BRA,1998,0.5980323964073544
1836,BRA,1999,0.5927917818341937
1943,BRA,2000,0.5967180929638091
2050,BRA,2001,0.6063197229406336
2157,BRA,2002,0.6019592783162881
2264,BRA,2003,0.5962796414553464
2371,BRA,2004,0.600970947433304
2478,BRA,2005,0.6001882040841239
2585,BRA,2006,0.6054498859447438
2692,BRA,2007,0.590789329780327
2799,BRA,2008,0.5939646276117682
2906,BRA,2009,0.6026173519930996
3013,BRA,2010,0.6076761566646516
3120,BRA,2011,0.6004443802047562
3227,BRA,2012,0.5917693100813981
3334,BRA,2013,0.6045010782877603
3441,BRA,2014,0.6032201585315522
3548,BRA,2015,0.6089245233081635
3655,BRA,2016,0.5949412462143671
3762,BRA,2017,0.5996777632577078
3869,BRA,2018,0.6089186424981979
3976,BRA,2019,0.6059809390476772
4083,BRA,2020,0.619776278199268
4190,BRA,2021,0.5990668334960938
4297,BRA,2022,0.601581676301502
18,BTN,1982,0.6946981800624302
125,BTN,1983,0.7010430693853469
232,BTN,1984,0.6980711510067895
339,BTN,1985,0.6985902422950382
446,BTN,1986,0.7118474006652832
553,BTN,1987,0.7066307665506998
660,BTN,1988,0.6971085125151135
767,BTN,1989,0.7062528330485026
874,BTN,1990,0.7053489098321823
981,BTN,1991,0.6819005068824405
