name,domination_number,total_domination_number,connected_domination_number,semitotal_domination_number,independence_number,power_domination_number,zero_forcing_number,total_zero_forcing_number,connected_zero_forcing_number,diameter,radius,order,size,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,randic_index,harmonic_index,sum_connectivity_index,min_degree,max_degree,clique_number,residue,annihilation_number,sub_total_domination_number,slater,k_slater_index,wiener_index,vertex_cover_number,k_residual_index,connected_graph,tree_graph,connected_graph_with_min_degree_at_least_2,connected_graph_with_min_degree_at_least_3,connected_graph_with_min_degree_at_least_4,connected_and_bipartite_graph,eulerian_graph,connected_and_planar_graph,connected_and_regular_graph,connected_and_cubic_graph,connected_graph_which_is_not_k_n,connected_and_triangle_free_graph,connected_and_at_free_graph,connected_and_claw_free_graph,connected_graph_with_maximum_degree_at_most_3,connected_graph_which_is_not_k_n_and_has_maximum_degree_at_most_3,connected_claw_free_and_cubic_graph,connected_planar_and_cubic_graph,connected_and_cubic_graph_which_is_not_k_4,connected_and_well_covered_graph,connected_graph_with_diameter_at_most_3,connected_and_planar_graph_with_diameter_at_most_3,connected_and_chordal_graph,connected_and_bipartite_graph_with_min_degree_at_least_2,connected_and_bipartite_graph_with_min_degree_at_least_3,connected_and_bipartite_graph_with_min_degree_at_least_4,connected_and_planar_graph_with_min_degree_at_least_2,connected_and_planar_graph_with_min_degree_at_least_3,connected_and_planar_graph_with_min_degree_at_least_4,connected_graph_which_is_not_k_n_with_min_degree_at_least_2,connected_graph_which_is_not_k_n_with_min_degree_at_least_3,connected_graph_which_is_not_k_n_with_min_degree_at_least_4,connected_and_triangle_free_graph_with_min_degree_at_least_2,connected_and_triangle_free_graph_with_min_degree_at_least_3,connected_and_triangle_free_graph_with_min_degree_at_least_4,connected_and_at_free_graph_with_min_degree_at_least_2,connected_and_at_free_graph_with_min_degree_at_least_3,connected_and_at_free_graph_with_min_degree_at_least_4,connected_and_claw_free_graph_with_min_degree_at_least_2,connected_and_claw_free_graph_with_min_degree_at_least_3,connected_and_claw_free_graph_with_min_degree_at_least_4,connected_graph_with_min_degree_at_least_2_and_maximum_degree_at_most_3,connected_and_chordal_graph_with_min_degree_at_least_2,connected_and_chordal_graph_with_min_degree_at_least_3,connected_and_diamond_free_graph,connected_cubic_and_diamond_free_graph,connected_and_bull_free_graph,positive_semidefinite_zero_forcing_number,graph_energy,square_positive_energy,a_block_graph,second_largest_eigenvalue,outer_connected_domination_number,edge_domination_number,roman_domination_number,double_roman_domination_number,two_rainbow_domination_number,three_rainbow_domination_number,connected_graph_line_graph
MathematicaGraph1567,4,4,4,8,4,2,2,4,4,5,3,8,7,4,2,4,2,12,3.718744015013406,3.466666666666667,3.457376019843031,1,3,2,4,5,3,2,2,68.0,4,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,7.0,True,1,4,2,6.0,10.0,6,7,False
k_slater_index_atmost_slater_counter_example.txt,6,6,6,12,6,1,5,6,6,3,2,12,21,6,6,6,3,9,4.949489742783178,4.214285714285714,6.597913856977557,1,6,6,6,8,2,2,5,126.0,6,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5,17,29.0,True,1,6,3,7.0,13.0,7,8,False
G37,1,2,1,3,3,1,3,3,3,2,1,6,9,1,4,3,2,6,2.7676829318773297,2.579365079365079,3.399078404939152,1,5,4,3,4,2,1,1,21.0,3,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,8,12.0,False,0,2,2,2.0,3.0,3,4,False
G23,1,2,1,3,2,1,2,2,2,2,1,5,7,1,3,2,2,5,2.434286964637233,2.3714285714285714,2.87510100840996,2,4,3,2,3,2,1,1,13.0,3,1,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,2,7,9.0,False,1,1,2,2.0,3.0,3,4,False
G35,3,5,6,8,6,2,3,4,4,7,4,11,12,3,2,5,4,14,5.360173345306138,5.233333333333333,5.59152986346361,1,3,2,4,6,4,3,1,158.0,5,3,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3,14,12.0,False,2,7,4,6.0,9.0,6,9,False
G21,1,2,1,3,2,1,3,3,3,2,1,5,6,1,3,2,2,5,2.414213562373095,2.333333333333333,2.6329931618554525,2,4,3,2,3,2,1,1,14.0,3,1,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,3,7,8.0,True,1,2,2,2.0,3.0,3,4,False
cubic109,4,4,6,6,6,2,4,4,4,4,3,12,18,4,2,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,136.0,6,3,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,18,18.0,False,2,4,4,7.0,10.0,6,8,False
quartic2,2,2,2,3,2,1,4,4,4,2,2,6,12,2,3,3,2,4,3.0,3.0,4.242640687119285,4,4,3,2,3,2,2,1,18.0,4,1,True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,4,8,16.0,False,0,2,2,3.0,4.0,2,4,False
T14,1,2,1,2,2,1,3,3,3,2,1,5,9,1,4,2,2,4,2.4820508075688776,2.4642857142857144,3.3284470098351844,3,4,4,2,2,2,1,1,11.0,3,1,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True,3,7,13.0,False,0,1,2,2.0,3.0,2,3,False
MathematicaGraph6034,4,6,9,8,6,1,1,2,1,10,5,11,10,4,2,5,4,20,5.414213562373095,5.333333333333333,5.154700538379252,1,2,2,4,6,6,4,1,220.0,5,2,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,13,10.0,True,2,9,4,8.0,12.0,6,11,True
T3,2,2,2,3,2,1,4,4,4,2,2,6,12,2,3,3,2,4,3.0,3.0,4.242640687119285,4,4,3,2,3,2,2,1,18.0,4,1,True,False,True,True,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,4,8,16.0,False,0,2,2,3.0,4.0,2,4,False
cubic10,3,4,4,6,4,2,4,4,4,4,3,10,15,3,3,5,4,9,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,91.0,6,2,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,15,17.0,False,2,3,4,6.0,9.0,5,6,False
cubic38,3,5,5,6,5,2,4,4,4,4,3,12,18,3,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,149.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,18,20.0,False,3,3,4,6.0,9.0,6,8,False
cubic6,3,3,3,5,3,2,4,4,4,2,2,8,12,3,3,4,3,6,4.0,4.0,4.898979485566357,3,3,3,2,4,3,2,2,44.0,5,2,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,12,12.0,False,2,3,3,5.0,7.0,4,5,False
cubic7,2,4,4,4,4,2,4,4,4,3,3,8,12,2,2,4,3,6,4.0,4.0,4.898979485566357,3,3,2,2,4,3,2,1,48.0,4,3,True,False,True,True,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,12,12.0,False,1,2,3,4.0,6.0,4,6,False
cubic39,4,5,5,7,5,2,5,5,5,4,3,12,18,4,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,146.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,17,19.0,False,3,4,4,7.0,10.0,6,7,False
cubic11,3,4,5,6,4,2,4,4,4,3,3,10,15,3,3,5,3,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,90.0,6,2,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,4,14,18.0,False,2,3,3,6.0,8.0,4,6,False
T2,1,2,1,2,2,1,3,3,3,2,1,6,12,1,4,3,2,5,2.954573019178186,2.91031746031746,4.1732569983349945,3,5,4,2,3,2,1,1,18.0,4,1,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True,3,9,17.0,False,1,1,2,2.0,3.0,2,4,False
MathematicaGraph6035,4,6,10,9,6,1,1,2,1,11,6,12,11,4,2,6,4,22,5.914213562373095,5.833333333333333,5.654700538379252,1,2,2,5,6,6,4,1,286.0,6,2,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,15,11.0,True,2,10,4,8.0,12.0,7,12,True
quartic3,2,2,2,3,2,1,4,4,4,2,2,7,14,2,4,3,3,5,3.5,3.5,4.949747468305832,4,4,3,2,3,2,2,1,28.0,5,1,True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,4,11,17.0,False,1,2,3,4.0,6.0,3,4,False
T15,1,2,1,2,3,1,3,3,3,2,1,7,15,1,4,3,2,6,3.411570848829945,3.326984126984127,4.982410791234176,3,6,4,2,4,2,1,1,27.0,4,2,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,3,11,21.0,False,1,1,2,2.0,3.0,2,4,False
cubic108,3,4,5,6,5,2,4,4,4,3,3,12,18,3,3,6,5,9,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,1,134.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,17,18.0,False,2,3,5,6.0,9.0,6,8,False
MathematicaGraph1570,7,7,7,14,7,3,4,7,7,8,4,14,13,7,2,7,4,18,6.450794822582283,5.966666666666667,6.18212089123462,1,3,2,6,9,5,4,3,315.0,7,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,17,13.0,True,2,7,4,10.0,17.0,10,11,False
G20,2,2,2,4,2,1,2,2,2,3,2,5,6,2,3,2,2,6,2.393846850117352,2.3,2.619172062391505,1,3,3,2,3,2,2,1,15.0,3,1,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,7,7.0,False,1,2,2,3.0,5.0,3,4,False
G34,2,2,2,3,6,1,6,6,6,2,2,8,12,2,2,2,2,6,3.464101615137756,3.0,4.242640687119285,2,6,2,5,6,2,2,1,44.0,2,6,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,2,7,12.0,False,0,2,2,3.0,4.0,2,6,False
slater_graph,5,6,7,10,6,2,3,5,5,6,3,11,10,5,2,5,4,16,5.277916867529369,5.066666666666666,4.992682649758251,1,3,2,5,7,5,3,2,172.0,5,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,13,10.0,True,2,8,4,8.0,12.0,6,9,False
G30,2,2,2,6,4,2,2,4,4,3,2,6,5,3,2,2,1,8,2.642734410091837,2.333333333333333,2.408248290463863,1,3,2,4,4,2,2,1,29.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,6,5.0,True,1,4,1,4.0,6.0,4,5,False
G24,2,2,2,3,2,1,3,3,3,2,2,5,7,2,3,2,2,5,2.4831632475943928,2.466666666666667,2.9356686433192314,2,3,3,2,2,2,2,1,13.0,3,1,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,3,6,8.0,False,0,2,2,3.0,4.0,2,3,False
G18,2,2,2,3,2,1,2,2,2,2,2,5,6,2,3,2,2,5,2.4663264951887856,2.4333333333333336,2.6971026724636946,2,3,3,2,3,2,2,1,14.0,3,1,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,2,6,7.0,False,1,2,2,3.0,5.0,3,4,False
T11,2,4,4,4,3,2,6,6,6,3,3,12,30,2,4,6,5,6,6.0,6.0,9.486832980505138,5,5,3,2,6,3,2,1,108.0,9,2,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,6,23,40.0,False,2,2,5,4.0,6.0,4,6,False
MathematicaGraph6031,3,4,6,6,4,1,1,2,1,7,4,8,7,3,2,4,3,14,3.914213562373095,3.833333333333333,3.654700538379252,1,2,2,3,4,4,3,1,84.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,7.0,True,2,6,3,6.0,9.0,5,8,True
cubic29,4,4,5,7,5,2,5,5,6,5,3,12,18,4,3,6,4,12,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,172.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,17,20.0,False,3,4,4,7.0,10.0,6,8,False
cubic3,2,2,2,4,3,2,4,4,4,2,2,6,9,3,2,3,3,6,3.0,3.0,3.674234614174768,3,3,2,2,3,2,2,1,21.0,3,3,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,True,True,3,6,9.0,False,0,2,3,4.0,6.0,3,3,False
T6,1,2,1,3,2,1,3,3,3,2,1,7,15,1,4,3,3,5,3.4329764226088693,3.3683982683982685,5.014741714411043,3,6,4,2,4,2,1,1,27.0,5,1,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False,False,True,3,11,22.0,False,1,1,3,2.0,3.0,3,4,False
cubic15,3,4,4,6,4,2,4,4,4,3,2,10,15,3,3,5,3,7,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,81.0,6,2,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,16,16.0,False,2,3,3,6.0,8.0,5,6,False
cubic14,3,4,4,6,4,1,3,3,3,3,3,10,15,3,3,5,3,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,85.0,6,2,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,15,16.0,False,2,3,3,6.0,8.0,4,6,False
T7,2,2,2,3,2,1,4,4,4,2,2,7,15,2,4,3,3,5,3.466237455741357,3.433333333333333,5.070003641610156,3,5,4,2,4,2,2,1,27.0,5,1,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,4,11,20.0,False,1,2,3,3.0,5.0,3,4,False
cubic28,3,5,6,7,5,2,5,5,7,6,3,12,18,3,3,6,4,13,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,184.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,18,21.0,False,3,4,4,6.0,9.0,6,8,False
cubic2,2,2,2,4,2,1,3,3,3,2,2,6,9,2,3,3,2,5,3.0,3.0,3.674234614174768,3,3,3,2,3,2,2,1,21.0,4,1,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,False,True,True,True,3,8,10.0,False,1,2,2,4.0,6.0,3,4,False
MathematicaGraph6030,3,4,5,6,4,1,1,2,1,6,3,7,6,3,2,3,2,12,3.414213562373095,3.333333333333333,3.1547005383792515,1,2,2,3,4,4,3,1,56.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,6.0,True,1,5,2,5.0,8.0,4,7,True
T10,2,2,2,3,6,1,5,5,5,2,2,11,27,2,4,5,3,6,5.104728708940712,4.747294372294372,7.97170358640771,3,8,4,5,7,2,2,1,83.0,5,3,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,5,19,36.0,False,2,2,3,4.0,6.0,4,6,False
G19,1,2,1,3,3,1,2,2,2,2,1,5,6,1,3,2,1,6,2.3122784967090864,2.1523809523809523,2.536101840436827,1,4,3,3,3,2,1,1,14.0,2,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,6,7.0,False,0,2,1,2.0,3.0,3,4,False
G25,1,2,1,3,2,1,3,3,3,2,1,5,7,1,4,2,2,5,2.366025403784439,2.257142857142857,2.8058518859192287,1,4,4,2,3,2,1,1,13.0,3,1,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3,7,10.0,True,0,2,2,2.0,3.0,3,4,False
G31,2,3,3,5,3,1,2,2,2,4,2,6,6,2,2,3,2,8,2.931851652578137,2.8666666666666667,2.9189910556895,1,3,2,3,3,3,2,1,29.0,3,1,True,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,7,6.0,False,1,3,2,4.0,6.0,3,5,False
G27,1,2,1,2,2,1,3,3,3,2,1,5,8,1,4,2,2,5,2.4451406528991324,2.392857142857143,3.090156154021772,2,4,4,2,3,2,1,1,12.0,3,1,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,3,7,11.0,False,0,1,2,2.0,3.0,2,3,False
G33,2,2,2,4,2,1,3,3,3,3,2,6,9,2,4,3,2,7,2.892734410091837,2.7976190476190474,3.5295885191125,1,4,4,2,3,2,2,1,23.0,4,1,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,9,12.0,False,1,2,2,3.0,5.0,3,4,False
MathematicaGraph6032,3,5,7,7,5,1,1,2,1,8,4,9,8,3,2,4,3,16,4.414213562373095,4.333333333333333,4.154700538379252,1,2,2,4,5,5,3,1,120.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,11,8.0,True,2,7,3,6.0,9.0,5,9,True
MathematicaGraph6026,1,2,1,3,2,1,1,2,1,2,1,3,2,1,2,1,1,4,1.414213562373095,1.3333333333333333,1.1547005383792517,1,2,2,2,2,2,1,1,4.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,2.0,True,0,2,1,2.0,3.0,2,3,True
T12,2,3,3,4,8,2,6,6,6,3,2,14,35,2,4,6,3,7,6.438513171336117,5.9340909090909095,10.153196979861889,3,8,4,4,9,2,2,1,151.0,6,5,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,24,46.0,False,2,2,3,4.0,6.0,4,6,False
F_in_F_dom_HaHeHe,6,7,9,9,6,3,4,6,7,8,4,15,17,6,3,7,5,17,7.432652990377571,7.366666666666667,7.894205344927389,2,3,2,5,8,6,4,2,375.0,9,2,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,4,20,16.0,False,2,11,5,10.0,16.0,9,13,False
cubic16,3,4,4,6,4,2,4,4,4,3,2,10,15,3,3,5,4,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,82.0,6,2,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,15,15.0,False,2,3,4,6.0,9.0,5,6,False
T5,2,2,2,3,2,1,4,4,4,2,2,7,15,2,4,3,3,5,3.48606797749979,3.4722222222222223,5.101100286299702,4,5,3,2,3,2,2,1,27.0,5,1,True,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,4,11,19.0,False,1,2,3,3.0,4.0,2,4,False
Siemion,5,6,6,8,5,2,6,6,6,3,3,14,21,5,3,7,5,9,7.0,7.0,8.573214099741124,3,3,2,4,7,5,4,2,189.0,9,2,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,5,21,21.0,False,2,5,5,8.0,13.0,7,9,False
T4,1,2,1,3,3,1,4,4,4,2,1,7,15,1,4,3,2,6,3.40402267717468,3.312121212121212,4.974537675343447,3,6,4,3,4,2,1,1,27.0,4,1,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4,11,21.0,False,1,1,2,2.0,3.0,3,4,False
cubic17,3,4,4,6,4,2,4,4,4,3,3,10,15,3,3,5,4,8,5.0,5.0,6.123724356957946,3,3,3,3,5,4,3,1,85.0,6,2,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,14,16.0,False,2,3,4,6.0,9.0,5,6,False
quartic5,2,2,2,4,2,1,4,4,4,2,2,8,16,2,4,4,3,5,4.0,4.0,5.65685424949238,4,4,4,2,4,2,2,1,40.0,6,1,True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,4,12,20.0,False,2,2,3,4.0,6.0,4,5,False
MathematicaGraph6027,2,2,2,4,2,1,1,2,1,3,2,4,3,2,2,2,1,6,1.914213562373095,1.8333333333333333,1.6547005383792517,1,2,2,2,2,2,2,1,10.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,3.0,True,1,2,1,3.0,5.0,3,4,True
T13,2,4,4,4,6,1,6,6,6,3,3,14,36,2,3,7,4,7,6.898979485566357,6.8,11.053567999541864,4,6,3,3,8,3,2,1,153.0,8,4,True,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,26,48.0,False,3,2,4,4.0,6.0,4,6,False
MathematicaGraph6033,4,6,8,8,5,1,1,2,1,9,5,10,9,4,2,5,3,18,4.914213562373095,4.833333333333333,4.654700538379252,1,2,2,4,5,5,4,1,165.0,5,2,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,12,9.0,True,2,8,3,7.0,11.0,6,10,True
G32,2,2,2,4,2,1,2,2,2,3,2,6,9,2,3,3,2,6,2.928303900493525,2.8595238095238096,3.5763350545578243,2,4,3,2,3,2,2,1,22.0,4,1,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,2,9,12.0,False,1,2,2,3.0,5.0,3,4,False
