name,domination_number,total_domination_number,connected_domination_number,semitotal_domination_number,independence_number,power_domination_number,zero_forcing_number,total_zero_forcing_number,connected_zero_forcing_number,diameter,radius,order,size,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,randic_index,harmonic_index,sum_connectivity_index,min_degree,max_degree,clique_number,residue,annihilation_number,sub_total_domination_number,slater,k_slater_index,wiener_index,vertex_cover_number,k_residual_index,connected_graph,tree_graph,connected_graph_with_min_degree_at_least_2,connected_graph_with_min_degree_at_least_3,connected_graph_with_min_degree_at_least_4,connected_and_bipartite_graph,eulerian_graph,connected_and_planar_graph,connected_and_regular_graph,connected_and_cubic_graph,connected_graph_which_is_not_k_n,connected_and_triangle_free_graph,connected_and_at_free_graph,connected_and_claw_free_graph,connected_graph_with_maximum_degree_at_most_3,connected_graph_which_is_not_k_n_and_has_maximum_degree_at_most_3,connected_claw_free_and_cubic_graph,connected_planar_and_cubic_graph,connected_and_cubic_graph_which_is_not_k_4,connected_and_well_covered_graph,connected_graph_with_diameter_at_most_3,connected_and_planar_graph_with_diameter_at_most_3,connected_and_chordal_graph,connected_and_bipartite_graph_with_min_degree_at_least_2,connected_and_bipartite_graph_with_min_degree_at_least_3,connected_and_bipartite_graph_with_min_degree_at_least_4,connected_and_planar_graph_with_min_degree_at_least_2,connected_and_planar_graph_with_min_degree_at_least_3,connected_and_planar_graph_with_min_degree_at_least_4,connected_graph_which_is_not_k_n_with_min_degree_at_least_2,connected_graph_which_is_not_k_n_with_min_degree_at_least_3,connected_graph_which_is_not_k_n_with_min_degree_at_least_4,connected_and_triangle_free_graph_with_min_degree_at_least_2,connected_and_triangle_free_graph_with_min_degree_at_least_3,connected_and_triangle_free_graph_with_min_degree_at_least_4,connected_and_at_free_graph_with_min_degree_at_least_2,connected_and_at_free_graph_with_min_degree_at_least_3,connected_and_at_free_graph_with_min_degree_at_least_4,connected_and_claw_free_graph_with_min_degree_at_least_2,connected_and_claw_free_graph_with_min_degree_at_least_3,connected_and_claw_free_graph_with_min_degree_at_least_4,connected_graph_with_min_degree_at_least_2_and_maximum_degree_at_most_3,connected_and_chordal_graph_with_min_degree_at_least_2,connected_and_chordal_graph_with_min_degree_at_least_3,connected_and_diamond_free_graph,connected_cubic_and_diamond_free_graph,connected_and_bull_free_graph,positive_semidefinite_zero_forcing_number,graph_energy,square_positive_energy,a_block_graph,second_largest_eigenvalue,outer_connected_domination_number,edge_domination_number,roman_domination_number,double_roman_domination_number,two_rainbow_domination_number,three_rainbow_domination_number,connected_graph_line_graph
cubic64,4,4,5,7,5,2,4,4,4,4,3,12,18,4,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,136.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,17,18.0,False,2,4,4,7.0,10.0,6,7,False
MathematicaGraph7389,1,2,1,5,4,1,3,4,4,2,1,5,4,1,2,1,1,6,2.0,1.6,1.7888543819998317,1,4,2,4,4,2,1,1,16.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,4.0,True,0,4,1,2.0,3.0,4,4,False
cubic58,3,4,5,7,5,1,3,3,3,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,142.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,17,19.0,False,2,3,4,6.0,9.0,6,7,False
cubic59,4,5,5,7,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,136.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,19.0,False,2,4,4,7.0,10.0,6,8,False
"dumbell_D(4,5,2)",4,5,6,7,5,2,3,4,5,6,3,10,11,4,3,5,4,13,4.949489742783179,4.9,5.183281572999747,2,3,2,4,5,4,3,2,126.0,5,2,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,3,13,11.0,False,2,7,4,7.0,10.0,5,8,False
cubic65,3,4,5,7,5,2,5,5,5,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,1,135.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,17,18.0,False,2,4,4,6.0,9.0,6,7,False
B_dom_B3,3,3,3,5,3,1,2,2,2,3,2,7,9,3,3,3,3,7,3.434286964637233,3.3714285714285714,3.8751010084099593,2,4,3,3,4,2,2,2,36.0,4,1,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2,9,9.0,False,1,3,3,4.0,6.0,3,6,False
cubic71,4,4,6,7,6,2,5,5,5,4,3,12,18,4,2,6,4,10,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,142.0,6,3,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,16,18.0,False,2,4,4,7.0,10.0,6,6,False
MathematicaGraph7607,3,3,3,9,6,1,5,6,6,4,2,9,8,3,2,3,2,10,3.624556993418173,2.9761904761904763,3.373665211602708,1,6,2,6,7,3,2,2,76.0,3,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,1,6,2,4.0,7.0,7,8,False
G3,1,2,1,3,2,1,1,2,1,2,1,3,2,1,2,1,1,4,1.414213562373095,1.3333333333333333,1.1547005383792517,1,2,2,2,2,2,1,1,4.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,2.0,True,0,2,1,2.0,3.0,2,3,True
MathematicaGraph7613,3,3,3,9,6,3,3,6,6,4,2,9,8,4,2,3,2,10,3.886751345948129,3.3714285714285714,3.6503561370183695,1,4,2,5,6,3,2,2,84.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,1,6,2,6.0,9.0,6,7,False
G40,2,2,2,4,3,1,3,3,3,3,2,6,7,2,3,3,2,7,2.834933866028123,2.685714285714285,3.0499229399007746,1,4,3,3,4,2,2,1,25.0,3,1,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,8,8.0,True,1,3,2,3.0,5.0,4,5,False
MathematicaGraph7559,3,5,5,6,5,1,2,3,3,6,3,8,7,3,2,3,3,14,3.808060412490447,3.633333333333333,3.549127729379168,1,3,2,4,5,4,3,1,75.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,7.0,True,1,5,3,6.0,9.0,5,7,False
MathematicaGraph7571,2,3,3,7,6,2,4,6,6,4,2,8,7,2,2,2,2,10,3.4165022194363885,2.9333333333333336,3.1971026724636946,1,4,2,5,6,3,2,1,66.0,2,3,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,7.0,True,2,6,2,4.0,6.0,6,6,False
MathematicaGraph7565,3,3,3,8,5,2,3,5,5,4,2,8,7,3,2,3,2,10,3.4813804754348494,3.052380952380952,3.2441691241986845,1,4,2,5,6,3,2,2,63.0,3,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,7.0,True,1,5,2,5.0,8.0,6,7,False
MathematicaGraph7573,2,2,2,8,6,2,4,6,6,3,2,8,7,3,2,2,1,8,3.2017538101262444,2.583333333333333,2.986546552448726,1,5,2,6,6,2,2,1,57.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,7.0,True,1,6,1,4.0,6.0,6,7,False
MathematicaGraph7567,3,3,3,8,5,2,3,5,5,4,2,8,7,4,2,3,2,10,3.504035844753886,3.085714285714286,3.257990223662632,1,4,2,5,6,3,2,2,62.0,3,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,7.0,True,1,5,2,5.0,8.0,6,7,False
MathematicaGraph7598,3,5,5,8,5,2,3,5,5,5,3,9,8,3,2,4,3,14,4.201907262607799,3.9333333333333336,3.9435549203790834,1,3,2,4,6,4,3,1,98.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,2,6,3,6.0,9.0,6,7,False
MathematicaGraph1328,3,4,5,12,10,2,7,9,11,6,3,13,12,3,2,3,2,14,5.210164296033339,4.238095238095238,5.021915269729359,1,5,2,8,10,4,3,1,260.0,3,3,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,12,12.0,True,2,11,2,5.0,8.0,10,11,False
G42,6,6,6,11,10,1,6,6,6,4,2,16,20,6,2,6,6,12,7.23606797749979,6.666666666666667,7.886751345948129,2,10,2,7,10,4,3,2,280.0,6,2,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,18,20.0,False,1,6,6,7.0,12.0,6,15,False
MathematicaGraph7605,4,5,5,8,5,1,3,4,4,4,2,9,8,4,2,4,4,12,4.242640687119285,4.0,3.942394238613955,1,4,2,4,6,4,3,2,88.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,1,5,4,6.0,10.0,5,8,False
MathematicaGraph7611,2,3,3,8,7,2,5,7,7,4,2,9,8,2,2,2,2,10,3.668030976859785,3.019047619047619,3.458171230364637,1,5,2,6,7,3,2,1,86.0,2,3,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,8.0,True,2,7,2,4.0,6.0,7,7,False
cubic98,4,4,5,7,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,132.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,17,18.0,False,2,4,4,7.0,10.0,6,7,False
B_dom_B1,2,2,2,3,2,1,2,2,2,2,2,4,4,2,2,2,2,4,2.0,2.0,2.0,2,2,2,2,2,2,2,1,8.0,2,1,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,2,4,4.0,False,0,2,2,3.0,4.0,2,4,True
cubic67,3,4,5,7,5,2,4,4,4,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,139.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,20.0,False,2,3,4,6.0,9.0,6,8,False
cubic73,4,4,5,7,5,2,4,4,4,4,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,137.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,17,19.0,False,2,4,4,7.0,11.0,6,7,False
P8,3,4,6,6,4,1,1,2,1,7,4,8,7,3,2,4,3,14,3.914213562373095,3.833333333333333,3.654700538379252,1,2,2,3,4,4,3,1,84.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,7.0,True,2,6,3,6.0,9.0,5,8,True
cubic72,4,4,5,6,5,1,3,3,3,4,3,12,18,4,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,141.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,18,19.0,False,2,4,4,7.0,10.0,6,8,False
cubic66,4,4,5,7,5,2,5,5,5,3,3,12,18,4,3,6,5,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,136.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,3,16,18.0,False,2,4,5,7.0,11.0,6,7,False
cubic99,4,4,5,7,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,130.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,18,18.0,False,2,4,4,7.0,11.0,6,8,False
MathematicaGraph7610,3,4,4,8,6,2,3,5,6,5,3,9,8,3,2,3,2,12,4.036581260209188,3.633333333333333,3.802675481463779,1,3,2,4,6,3,3,1,96.0,3,3,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,2,6,2,5.0,8.0,6,7,False
MathematicaGraph7604,3,3,3,9,6,2,4,6,6,4,2,9,8,4,2,3,2,10,3.777874761829672,3.202380952380952,3.533613004183716,1,5,2,6,7,3,2,2,80.0,3,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,1,6,2,5.0,8.0,7,8,False
G43,5,5,5,9,8,1,3,3,3,4,2,17,26,5,3,8,6,12,8.185201515867599,7.893290043290043,10.00059659300537,2,8,3,5,10,4,3,2,327.0,9,3,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,25,28.0,False,2,5,6,10.0,15.0,8,9,False
MathematicaGraph7599,3,4,4,8,6,2,3,5,5,4,2,9,8,3,2,3,3,12,4.019385277895634,3.619047619047619,3.768732988888269,1,4,2,5,6,3,2,2,88.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,1,6,3,6.0,9.0,6,8,False
K4_4,2,2,2,4,4,2,6,6,6,2,2,8,16,4,2,4,4,6,4.0,4.0,5.65685424949238,4,4,2,2,4,2,2,1,40.0,4,4,True,False,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,4,8,16.0,False,0,2,4,4.0,6.0,4,4,False
"the_wounded_spider_S(5,4)",5,5,5,10,5,1,4,5,5,4,2,10,9,5,2,5,4,12,4.540551784313499,4.142857142857142,4.229507259259275,1,5,2,5,7,4,3,2,109.0,5,1,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,12,9.0,True,1,5,4,6.0,11.0,6,9,False
MathematicaGraph7566,3,4,4,7,5,2,2,4,4,4,2,8,7,3,2,3,3,12,3.718744015013406,3.466666666666667,3.457376019843031,1,3,2,4,5,3,2,2,67.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,7.0,True,1,5,3,6.0,9.0,5,7,False
MathematicaGraph7572,3,3,3,8,5,2,3,5,5,4,2,8,7,3,2,3,2,10,3.553418012614796,3.1666666666666665,3.3164965809277263,1,3,2,4,5,3,2,2,65.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,7.0,True,1,5,2,5.0,8.0,6,6,False
MathematicaGraph7576,3,4,5,8,6,1,3,4,4,6,3,9,8,3,2,3,2,14,4.060660171779821,3.7,3.8272393461533625,1,4,2,4,6,4,3,1,104.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,2,7,2,5.0,8.0,6,8,False
MathematicaGraph7562,3,4,4,7,5,1,3,4,4,5,3,8,7,3,2,3,2,12,3.6213203435596415,3.3,3.365624310306893,1,4,2,4,5,3,2,2,67.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,7.0,True,1,5,2,5.0,8.0,6,7,False
MathematicaGraph7589,3,4,4,8,6,1,4,5,5,5,3,9,8,3,2,3,2,12,3.888309880906645,3.4047619047619047,3.635374355789296,1,5,2,5,6,3,2,2,86.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,1,6,2,5.0,8.0,7,8,False
MathematicaGraph7600,3,4,4,8,6,2,4,6,6,5,3,9,8,3,2,3,2,12,3.9771623912162095,3.533333333333333,3.7354876366172256,1,4,2,5,6,3,2,2,92.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,2,6,2,5.0,8.0,7,7,False
G4,2,2,2,3,2,1,2,2,2,2,2,4,4,2,2,2,2,4,2.0,2.0,2.0,2,2,2,2,2,2,2,1,8.0,2,1,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,2,4,4.0,False,0,2,2,3.0,4.0,2,4,True
