# Time Series: Duzce, Turkey 1999 - 375-090
# Time (s),Acceleration (g's)
3.21,-0.0061506
3.22,0.00974701
3.23,0.0354506
3.24,0.016206
3.25,0.00424637
3.26,-0.00163103
3.27,-0.0133603
3.28,-0.00549293
3.29,-0.0131913
3.3,-0.0358473
3.31,-0.0427002
3.32,-0.00633754
3.33,0.0272832
3.34,0.0174384
3.35,0.0160472
3.36,0.0240112
3.37,0.0473982
3.38,0.053377
3.39,0.00790868
3.4,-0.0172114
3.41,-0.00585274
3.42,0.00195803
3.43,-0.00897018
3.44,-0.0410605
3.45,-0.0490876
3.46,0.0163079
3.47,0.0166817
3.48,-0.042246
3.49,-0.0203619
3.5,3.95953E-4
3.51,0.0296023
3.52,0.0311579
3.53,-0.0109332
3.54,-0.00258821
3.55,-0.00582514
3.56,-0.00243748
3.57,-0.00535318
3.58,-0.0308631
3.59,-0.0236946
3.6,-0.00730739
3.61,0.00885628
3.62,0.0110164
3.63,0.015351
3.64,0.0253894
3.65,0.0229898
3.66,0.0108974
3.67,-0.005883
3.68,-0.0185052
3.69,-0.0105315
3.7,0.0323869
3.71,0.0399878
3.72,0.0178816
3.73,0.0284988
3.74,0.0470384
3.75,0.0504123
3.76,0.0263015
3.77,0.00484283
3.78,0.00148381
3.79,-0.00623614
3.8,-0.00817363
3.81,-7.35005E-4
3.82,-0.0090501
3.83,-0.0216772
3.84,0.00492056
3.85,0.0217926
3.86,-0.00854249
3.87,-0.0474111
3.88,-0.0472563
3.89,0.00210536
3.9,0.0113179
3.91,-0.0111278
3.92,-0.0103125
3.93,0.0140779
3.94,0.0527809
3.95,0.0348908
3.96,0.0039498
3.97,-0.00319497
3.98,-2.54935E-4
3.99,0.0187849
4.0,-5.88859E-4
4.01,-0.030199
4.02,-0.0256029
4.03,0.015308
4.04,0.0237202
4.05,-0.0033364
4.06,0.024903
4.07,0.039616
4.08,0.0120034
4.09,-0.0116852
4.1,-0.0194086
4.11,-0.00685804
4.12,-0.00726956
4.13,-0.0162645
4.14,-0.0205767
4.15,-0.0215134
4.16,-0.0289102
4.17,-0.0558983
4.18,-0.0825715
4.19,-0.0976203
4.2,-0.0865169
4.21,-0.0701035
4.22,-0.0710094
4.23,-0.0541245
4.24,-0.0250791
4.25,0.0145772
4.26,0.0478801
4.27,0.0361065
4.28,0.0244013
4.29,0.0543911
4.3,0.0738846
4.31,0.0382484
4.32,0.0172999
4.33,0.0467348
4.34,0.0725217
4.35,0.0790108
4.36,0.0460383
4.37,4.8396E-5
4.38,0.0036878
4.39,-0.00245793
4.4,-0.0348247
4.41,-0.0491714
4.42,-0.0613426
4.43,-0.0675754
4.44,-0.0637492
4.45,-0.0215598
4.46,0.0275359
4.47,0.020411
4.48,0.016532
4.49,0.00318519
4.5,-0.0318323
4.51,-0.0370132
4.52,-0.0595741
4.53,-0.0857089
4.54,-0.0751888
4.55,-0.0706481
4.56,-0.075217
4.57,-0.0771524
4.58,-0.0715587
4.59,-0.0594413
4.6,-0.0571069
4.61,-0.0359538
4.62,0.00996856
4.63,0.0302098
4.64,0.0214257
4.65,0.0117201
4.66,-5.59595E-4
4.67,0.0130789
4.68,0.0473749
4.69,0.0572124
4.7,0.0645308
4.71,0.117422
4.72,0.17431
4.73,0.149329
4.74,0.119636
4.75,0.0977371
4.76,0.00867244
4.77,-0.0726671
4.78,-0.105907
4.79,-0.128527
4.8,-0.155068
4.81,-0.151316
4.82,-0.117413
4.83,-0.0873166
4.84,-0.0850301
4.85,-0.096524
4.86,-0.0570985
4.87,0.0169637
4.88,0.083902
4.89,0.126605
4.9,0.157226
4.91,0.165616
4.92,0.123769
4.93,0.13183
4.94,0.19969
4.95,0.252266
4.96,0.293682
4.97,0.262695
4.98,0.18826
4.99,0.162725
5.0,0.118262
5.01,0.0264841
5.02,-0.0371553
5.03,-0.0587984
5.04,-0.0844269
5.05,-0.113882
5.06,-0.122925
5.07,-0.127489
5.08,-0.148772
5.09,-0.202944
5.1,-0.26696
5.11,-0.277872
5.12,-0.232512
5.13,-0.180481
5.14,-0.153045
5.15,-0.138042
5.16,-0.106191
5.17,-0.0729475
5.18,-0.0520895
5.19,0.00764802
5.2,0.106061
5.21,0.139489
5.22,0.102442
5.23,0.0935027
5.24,0.0972698
5.25,0.0678291
5.26,0.0600169
5.27,0.129335
5.28,0.197813
5.29,0.165383
5.3,0.121893
5.31,0.120459
5.32,0.0918348
5.33,0.0352527
5.34,-0.0212716
5.35,-0.0642967
5.36,-0.100273
5.37,-0.123812
5.38,-0.140724
5.39,-0.174029
5.4,-0.202678
5.41,-0.207283
5.42,-0.191466
5.43,-0.178419
5.44,-0.196719
5.45,-0.209712
5.46,-0.156633
5.47,-0.0750596
5.48,1.61362E-4
5.49,0.0565338
5.5,0.0810769
5.51,0.104489
5.52,0.120406
5.53,0.112213
5.54,0.0459789
5.55,0.0520667
5.56,0.154986
5.57,0.126264
5.58,0.0398334
5.59,0.0642482
5.6,0.122349
5.61,0.0867803
5.62,0.0542634
5.63,0.0821486
5.64,0.0578011
5.65,0.00833567
5.66,-0.0267297
5.67,-0.0485742
5.68,-0.0538693
5.69,-0.0588184
5.7,-0.0636971
5.71,-0.0685769
5.72,-0.068525
5.73,-0.0485968
5.74,-0.0120537
5.75,0.015619
5.76,0.014127
5.77,-0.0158542
5.78,-0.053975
5.79,-0.100003
5.8,-0.159731
5.81,-0.169938
5.82,-0.114723
5.83,-0.0300094
5.84,0.0730856
5.85,0.156533
5.86,0.19792
5.87,0.14529
5.88,0.0824884
5.89,0.084761
5.9,0.0179419
5.91,-0.053545
5.92,-0.0470423
5.93,-0.0251093
5.94,-0.00549309
5.95,-0.0279686
5.96,-0.0616794
5.97,-0.0570444
5.98,-0.0245646
5.99,0.0166841
6.0,0.0203786
6.01,0.00143622
6.02,-0.0141953
6.03,-0.0378283
6.04,-0.0335613
6.05,-0.0120778
6.06,-0.0213887
6.07,-0.0414918
6.08,-0.0382237
6.09,-0.00263306
6.1,0.023392
6.11,0.00768971
6.12,-0.0130804
6.13,-0.0198132
6.14,-0.00503013
6.15,-0.0214054
6.16,-0.0844073
6.17,-0.0785497
6.18,-0.0135054
6.19,0.0429022
6.2,0.0583354
6.21,0.0282753
6.22,0.0234688
6.23,0.0538608
6.24,0.0845989
6.25,0.0908076
6.26,0.0812946
6.27,0.0708091
6.28,0.0659062
6.29,0.110267
6.3,0.180572
6.31,0.182319
6.32,0.118123
6.33,0.0684095
6.34,0.0277205
6.35,-0.0237901
6.36,-0.073965
6.37,-0.11664
6.38,-0.131243
6.39,-0.124466
6.4,-0.100967
6.41,-0.0673206
6.42,-0.0618728
6.43,-0.0950367
6.44,-0.13319
6.45,-0.139064
6.46,-0.119279
6.47,-0.136175
6.48,-0.182806
6.49,-0.185906
6.5,-0.141761
6.51,-0.0623269
6.52,0.0490563
6.53,0.185766
6.54,0.353635
6.55,0.430424
6.56,0.36835
6.57,0.290361
6.58,0.136997
6.59,0.0461131
6.6,0.0529289
6.61,-0.0649893
6.62,-0.040474
6.63,0.089576
6.64,0.0701486
6.65,0.0313633
6.66,-0.0106665
6.67,-0.0523409
6.68,-0.0694373
6.69,-0.0687916
6.7,-0.0678572
6.71,-0.0925913
6.72,-0.127315
6.73,-0.173342
6.74,-0.210547
6.75,-0.244018
6.76,-0.285667
6.77,-0.315931
6.78,-0.306308
6.79,-0.247348
6.8,-0.165127
6.81,-0.0729619
6.82,0.00748693
6.83,0.0748946
6.84,0.116823
6.85,0.154578
6.86,0.208943
6.87,0.250218
6.88,0.315467
6.89,0.355736
6.9,0.435002
6.91,0.513702
6.92,0.404571
6.93,0.245068
6.94,0.0989552
6.95,0.00866519
6.96,-0.00447661
6.97,-0.0590201
6.98,-0.155373
6.99,-0.243623
7.0,-0.283763
7.01,-0.292066
7.02,-0.264164
7.03,-0.20584
7.04,-0.154417
7.05,-0.123993
7.06,-0.121443
7.07,-0.1172
7.08,-0.0886741
7.09,-0.0460266
7.1,-0.00713085
7.11,0.0253729
7.12,0.0506083
7.13,0.0746191
7.14,0.093499
7.15,0.107922
7.16,0.105801
7.17,0.0448244
7.18,-0.0340655
7.19,-0.0530117
7.2,-0.0254759
7.21,0.010344
7.22,0.0556467
7.23,0.085212
7.24,0.106539
7.25,0.158279
7.26,0.221839
7.27,0.254906
7.28,0.220634
7.29,0.165596
7.3,0.142992
7.31,0.106824
7.32,0.0395777
7.33,-0.0262631
7.34,-0.0717271
7.35,-0.0895869
7.36,-0.0945881
7.37,-0.101346
7.38,-0.105775
7.39,-0.105813
7.4,-0.105919
7.41,-0.109872
7.42,-0.111267
7.43,-0.104215
7.44,-0.0879124
7.45,-0.0643845
7.46,-0.0386185
7.47,-0.00847003
7.48,0.0145082
7.49,0.0225754
7.5,0.0156698
7.51,-0.00458299
7.52,-0.032919
7.53,-0.0767997
7.54,-0.128729
7.55,-0.188289
7.56,-0.200181
7.57,-0.109249
7.58,0.0130348
7.59,0.0952569
7.6,0.115846
7.61,0.093815
7.62,0.06858
7.63,0.0584746
7.64,0.0608159
7.65,0.062197
7.66,0.0602166
7.67,0.0574134
7.68,0.0562324
7.69,0.0584759
7.7,0.049257
7.71,0.00569181
7.72,-0.0444729
7.73,-0.0979669
7.74,-0.115571
7.75,-0.0400207
7.76,0.014099
7.77,-0.00560967
7.78,-0.0300349
7.79,-0.034962
7.8,-0.0388469
7.81,-0.0493489
7.82,-0.0419415
7.83,-0.0464242
7.84,-0.0789696
7.85,-0.120326
7.86,-0.145287
7.87,-0.105406
7.88,-0.0112339
7.89,0.099166
7.9,0.183578
7.91,0.191671
7.92,0.148222
7.93,0.115994
7.94,0.115351
7.95,0.161894
7.96,0.252879
7.97,0.279921
7.98,0.240531
7.99,0.246177
8.0,0.163563
8.01,0.00503065
8.02,-0.080502
8.03,-0.15138
8.04,-0.0749261
8.05,0.0955942
8.06,0.117102
8.07,0.0648234
8.08,0.0326172
8.09,0.0110267
8.1,-0.0205875
8.11,-0.0284694
8.12,-0.0295968
8.13,-0.0717925
8.14,-0.133283
8.15,-0.192396
8.16,-0.190443
8.17,-0.134027
8.18,-0.0817335
8.19,-0.056505
8.2,-0.0540723
8.21,-0.0531663
8.22,-0.0369625
8.23,-0.0327528
8.24,-4.37092E-4
8.25,0.160704
8.26,0.326427
8.27,0.396972
8.28,0.311
8.29,0.142112
8.3,0.102203
8.31,0.0399031
8.32,-0.0591033
8.33,-0.116236
8.34,-0.163216
8.35,-0.0992503
8.36,-0.00410929
8.37,0.0289065
8.38,0.0290651
8.39,0.0225195
8.4,0.0180765
8.41,-5.93403E-4
8.42,-0.0444516
8.43,-0.143495
8.44,-0.23881
8.45,-0.2484
8.46,-0.191013
8.47,-0.0978345
8.48,0.0116012
8.49,0.12981
8.5,0.157189
8.51,0.050987
8.52,-0.0181777
8.53,0.00167169
8.54,0.0481989
8.55,0.0802706
8.56,0.0596752
8.57,0.0307876
8.58,0.00454091
8.59,-0.0592326
8.6,-0.127593
8.61,-0.156446
8.62,-0.130508
8.63,-0.0613154
8.64,-0.019221
8.65,-0.0300384
8.66,-0.0358424
8.67,-5.44844E-5
8.68,0.0569057
8.69,0.0941432
8.7,0.101187
8.71,0.0993862
8.72,0.108524
8.73,0.113118
8.74,0.0934907
8.75,0.0680167
8.76,0.0486183
8.77,0.0429946
8.78,0.0637867
8.79,0.0731798
8.8,0.0317335
8.81,-0.0283946
8.82,-0.0723613
8.83,-0.0871982
8.84,-0.0591661
8.85,-0.0344091
8.86,-0.0623234
8.87,-0.102044
8.88,-0.117513
8.89,-0.121421
8.9,-0.117188
8.91,-0.127552
8.92,-0.163018
8.93,-0.164581
8.94,-0.0920262
8.95,-0.0010573
8.96,0.0298446
8.97,0.0346328
8.98,0.0564174
8.99,0.0566051
9.0,0.0533782
9.01,0.0607868
9.02,0.0697759
9.03,0.0924389
9.04,0.0832295
9.05,0.0302398
9.06,-0.00389956
9.07,-0.00530579
9.08,7.5262E-5
9.09,0.0101816
9.1,-0.00650755
9.11,-0.0659298
9.12,-0.106351
9.13,-0.0939124
9.14,-0.0558853
9.15,-0.00957501
9.16,-0.00462499
9.17,-0.0666634
9.18,-0.116563
9.19,-0.1238
9.2,-0.0907715
9.21,-0.0226975
9.22,0.0199914
9.23,0.0219505
9.24,0.0292382
9.25,0.0621321
9.26,0.120698
9.27,0.167072
9.28,0.124306
9.29,0.0401898
9.3,0.00332537
9.31,0.00698286
9.32,0.0301281
9.33,0.0553092
9.34,0.0732499
9.35,0.0824391
9.36,0.0773564
9.37,0.076169
9.38,0.0850655
9.39,0.0427424
9.4,-0.0327655
9.41,-0.0572064
9.42,-0.0441268
9.43,-0.033955
9.44,-0.0308742
9.45,-0.00174171
9.46,0.0385778
9.47,0.0407845
9.48,0.024586
9.49,0.0098738
9.5,0.0079002
9.51,0.024324
9.52,0.0260081
9.53,0.00154624
9.54,-0.02498
9.55,-0.0324508
9.56,-0.0310037
9.57,-0.0565761
9.58,-0.0882844
9.59,-0.0969174
9.6,-0.0878576
9.61,-0.0532975
9.62,-0.0205666
9.63,-1.6211E-4
9.64,0.0287773
9.65,0.0552458
9.66,0.0786058
9.67,0.108099
9.68,0.136652
9.69,0.155119
9.7,0.135429
9.71,0.0688898
9.72,-0.00402965
9.73,-0.03136
9.74,0.00270083
9.75,0.0208974
9.76,-0.00675724
9.77,-0.0203092
9.78,-0.0165338
9.79,-0.0245459
9.8,-0.0470725
9.81,-0.0661548
9.82,-0.0809642
9.83,-0.098227
9.84,-0.116303
9.85,-0.136458
9.86,-0.124973
9.87,-0.0663762
9.88,-0.00541075
9.89,0.0359729
9.9,0.0706963
9.91,0.0979907
9.92,0.105417
9.93,0.102448
9.94,0.0992302
9.95,0.0991818
9.96,0.10794
9.97,0.107756
9.98,0.126976
9.99,0.142436
10.0,0.0853418
10.01,0.0401262
10.02,0.0426237
10.03,0.0136781
10.04,-0.0459478
10.05,-0.0941009
10.06,-0.108304
10.07,-0.0842387
10.08,-0.0538829
10.09,-0.0466353
10.1,-0.0427831
10.11,-0.010981
10.12,0.0338648
10.13,0.0386561
10.14,-0.00313249
10.15,-0.0343524
10.16,-0.0330684
10.17,-0.0282037
10.18,-0.0342918
10.19,-0.0513609
10.2,-0.0603977
10.21,-0.039332
10.22,-0.0187368
10.23,-0.0212819
10.24,-0.0141763
10.25,0.00961921
10.26,0.0231726
10.27,0.0193931
10.28,0.0037471
10.29,-0.00984002
10.3,-0.00618665
10.31,-0.00401165
10.32,-0.0257503
10.33,-0.0529314
10.34,-0.0525241
10.35,-0.0210558
10.36,-0.00296007
10.37,-0.0168883
10.38,-0.0258284
10.39,-0.0183171
10.4,-0.0141495
10.41,-0.0235755
10.42,-0.0439708
10.43,-0.0426239
10.44,0.00183866
10.45,0.0418117
10.46,0.0431155
10.47,0.0304775
10.48,0.0189678
10.49,0.0133162
10.5,0.00635576
10.51,-0.0159591
10.52,-0.0377979
10.53,-0.0514012
10.54,-0.0606958
10.55,-0.0630877
10.56,-0.0675298
10.57,-0.0756739
10.58,-0.0780536
10.59,-0.0703294
10.6,-0.0500603
10.61,-0.0191017
10.62,0.00830618
10.63,0.0144458
10.64,4.62425E-4
10.65,-0.00236148
10.66,0.0198782
10.67,0.0340594
10.68,0.0207129
10.69,0.00645427
10.7,0.00446886
10.71,-0.00131331
10.72,0.00570669
10.73,0.0218765
10.74,0.0205312
10.75,0.0173444
10.76,0.00392156
10.77,-0.0158632
10.78,-0.0108401
10.79,-0.00343304
10.8,-0.0144785
10.81,-0.0339314
10.82,-0.0621619
10.83,-0.0814928
10.84,-0.0644506
10.85,-0.0247615
10.86,0.00794211
10.87,0.0181429
10.88,0.0232366
10.89,0.0407792
10.9,0.0500976
10.91,0.0396054
10.92,0.0210435
10.93,0.00833743
10.94,1.26958E-4
10.95,-0.00717307
10.96,-0.00713733
10.97,-0.00179111
10.98,-0.00257634
10.99,-0.00834154
11.0,-0.00127284
11.01,0.0117873
11.02,0.0213499
11.03,0.0245615
11.04,0.00983052
11.05,-0.0100423
11.06,-0.0176164
11.07,-0.0128507
11.08,-0.00232669
11.09,0.0109761
11.1,0.0233969
11.11,0.0358746
11.12,0.0502412
11.13,0.0522977
11.14,0.0456546
11.15,0.045383
11.16,0.0453541
11.17,0.0409179
11.18,0.0309179
11.19,0.0167328
11.2,0.00950259
11.21,0.0140271
11.22,0.0180801
11.23,0.0118984
11.24,5.9631E-4
11.25,-0.0124321
11.26,-0.0132219
11.27,-0.00588593
11.28,-0.00885445
11.29,-0.0225321
11.3,-0.0385415
11.31,-0.0298642
11.32,-0.00985197
11.33,-0.00680821
11.34,-0.00887113
11.35,-0.0103503
11.36,-0.011587
11.37,-0.00686665
11.38,0.00414029
11.39,0.0104642
11.4,0.0178405
11.41,0.0285283
11.42,0.0261348
11.43,0.0151449
11.44,0.0103543
11.45,0.0192919
11.46,0.0252522
11.47,0.0236151
11.48,0.0314459
11.49,0.0306703
11.5,0.0155722
11.51,0.00657086
11.52,0.00149617
11.53,-0.00432411
11.54,-0.00807491
11.55,-0.0107477
11.56,-0.0242644
11.57,-0.0492372
11.58,-0.062613
11.59,-0.0546811
11.6,-0.0418793
11.61,-0.0540407
11.62,-0.0781645
11.63,-0.0718175
11.64,-0.0405484
11.65,-0.0105627
11.66,0.00950648
11.67,0.0255005
11.68,0.0409798
11.69,0.0517911
11.7,0.0634706
11.71,0.0708353
11.72,0.0500951
11.73,0.0161858
11.74,0.00111788
11.75,-0.00152014
11.76,2.28257E-4
11.77,-0.00544973
11.78,-0.024193
11.79,-0.0315518
11.8,-0.0267507
11.81,-0.0244973
11.82,-0.0261166
11.83,-0.0359792
11.84,-0.0514742
11.85,-0.0606824
11.86,-0.0621142
11.87,-0.0556693
11.88,-0.0432111
11.89,-0.0430411
11.9,-0.0513623
11.91,-0.0477821
11.92,-0.0264596
11.93,-0.00940087
11.94,-0.0304231
11.95,-0.0526318
11.96,-0.0343103
11.97,-0.0101798
11.98,-0.00991254
11.99,-0.0190276
12.0,-0.00620789
12.01,0.0190344
12.02,0.0202502
12.03,0.00485932
12.04,-0.00503779
12.05,-0.00219025
12.06,0.00310128
12.07,-0.00708769
12.08,-0.0247421
12.09,-0.0369665
12.1,-0.0396711
12.11,-0.0329492
12.12,-0.020845
12.13,-0.00106196
12.14,0.0168757
12.15,0.024229
12.16,0.0255989
12.17,0.0245504
12.18,0.0266295
12.19,0.0239582
12.2,0.00801563
12.21,-0.0127117
12.22,-0.023833
12.23,-0.0221825
12.24,-0.0254067
12.25,-0.0357874
12.26,-0.040384
12.27,-0.035105
12.28,-0.0305246
12.29,-0.0378989
12.3,-0.0457564
12.31,-0.0492083
12.32,-0.0491864
12.33,-0.0383078
12.34,-0.0226242
12.35,-0.013334
12.36,-0.00262668
12.37,0.00875579
12.38,0.00720672
12.39,0.00560053
12.4,0.00953263
12.41,0.0153572
12.42,0.0258392
12.43,0.0324594
12.44,0.0371829
12.45,0.0475768
12.46,0.0593516
12.47,0.0586623
12.48,0.0367363
12.49,0.00512924
12.5,-0.0169378
12.51,-0.033693
12.52,-0.0439775
12.53,-0.0232028
12.54,0.00142346
12.55,-8.59965E-4
12.56,-0.00895147
12.57,-0.0185061
12.58,-0.0293103
12.59,-0.0321119
12.6,-0.0333673
12.61,-0.0344252
12.62,-0.0225446
12.63,0.00633646
12.64,0.0315628
12.65,0.0406714
12.66,0.0461413
12.67,0.0486944
12.68,0.0450939
12.69,0.0466807
12.7,0.0543587
12.71,0.0588306
12.72,0.0626073
12.73,0.0666198
12.74,0.0588896
12.75,0.0383397
12.76,0.0112752
12.77,-0.0150479
12.78,-0.0326178
12.79,-0.043517
12.8,-0.0492251
12.81,-0.046568
12.82,-0.0391215
12.83,-0.0376811
12.84,-0.0360016
12.85,-0.0350172
12.86,-0.0200275
12.87,0.02121
12.88,0.0313066
12.89,0.0154576
12.9,0.0169692
12.91,0.0215355
12.92,0.0253186
12.93,0.0327807
12.94,0.0476411
12.95,0.0585201
12.96,0.0463315
12.97,0.019025
12.98,4.19381E-4
12.99,-0.00134583
13.0,-0.00172098
13.01,-0.0114928
13.02,-0.0413311
13.03,-0.0734027
13.04,-0.0721076
13.05,-0.0473394
13.06,-0.0155781
13.07,0.0200846
13.08,0.0481813
13.09,0.0643355
13.1,0.0691106
13.11,0.0694554
13.12,0.0713661
13.13,0.0716346
13.14,0.0957271
13.15,0.116778
13.16,0.0797829
13.17,0.0355601
13.18,0.03496
13.19,0.059411
13.2,0.0693166
13.21,0.0550728
13.22,0.0519588
13.23,0.0685446
13.24,0.0580169
13.25,0.020578
13.26,0.0112765
13.27,0.020124
13.28,0.0186644
13.29,0.00444735
13.3,-0.0221968
13.31,-0.0445402
13.32,-0.0545424
13.33,-0.0610357
13.34,-0.0784156
