# Time Series: Loma Prieta 1989 - HSP-000
# Time (s),Acceleration (g's)
0.62,-0.0023337
0.625,-0.00211243
0.63,-0.00181076
0.635,-0.0016157
0.64,-0.00165442
0.645,-0.00191661
0.65,-0.00226525
0.655,-0.00251873
0.66,-0.0025643
0.665,-0.00242446
0.67,-0.00217026
0.675,-0.00185109
0.68,-0.00154208
0.685,-0.00128452
0.69,-0.00101461
0.695,-6.38688E-4
0.7,-1.41827E-4
0.705,3.08723E-4
0.71,4.44712E-4
0.715,1.58774E-4
0.72,-4.22259E-4
0.725,-0.00106379
0.73,-0.00157027
0.735,-0.00185304
0.74,-0.00190149
0.745,-0.00172251
0.75,-0.00134212
0.755,-9.25436E-4
0.76,-7.69003E-4
0.765,-0.00109454
0.77,-0.00188599
0.775,-0.00288736
0.78,-0.00375388
0.785,-0.00425102
0.79,-0.00435028
0.795,-0.00418297
0.8,-0.00395538
0.805,-0.00385325
0.81,-0.00389546
0.815,-0.00390192
0.82,-0.00370323
0.825,-0.00329421
0.83,-0.00276118
0.835,-0.00221464
0.84,-0.00176148
0.845,-0.00149055
0.85,-0.00148726
0.855,-0.00179695
0.86,-0.00236539
0.865,-0.00303107
0.87,-0.00358345
0.875,-0.00383751
0.88,-0.00374465
0.885,-0.00342615
0.89,-0.00300849
0.895,-0.00252608
0.9,-0.00196832
0.905,-0.00133771
0.91,-6.79178E-4
0.915,-4.86563E-5
0.92,5.28933E-4
0.925,0.00109144
0.93,0.0016835
0.935,0.00226224
0.94,0.00268269
0.945,0.00279119
0.95,0.00257178
0.955,0.00219612
0.96,0.00195607
0.965,0.00206524
0.97,0.00248222
0.975,0.00289427
0.98,0.00285155
0.985,0.00206572
0.99,5.99968E-4
0.995,-0.001256
1.0,-0.00318945
1.005,-0.0048862
1.01,-0.0059671
1.015,-0.00610289
1.02,-0.00523909
1.025,-0.00366112
1.03,-0.00189224
1.035,-4.33111E-4
1.04,5.27658E-4
1.045,0.00107041
1.05,0.00131042
1.055,0.00133534
1.06,0.00128304
1.065,0.00130955
1.07,0.00146365
1.075,0.00176642
1.08,0.00230887
1.085,0.00313954
1.09,0.00412031
1.095,0.00497783
1.1,0.00551376
1.105,0.00566129
1.11,0.00549942
1.115,0.00524591
1.12,0.0050032
1.125,0.00457156
1.13,0.00365844
1.135,0.00217422
1.14,3.06074E-4
1.145,-0.00164406
1.15,-0.0034329
1.155,-0.00490404
1.16,-0.00602414
1.165,-0.00685033
1.17,-0.00742081
1.175,-0.00767943
1.18,-0.00752909
1.185,-0.00694426
1.19,-0.00590752
1.195,-0.00433821
1.2,-0.00227533
1.205,-1.15528E-4
1.21,0.00153984
1.215,0.00242134
1.22,0.00279911
1.225,0.00304825
1.23,0.00333387
1.235,0.00375316
1.24,0.00439621
1.245,0.00526567
1.25,0.00626737
1.255,0.00715341
1.26,0.00751699
1.265,0.0070262
1.27,0.00563113
1.275,0.00362191
1.28,0.00145394
1.285,-5.65099E-4
1.29,-0.00221418
1.295,-0.00329022
1.3,-0.00377374
1.305,-0.00388158
1.31,-0.00399078
1.315,-0.00434649
1.32,-0.00494842
1.325,-0.00575392
1.33,-0.00676522
1.335,-0.00794794
1.34,-0.00925433
1.345,-0.0106377
1.35,-0.0118091
1.355,-0.0123794
1.36,-0.0121197
1.365,-0.0108887
1.37,-0.00872917
1.375,-0.0059701
1.38,-0.00317566
1.385,-8.97823E-4
1.39,5.46205E-4
1.395,0.00100782
1.4,4.8653E-4
1.405,-7.87131E-4
1.41,-0.00233896
1.415,-0.00363366
1.42,-0.00431949
1.425,-0.00438034
1.43,-0.00400752
1.435,-0.0032945
1.44,-0.00226358
1.445,-0.00101481
1.45,2.78432E-4
1.455,0.00138434
1.46,0.00189662
1.465,0.00135574
1.47,-3.67594E-4
1.475,-0.00290743
1.48,-0.00548806
1.485,-0.00740749
1.49,-0.00839795
1.495,-0.00861364
1.5,-0.00844951
1.505,-0.00814683
1.51,-0.00765996
1.515,-0.00679211
1.52,-0.00540222
1.525,-0.00370926
1.53,-0.00204169
1.535,-4.17001E-4
1.54,0.00125019
1.545,0.0028605
1.55,0.00406412
1.555,0.00459544
1.56,0.00455961
1.565,0.00429139
1.57,0.00415214
1.575,0.0043939
1.58,0.00519127
1.585,0.0064988
1.59,0.00790978
1.595,0.00884853
1.6,0.00880124
1.605,0.00769405
1.61,0.00591586
1.615,0.00386568
1.62,0.00178083
1.625,-2.26971E-4
1.63,-0.00210049
1.635,-0.00377482
1.64,-0.00519236
1.645,-0.00629819
1.65,-0.00699504
1.655,-0.00717627
1.66,-0.00676541
1.665,-0.00579957
1.67,-0.0044272
1.675,-0.0027928
1.68,-0.0012655
1.685,-4.47752E-4
1.69,-6.28047E-4
1.695,-0.00133053
1.7,-0.00162918
1.705,-9.00537E-4
1.71,8.74452E-4
1.715,0.0031761
1.72,0.00532083
1.725,0.00666878
1.73,0.00663296
1.735,0.00508115
1.74,0.00258459
1.745,2.14923E-5
1.75,-0.00194307
1.755,-0.00314761
1.76,-0.00404022
1.765,-0.00524029
1.77,-0.0070478
1.775,-0.0092121
1.78,-0.0109098
1.785,-0.0112842
1.79,-0.00994055
1.795,-0.00711259
1.8,-0.00355811
1.805,-3.48987E-4
1.81,0.00150925
1.815,0.00159366
1.82,2.20612E-4
1.825,-0.0016596
1.83,-0.00299601
1.835,-0.00320944
1.84,-0.00237132
1.845,-0.00114199
1.85,-4.65917E-4
1.855,-8.70106E-4
1.86,-0.00198554
1.865,-0.002992
1.87,-0.00338063
1.875,-0.00319945
1.88,-0.00267253
1.885,-0.00195061
1.89,-0.00105044
1.895,6.51166E-5
1.9,0.00142993
1.905,0.00316084
1.91,0.00521219
1.915,0.00729027
1.92,0.008869
1.925,0.00919678
1.93,0.00773478
1.935,0.00442598
1.94,-2.53919E-4
1.945,-0.00541397
1.95,-0.0101902
1.955,-0.0137937
1.96,-0.0155329
1.965,-0.015165
1.97,-0.0130103
1.975,-0.00974333
1.98,-0.00605056
1.985,-0.00232886
1.99,0.00135995
1.995,0.00491506
2.0,0.00803967
2.005,0.0104454
2.01,0.0118929
2.015,0.0122272
2.02,0.0114192
2.025,0.00982729
2.03,0.00806354
2.035,0.00664503
2.04,0.00596176
2.045,0.00573002
2.05,0.00528137
2.055,0.00420601
2.06,0.00238848
2.065,2.49992E-4
2.07,-0.00165129
2.075,-0.00289147
2.08,-0.00313068
2.085,-0.00246166
2.09,-0.0012724
2.095,1.28518E-4
2.1,0.00172318
2.105,0.00377976
2.11,0.00640485
2.115,0.00928919
2.12,0.0117517
2.125,0.0127603
2.13,0.0114903
2.135,0.0078867
2.14,0.00293598
2.145,-0.0014229
2.15,-0.00363901
2.155,-0.00336903
2.16,-0.00114515
2.165,0.00180171
2.17,0.00415641
2.175,0.00500514
2.18,0.00421939
2.185,0.00286982
2.19,0.00247807
2.195,0.00388143
2.2,0.00652543
2.205,0.00875123
2.21,0.00880558
2.215,0.00560927
2.22,-6.36545E-4
2.225,-0.00830804
2.23,-0.0153295
2.235,-0.0200337
2.24,-0.0216017
2.245,-0.0207073
2.25,-0.019043
2.255,-0.0182414
2.26,-0.0192223
2.265,-0.0216723
2.27,-0.0242296
2.275,-0.0254668
2.28,-0.0246434
2.285,-0.0216979
2.29,-0.0171646
2.295,-0.0120834
2.3,-0.00749373
2.305,-0.00400153
2.31,-0.00149045
2.315,6.75627E-4
2.32,0.00326533
2.325,0.00677876
2.33,0.011173
2.335,0.0158173
2.34,0.0196703
2.345,0.0221036
2.35,0.0231498
2.355,0.0232242
2.36,0.0229698
2.365,0.0229954
2.37,0.0236323
2.375,0.0247841
2.38,0.0258369
2.385,0.0260173
2.39,0.0247366
2.395,0.0215351
2.4,0.016377
2.405,0.0098719
2.41,0.00303385
2.415,-0.00354396
2.42,-0.00982728
2.425,-0.0158155
2.43,-0.0216679
2.435,-0.0270763
2.44,-0.0313249
2.445,-0.0338275
2.45,-0.0342778
2.455,-0.0328551
2.46,-0.0294741
2.465,-0.0241275
2.47,-0.0175456
2.475,-0.0110247
2.48,-0.00586368
2.485,-0.00249651
2.49,-5.8942E-4
2.495,4.02681E-4
2.5,8.46524E-4
2.505,7.56834E-4
2.51,-7.87506E-5
2.515,-0.00182291
2.52,-0.00437105
2.525,-0.00746179
2.53,-0.0106984
2.535,-0.0133647
2.54,-0.0148878
2.545,-0.0152859
2.55,-0.0151407
2.555,-0.0152576
2.56,-0.0163542
2.565,-0.0190035
2.57,-0.0229604
2.575,-0.0271821
2.58,-0.0301961
2.585,-0.0304849
2.59,-0.0274394
2.595,-0.0215985
2.6,-0.0141784
2.605,-0.00642189
2.61,5.36764E-4
2.615,0.00594976
2.62,0.00949863
2.625,0.011275
2.63,0.0120003
2.635,0.0125172
2.64,0.0135155
2.645,0.0154788
2.65,0.018541
2.655,0.0223945
2.66,0.02668
2.665,0.0312696
2.67,0.0361046
2.675,0.0409359
2.68,0.045162
2.685,0.048026
2.69,0.0486725
2.695,0.0465302
2.7,0.0419049
2.705,0.0355303
2.71,0.0283447
2.715,0.0214384
2.72,0.0154249
2.725,0.0107691
2.73,0.00725441
2.735,0.00402066
2.74,7.10288E-4
2.745,-0.00283584
2.75,-0.00648006
2.755,-0.00940308
2.76,-0.0109888
2.765,-0.0110836
2.77,-0.00913784
2.775,-0.00499126
2.78,7.45471E-4
2.785,0.00733765
2.79,0.0137268
2.795,0.0189889
2.8,0.022544
2.805,0.0240668
2.81,0.0239428
2.815,0.0227254
2.82,0.0209681
2.825,0.0190239
2.83,0.0169806
2.835,0.0150205
2.84,0.0129111
2.845,0.0107967
2.85,0.00893976
2.855,0.00703851
2.86,0.00489396
2.865,0.00202253
2.87,-0.00187809
2.875,-0.00678252
2.88,-0.0127839
2.885,-0.0193634
2.89,-0.0257763
2.895,-0.0312846
2.9,-0.0350712
2.905,-0.0368772
2.91,-0.0370884
2.915,-0.0362772
2.92,-0.0345841
2.925,-0.0318302
2.93,-0.0278649
2.935,-0.0226166
2.94,-0.016742
2.945,-0.0109116
2.95,-0.00528416
2.955,-5.01489E-4
2.96,0.00274489
2.965,0.00399786
2.97,0.00349894
2.975,0.00205379
2.98,4.85719E-4
2.985,-6.17966E-4
2.99,-0.00174629
2.995,-0.00360526
3.0,-0.00646893
3.005,-0.010395
3.01,-0.0153518
3.015,-0.0207495
3.02,-0.0255377
3.025,-0.0292312
3.03,-0.0312694
3.035,-0.0311612
3.04,-0.0294968
3.045,-0.0271152
3.05,-0.0245652
3.055,-0.0226313
3.06,-0.02201
3.065,-0.0224772
3.07,-0.0232256
3.075,-0.0238111
3.08,-0.0237156
3.085,-0.0222667
3.09,-0.0189756
3.095,-0.013391
3.1,-0.00551744
3.105,0.00449366
3.11,0.0157484
3.115,0.026594
3.12,0.0362521
3.125,0.0439711
3.13,0.0491211
3.135,0.0519202
3.14,0.0521829
3.145,0.04979
3.15,0.0451628
3.155,0.0388057
3.16,0.0316547
3.165,0.0245632
3.17,0.0176651
3.175,0.0111593
3.18,0.00500565
3.185,-9.48838E-4
3.19,-0.00635791
3.195,-0.0110423
3.2,-0.0148807
3.205,-0.0176108
3.21,-0.0191588
3.215,-0.0194473
3.22,-0.018434
3.225,-0.0165122
3.23,-0.0140353
3.235,-0.011355
3.24,-0.00885203
3.245,-0.00674068
3.25,-0.00521147
3.255,-0.00403559
3.26,-0.00305643
3.265,-0.00221152
3.27,-0.00121968
3.275,-5.83829E-5
3.28,0.0011033
3.285,0.00211741
3.29,0.0029294
3.295,0.0031373
3.3,0.00263316
3.305,0.00193632
3.31,0.00136956
3.315,0.0010268
3.32,7.91429E-4
3.325,6.77349E-4
3.33,9.94027E-4
3.335,0.00229307
3.34,0.00494665
3.345,0.00842218
3.35,0.0120422
3.355,0.0151118
3.36,0.0169133
3.365,0.016935
3.37,0.0149106
3.375,0.0117547
3.38,0.00834026
3.385,0.00550865
3.39,0.00412002
3.395,0.0044473
3.4,0.00680876
3.405,0.0106844
3.41,0.0149387
3.415,0.0186579
3.42,0.0211817
3.425,0.0216707
3.43,0.0195659
3.435,0.0154492
3.44,0.0102397
3.445,0.00479744
3.45,8.26471E-5
3.455,-0.00348082
3.46,-0.0057504
3.465,-0.00690863
3.47,-0.00724688
3.475,-0.00668076
3.48,-0.00533829
3.485,-0.00361194
3.49,-0.0016555
3.495,5.66092E-4
3.5,0.00270195
3.505,0.00467296
3.51,0.00618597
3.515,0.00649608
3.52,0.00569215
3.525,0.00390028
3.53,0.00154819
3.535,-6.84652E-4
3.54,-0.00271469
3.545,-0.00404832
3.55,-0.00431163
3.555,-0.00345399
3.56,-0.00172212
3.565,1.4452E-4
3.57,0.00198158
3.575,0.00351605
3.58,0.00401602
3.585,0.00339289
3.59,0.00213623
3.595,8.39724E-4
3.6,-1.94551E-4
3.605,-6.02459E-4
3.61,-4.49776E-5
3.615,7.69707E-4
3.62,0.0012864
3.625,0.00117028
3.63,-4.51949E-5
3.635,-0.00200897
3.64,-0.00471871
3.645,-0.0082688
3.65,-0.0123413
3.655,-0.0170792
3.66,-0.0225267
3.665,-0.0278217
3.67,-0.0322087
3.675,-0.0354195
3.68,-0.0370994
3.685,-0.0372641
3.69,-0.0364427
3.695,-0.03514
3.7,-0.0333763
3.705,-0.0306091
3.71,-0.0265489
3.715,-0.0213491
3.72,-0.0151502
3.725,-0.00856579
3.73,-0.0022127
3.735,0.00374434
3.74,0.00925356
3.745,0.0140514
3.75,0.017866
3.755,0.0209735
3.76,0.0233488
3.765,0.0248729
3.77,0.0262378
3.775,0.0274244
3.78,0.028089
3.785,0.0284308
3.79,0.0282742
3.795,0.0276914
3.8,0.0268968
3.805,0.0253871
3.81,0.0229111
3.815,0.019385
3.82,0.0143307
3.825,0.00792987
3.83,6.69543E-4
3.835,-0.00674916
3.84,-0.0133306
3.845,-0.0184083
3.85,-0.0212912
3.855,-0.0216871
3.86,-0.0196951
3.865,-0.0159701
3.87,-0.0116678
3.875,-0.00751139
3.88,-0.00425594
3.885,-0.00203352
3.89,-4.36105E-5
3.895,0.00208319
3.9,0.00415883
3.905,0.00616631
3.91,0.00833254
3.915,0.0104959
3.92,0.0125993
3.925,0.0145033
3.93,0.0155117
3.935,0.0154948
3.94,0.0138437
3.945,0.00991943
3.95,0.00454303
3.955,-0.00192823
3.96,-0.00867818
3.965,-0.0144605
3.97,-0.0191536
3.975,-0.0219298
3.98,-0.0223509
3.985,-0.0209955
3.99,-0.0181084
3.995,-0.0140663
4.0,-0.00932579
4.005,-0.00400572
4.01,0.00201927
4.015,0.00805679
4.02,0.0136003
4.025,0.0188693
4.03,0.0232631
4.035,0.0265495
4.04,0.0285933
4.045,0.0289373
4.05,0.0277371
4.055,0.0247516
4.06,0.019908
4.065,0.0140491
4.07,0.00803699
4.075,0.00227122
4.08,-0.00295234
4.085,-0.00725491
4.09,-0.0107171
4.095,-0.013414
4.1,-0.0153427
4.105,-0.0171427
4.11,-0.0195489
4.115,-0.0228149
4.12,-0.0263399
4.125,-0.0287044
4.13,-0.0290618
4.135,-0.0271629
4.14,-0.0230563
4.145,-0.0175661
4.15,-0.0117689
4.155,-0.00711964
4.16,-0.00460004
4.165,-0.00366112
4.17,-0.00362822
4.175,-0.00433157
4.18,-0.00502287
4.185,-0.0054563
4.19,-0.00620757
4.195,-0.00692711
4.2,-0.00734882
4.205,-0.00746075
4.21,-0.00737855
4.215,-0.00684998
4.22,-0.00529954
4.225,-0.00283938
4.23,0.00105106
4.235,0.00619196
4.24,0.0116562
4.245,0.0174098
4.25,0.0227362
4.255,0.0268323
4.26,0.0299369
4.265,0.0313795
4.27,0.0308626
4.275,0.0290866
4.28,0.0266287
4.285,0.0243888
4.29,0.022652
4.295,0.0216229
4.3,0.0211306
4.305,0.0205773
4.31,0.0198407
4.315,0.0181984
4.32,0.0158106
4.325,0.0131141
4.33,0.00999199
4.335,0.00719678
4.34,0.00466609
4.345,0.00247793
4.35,0.00129189
4.355,8.97074E-4
4.36,0.00111511
4.365,0.00189389
4.37,0.00264039
4.375,0.00299615
4.38,0.0029991
4.385,0.0022288
4.39,0.00108529
4.395,-2.16057E-4
4.4,-0.00164108
4.405,-0.00251765
4.41,-0.00360404
4.415,-0.00495737
4.42,-0.00652254
4.425,-0.00816738
4.43,-0.00909822
4.435,-0.00973526
4.44,-0.00951332
4.445,-0.0079182
4.45,-0.00565312
4.455,-0.00246235
4.46,0.00185004
4.465,0.00616041
4.47,0.0102011
4.475,0.013998
4.48,0.0170434
4.485,0.0191713
4.49,0.0203431
4.495,0.0207628
4.5,0.0200189
4.505,0.0182679
4.51,0.0163922
4.515,0.0144644
4.52,0.0129379
4.525,0.0116338
4.53,0.0102897
4.535,0.00872998
4.54,0.00631418
4.545,0.00368154
4.55,6.03328E-4
4.555,-0.00215947
4.56,-0.00352077
4.565,-0.00444149
4.57,-0.00469089
4.575,-0.00389766
4.58,-0.00218373
4.585,3.48278E-4
4.59,0.00315587
4.595,0.00594307
4.6,0.00836532
4.605,0.0107296
4.61,0.0129674
4.615,0.0143522
4.62,0.0155969
4.625,0.0170399
4.63,0.0182822
4.635,0.0193677
4.64,0.0203381
4.645,0.0210962
4.65,0.0214372
4.655,0.0208959
4.66,0.0197688
4.665,0.0190286
4.67,0.0188098
4.675,0.0186705
4.68,0.0186059
4.685,0.0183676
4.69,0.0175736
4.695,0.0162794
4.7,0.014455
4.705,0.0126079
4.71,0.0103789
4.715,0.00729203
4.72,0.0040025
4.725,4.87629E-4
4.73,-0.00303857
4.735,-0.00586629
4.74,-0.00797036
4.745,-0.00916827
4.75,-0.00913047
4.755,-0.00780973
4.76,-0.00535966
4.765,-0.00294472
4.77,-0.00141766
4.775,-6.47375E-4
4.78,-5.95839E-4
4.785,-9.77419E-4
4.79,-0.00207567
4.795,-0.00407306
4.8,-0.00617926
4.805,-0.00847974
4.81,-0.011184
4.815,-0.0137072
4.82,-0.016824
4.825,-0.0207614
4.83,-0.0245665
4.835,-0.0285391
4.84,-0.0320671
4.845,-0.0344046
4.85,-0.0356145
4.855,-0.0358831
4.86,-0.0358525
4.865,-0.0349981
4.87,-0.0333042
4.875,-0.0313538
4.88,-0.0284125
4.885,-0.0249267
4.89,-0.0213334
4.895,-0.0171457
4.9,-0.013382
4.905,-0.0103445
4.91,-0.00774912
4.915,-0.0063317
4.92,-0.00629228
4.925,-0.00699522
4.93,-0.00750792
4.935,-0.00708437
4.94,-0.00542512
4.945,-0.00235667
4.95,0.00233714
4.955,0.00780234
4.96,0.0130919
4.965,0.0183471
4.97,0.0234136
4.975,0.0280986
4.98,0.0325158
4.985,0.0368979
4.99,0.0410754
4.995,0.044333
5.0,0.0464506
5.005,0.0472301
5.01,0.0468732
5.015,0.0461001
5.02,0.0449054
5.025,0.0430876
5.03,0.0403661
5.035,0.0365773
5.04,0.0319991
5.045,0.0265474
5.05,0.020634
5.055,0.015087
5.06,0.00998554
5.065,0.00516378
5.07,5.94416E-4
5.075,-0.00325555
5.08,-0.00616985
5.085,-0.00806339
5.09,-0.00819693
5.095,-0.00671524
5.1,-0.00471413
5.105,-0.00256923
5.11,-8.96883E-4
5.115,-3.58574E-4
5.12,-4.37716E-4
5.125,-9.14874E-4
5.13,-0.00229236
5.135,-0.00412016
5.14,-0.00586869
5.145,-0.00748813
5.15,-0.00822594
5.155,-0.00823322
5.16,-0.00800275
5.165,-0.00784777
5.17,-0.00782428
5.175,-0.00765823
5.18,-0.00755617
5.185,-0.00692699
5.19,-0.00546581
5.195,-0.0035086
5.2,-0.00100534
5.205,0.00176418
5.21,0.0046401
5.215,0.00751251
5.22,0.00989841
5.225,0.0115169
5.23,0.0122812
5.235,0.0119702
5.24,0.0106981
5.245,0.00888138
5.25,0.00651929
5.255,0.003625
5.26,8.94876E-4
5.265,-0.00189049
5.27,-0.00484525
5.275,-0.00789093
5.28,-0.0113608
5.285,-0.0142445
5.29,-0.0176504
5.295,-0.0223491
5.3,-0.0278667
5.305,-0.0346129
5.31,-0.041508
5.315,-0.0481927
5.32,-0.0545831
5.325,-0.0602747
5.33,-0.064548
5.335,-0.0668432
5.34,-0.0678821
5.345,-0.0678461
5.35,-0.0664897
5.355,-0.0641322
5.36,-0.0607048
5.365,-0.0561333
5.37,-0.0513659
5.375,-0.046746
5.38,-0.0428428
5.385,-0.0399112
5.39,-0.0377409
5.395,-0.0364053
5.4,-0.0355379
5.405,-0.0348352
5.41,-0.0339916
5.415,-0.0328526
5.42,-0.0310891
5.425,-0.0293016
5.43,-0.0280675
5.435,-0.0268322
5.44,-0.0257546
5.445,-0.0249559
5.45,-0.0246354
5.455,-0.0251879
5.46,-0.025985
5.465,-0.027455
5.47,-0.0297091
5.475,-0.031644
5.48,-0.0332617
5.485,-0.0344058
5.49,-0.0341188
5.495,-0.0320393
5.5,-0.0282025
5.505,-0.0229329
5.51,-0.0167804
5.515,-0.00997956
5.52,-0.00316121
5.525,0.00323186
5.53,0.00841614
5.535,0.0117446
5.54,0.0136256
5.545,0.0142798
5.55,0.0139992
5.555,0.0137156
5.56,0.0140957
5.565,0.0155312
5.57,0.0177988
5.575,0.0199715
5.58,0.0226529
5.585,0.0258196
5.59,0.0284335
5.595,0.0309378
5.6,0.0332383
5.605,0.0351933
5.61,0.0368967
5.615,0.0382811
5.62,0.0401279
5.625,0.0427815
5.63,0.04585
5.635,0.0488077
5.64,0.0518739
5.645,0.0548563
5.65,0.0575034
5.655,0.0602085
5.66,0.0626818
5.665,0.0646242
5.67,0.0659504
5.675,0.0666898
5.68,0.0675445
5.685,0.0691066
5.69,0.0713793
5.695,0.0749196
5.7,0.0794672
5.705,0.0844585
5.71,0.0892978
5.715,0.0933009
5.72,0.0963425
5.725,0.0978781
5.73,0.0978827
5.735,0.0968434
5.74,0.0948167
5.745,0.0919316
5.75,0.0887627
5.755,0.0857526
5.76,0.0828857
5.765,0.0798607
5.77,0.0772889
5.775,0.0753398
5.78,0.074001
5.785,0.0740974
5.79,0.0757298
5.795,0.0788316
5.8,0.0832726
5.805,0.0886762
5.81,0.0948879
5.815,0.101223
5.82,0.107029
5.825,0.112618
5.83,0.117659
5.835,0.121573
5.84,0.124527
5.845,0.126953
5.85,0.129253
5.855,0.131222
5.86,0.132624
5.865,0.133219
5.87,0.132508
5.875,0.130792
5.88,0.128861
5.885,0.127307
5.89,0.125689
5.895,0.123586
5.9,0.121808
5.905,0.120271
5.91,0.118815
5.915,0.117341
5.92,0.115765
5.925,0.114282
5.93,0.113014
5.935,0.111849
5.94,0.110484
5.945,0.109396
5.95,0.107855
5.955,0.105203
5.96,0.101618
5.965,0.0971262
5.97,0.092118
5.975,0.0863336
5.98,0.0792198
5.985,0.0715254
5.99,0.0634987
5.995,0.0541893
6.0,0.0436795
6.005,0.0322718
6.01,0.0200653
6.015,0.00709551
6.02,-0.00628854
6.025,-0.0187301
6.03,-0.0299409
6.035,-0.0406332
6.04,-0.0501219
6.045,-0.0574863
6.05,-0.0627031
6.055,-0.0655585
6.06,-0.0656606
6.065,-0.0633657
6.07,-0.0590928
6.075,-0.0531133
6.08,-0.0459733
6.085,-0.0375306
6.09,-0.0278178
6.095,-0.0179898
6.1,-0.00855099
6.105,4.79354E-4
6.11,0.00845193
6.115,0.0152718
6.12,0.0210274
6.125,0.025771
6.13,0.0307346
6.135,0.0362612
6.14,0.0413412
6.145,0.0454286
6.15,0.0481631
6.155,0.0496044
6.16,0.0499774
6.165,0.0494016
6.17,0.0479465
6.175,0.0466027
6.18,0.0459781
6.185,0.0451755
6.19,0.0448409
6.195,0.0451567
6.2,0.0453069
6.205,0.0454767
6.21,0.0453387
6.215,0.0450715
6.22,0.0448602
6.225,0.0443485
6.23,0.0435748
6.235,0.0427692
6.24,0.0421882
6.245,0.0411172
6.25,0.0399357
6.255,0.0393757
6.26,0.0384874
6.265,0.037319
6.27,0.0356606
6.275,0.0325468
6.28,0.0269463
6.285,0.018916
6.29,0.00936356
6.295,-0.00249857
6.3,-0.0162167
6.305,-0.0315875
6.31,-0.0490828
6.315,-0.0676966
6.32,-0.0870547
6.325,-0.10615
6.33,-0.123841
6.335,-0.140198
6.34,-0.15506
6.345,-0.169086
6.35,-0.18238
6.355,-0.19463
6.36,-0.206459
6.365,-0.217109
6.37,-0.225909
6.375,-0.232534
6.38,-0.236662
6.385,-0.238704
6.39,-0.239159
6.395,-0.238179
6.4,-0.235491
6.405,-0.231534
6.41,-0.226793
6.415,-0.221176
6.42,-0.214825
6.425,-0.207652
6.43,-0.199398
6.435,-0.189891
6.44,-0.179223
6.445,-0.167318
6.45,-0.154165
6.455,-0.139804
6.46,-0.124032
6.465,-0.108009
6.47,-0.0929936
6.475,-0.079039
6.48,-0.0661513
6.485,-0.0542504
6.49,-0.0437331
6.495,-0.0354882
6.5,-0.0298212
