,ISO3,day.wheat.spring.plant.start,day.wheat.spring.plant.end,day.wheat.spring.harvest.start,day.wheat.spring.harvest.end
80,GIB,15.0,75.0,152.0,212.0
81,GRD,,,,
82,XGK,,,,
83,GRL,110.819541931152,151.973709106445,219.880142211914,278.139678955078
84,DEU,64.0,124.0,182.000015258789,243.000015258789
85,GLP,39.9999961853027,109.999992370605,161.0,263.0
86,GUM,,,,
87,GRC,62.8683891296387,122.868385314941,182.000015258789,243.0
88,GTM,100.402389526367,171.379028320312,252.038696289062,323.035919189453
89,GIN,182.000015258789,212.000015258789,325.000030517578,365.0
90,GUY,40.0000038146973,110.000007629395,161.0,263.0
91,HTI,38.3423500061035,110.057167053223,161.057159423828,263.0
92,HMD,,,,
93,HND,88.0131530761719,163.197799682617,239.868850708008,315.197814941406
94,HRV,64.0,124.0,181.999984741211,243.0
95,HUN,77.7754821777344,132.265289306641,191.016677856445,250.012969970703
96,ISL,64.0,124.000007629395,182.0,243.0
97,IDN,33.9542388916016,93.4624938964844,178.548553466797,238.718063354492
98,XIM,,,,
99,IND,156.487426757812,187.589126586914,300.82373046875,344.091461181641
100,IOT,,,,
101,IRN,71.8106231689453,120.915237426758,180.484359741211,241.364700317383
102,ISR,52.8971099853516,112.897117614746,177.264739990234,238.106887817383
103,ITA,64.0,124.0,181.999984741211,243.0
104,CIV,182.0,212.0,325.0,365.0
105,IRQ,60.0,120.0,182.0,243.0
106,JPN,32.0,59.0,152.0,212.0
107,XJE,,,,
108,JAM,84.3725967407227,160.730316162109,236.187850952148,312.730316162109
109,JOR,59.4272689819336,119.427268981934,181.618179321289,242.605453491211
110,KEN,130.875686645508,180.215515136719,273.825378417969,333.825347900391
111,KGZ,124.687789916992,149.263458251953,221.000015258789,273.0
112,PRK,32.8568801879883,60.9041786193848,153.205978393555,212.698196411133
113,KIR,,,,
114,KOR,32.0,59.0000038146973,152.0,212.0
115,CXR,,,,
116,KWT,60.0000038146973,120.000007629395,182.0,243.0
117,KAZ,121.01188659668,154.59521484375,220.999984741211,273.0
118,LAO,129.571990966797,172.296447753906,267.517364501953,309.307708740234
119,LBN,60.0,120.0,182.0,243.0
120,LVA,118.999992370605,156.999984741211,217.999984741211,270.999969482422
121,LTU,119.000007629395,157.0,218.0,271.0
122,LBR,182.0,212.0,324.999969482422,365.0
123,SVK,87.7030334472656,138.221817016602,197.514709472656,255.066986083984
124,LIE,64.0,124.0,181.999984741211,242.999984741211
125,LSO,314.0,81.0,101.0,262.0
126,LUX,64.0,123.999992370605,182.0,243.0
127,LBY,59.6947059631348,119.694702148438,180.194091796875,241.133895874023
128,MDG,332.606903076172,183.320495605469,116.511703491211,183.003967285156
129,MTQ,,,,
130,MAC,,,,
131,MDA,119.0,157.0,218.0,270.999969482422
132,MYT,,,,
133,MNG,81.6035690307617,126.003913879395,190.0,234.0
134,MSR,,,,
135,MWI,95.7669906616211,84.3025970458984,178.878326416016,230.668533325195
136,MKD,64.0,124.0,182.0,243.0
137,MLI,178.125198364258,209.110321044922,320.304260253906,360.993835449219
138,MCO,64.0,124.0,182.0,242.999984741211
139,MAR,58.6164321899414,118.616424560547,178.70393371582,239.594055175781
140,MUS,344.0,47.0,137.0,181.0
141,MRT,164.879592895508,198.598403930664,305.747283935547,348.299591064453
142,MLT,,,,
143,OMN,90.8350143432617,137.288345336914,230.402603149414,281.380950927734
144,MDV,,,,
145,MON,64.0,123.999992370605,181.999984741211,242.999984741211
146,MEX,95.0911407470703,149.449768066406,216.449005126953,272.116729736328
147,MYS,30.9922428131104,90.9922485351562,175.083145141602,235.083145141602
148,MOZ,327.176513671875,224.846755981445,110.790641784668,183.715545654297
149,NCL,11.0,111.000007629395,162.000015258789,263.0
150,NIU,,,,
151,NFK,,,,
152,NER,150.021194458008,188.151397705078,286.246002197266,331.937164306641
153,VUT,11.0,111.0,161.999984741211,263.0
154,NGA,175.251083374023,208.570205688477,322.787231445312,365.0
155,NLD,64.0,124.0,182.0,242.999984741211
156,NOR,111.656036376953,148.63005065918,212.639022827148,266.830383300781
157,NPL,138.078018188477,154.770462036133,304.585601806641,345.190490722656
158,NRU,,,,
159,SUR,40.0,110.0,161.0,263.0
160,ANT,,,,
161,NIC,101.000007629395,172.0,253.0,324.0
162,NZL,313.644073486328,81.1520614624023,101.25399017334,262.103607177734
163,PRY,213.427642822266,90.9576644897461,121.247245788574,262.331939697266
164,PCN,,,,
165,PER,306.65673828125,81.7439880371094,102.522117614746,262.025085449219
166,XPF,,,,
167,XPG,,,,
168,PAK,126.336090087891,159.19401550293,232.816101074219,283.456268310547
169,POL,109.194786071777,151.116882324219,211.582046508789,266.008270263672
170,PAN,40.2085075378418,110.211929321289,161.314468383789,263.208526611328
171,PRT,64.0,123.999992370605,182.0,242.999984741211
172,PNG,39.3440818786621,95.50439453125,180.17317199707,241.726593017578
173,PLW,,,,
174,GNB,182.0,212.0,325.0,365.0
175,QAT,15.0,75.0,152.0,212.000015258789
176,MHL,,,,
177,ROM,115.112777709961,154.667678833008,215.455642700195,269.021057128906
178,PHL,116.460838317871,161.472412109375,264.450866699219,314.458557128906
179,PRI,40.0,110.0,161.0,263.0
180,RUS,101.663070678711,123.422019958496,170.793258666992,225.921035766602
181,RWA,15.0,75.0,152.0,212.0
182,SAU,61.0665130615234,117.311004638672,190.430633544922,248.486114501953
183,SPM,,,,
184,KNA,,,,
185,SYC,,,,
186,ZAF,311.4912109375,106.102325439453,103.260223388672,256.833190917969
187,SEN,181.999984741211,211.999984741211,324.999969482422,364.999969482422
188,SHN,,,,
189,SVN,64.0,123.999992370605,182.0,242.999984741211
190,SLE,182.000015258789,212.0,325.0,365.000030517578
191,SMR,64.0,124.0,182.0,242.999984741211
192,SGP,15.0,75.0,152.0,212.000015258789
193,SOM,108.600219726562,168.530166625977,286.803680419922,346.803680419922
194,ESP,63.6570281982422,123.657028198242,181.790008544922,242.783020019531
195,SRB,64.1323623657227,124.079414367676,182.086639404297,243.067367553711
196,LCA,,,,
197,SDN,151.99235534668,193.270553588867,304.328125,351.932250976562
198,SWE,118.92423248291,156.954528808594,217.950408935547,270.96142578125
199,SGS,314.0,81.0,101.0,262.0
200,SYR,59.9999961853027,119.999992370605,182.0,242.999984741211
201,CHE,64.0,124.000007629395,182.0,243.0
202,ARE,15.0,75.0,152.0,211.999984741211
203,TTO,40.0,110.0,161.0,263.0
204,THA,165.614639282227,200.382736206055,311.521759033203,354.297271728516
205,TJK,121.017311096191,154.973083496094,221.0,273.0
206,TCA,,,,
207,TKL,,,,
208,TON,,,,
209,TGO,182.0,211.999984741211,325.0,365.0
210,STP,344.0,47.0,137.0,181.0
211,TUN,64.0,124.0,182.0,243.0
212,TUR,60.0,120.0,182.0,243.0
213,TUV,,,,
214,TWN,118.408401489258,147.136581420898,251.657699584961,300.136566162109
215,TKM,112.753440856934,136.2578125,221.0,273.0
216,TZA,150.497848510742,64.5166549682617,147.079208374023,200.532409667969
217,UGA,98.3481216430664,158.249710083008,271.885040283203,331.885009765625
218,GBR,64.0,124.0,182.0,243.0
219,UKR,118.985816955566,156.957473754883,218.0,271.0
220,USA,99.8948822021484,146.634002685547,210.590408325195,263.406219482422
221,BFA,182.000015258789,212.000015258789,325.000030517578,365.0
222,URY,314.000030517578,81.0,101.000007629395,262.0
223,UZB,117.332748413086,146.665328979492,221.0,273.0
224,VCT,,,,
225,VEN,39.4493103027344,110.116088867188,161.143035888672,262.929260253906
226,VGB,,,,
227,VNM,128.058578491211,171.627868652344,273.021850585938,318.996124267578
228,VIR,,,,
229,NAM,313.483001708984,94.3272857666016,101.331649780273,258.706512451172
230,WLF,,,,
231,ESH,56.5770149230957,110.144378662109,192.626708984375,248.456008911133
232,WSM,11.0,111.000007629395,162.0,263.000030517578
233,SWZ,316.496551513672,222.803924560547,96.0069122314453,221.555923461914
234,YEM,179.954559326172,210.403121948242,323.065063476562,363.364105224609
235,ZMB,324.916198730469,201.806869506836,108.500007629395,197.726684570312
236,ZWE,318.905670166016,359.641876220703,91.1886672973633,182.528213500977
