,ISO3,day.maize.plant.start,day.maize.plant.end,day.maize.harvest.start,day.maize.harvest.end
76,GMB,139.879669189453,212.0,244.0,312.526306152344
77,GAB,240.919799804688,303.423370361328,333.192108154297,35.0441932678223
78,GEO,91.3785018920898,179.974044799805,213.064376831055,273.099792480469
79,GHA,97.5767669677734,145.042251586914,213.000015258789,285.820770263672
80,GIB,56.0,120.0,233.0,337.000030517578
81,GRD,,,,
82,XGK,,,,
83,GRL,105.654518127441,162.968048095703,255.696136474609,330.431457519531
84,DEU,86.5653228759766,141.521209716797,242.499649047852,307.863067626953
85,GLP,152.0,193.0,243.999984741211,282.999969482422
86,GUM,,,,
87,GRC,104.697380065918,164.558700561523,227.77864074707,302.410339355469
88,GTM,93.2767791748047,153.350219726562,216.044235229492,333.176055908203
89,GIN,120.511505126953,181.956359863281,272.318084716797,333.162689208984
90,GUY,78.665657043457,136.47492980957,163.362014770508,215.153610229492
91,HTI,60.0,123.26139831543,155.156188964844,243.0
92,HMD,,,,
93,HND,138.387222290039,198.387222290039,230.604415893555,263.703582763672
94,HRV,92.8278121948242,140.315673828125,248.856491088867,309.827819824219
95,HUN,87.1367263793945,150.711517333984,243.671188354492,303.696228027344
96,ISL,88.0,151.0,242.000015258789,336.0
97,IDN,194.751129150391,256.576141357422,246.917266845703,310.480377197266
98,XIM,,,,
99,IND,152.292892456055,192.029022216797,248.479187011719,285.548675537109
100,IOT,,,,
101,IRN,87.3959426879883,151.824859619141,182.826644897461,273.229187011719
102,ISR,70.2417221069336,129.855606079102,219.019989013672,254.303588867188
103,ITA,86.3106536865234,135.550277709961,241.820129394531,302.231414794922
104,CIV,60.9258041381836,121.121994018555,213.653854370117,274.021179199219
105,IRQ,149.102005004883,178.974212646484,242.160720825195,287.485626220703
106,JPN,91.0,131.69580078125,232.999984741211,283.695831298828
107,XJE,,,,
108,JAM,168.996917724609,267.313720703125,273.040924072266,303.293853759766
109,JOR,74.2689666748047,132.833786010742,223.790176391602,253.11181640625
110,KEN,60.108699798584,120.240516662598,272.230804443359,332.203216552734
111,KGZ,91.0,181.000015258789,213.000015258789,273.0
112,PRK,91.2221603393555,132.00602722168,232.714370727539,283.053924560547
113,KIR,,,,
114,KOR,91.0,131.994049072266,232.999984741211,283.994049072266
115,CXR,,,,
116,KWT,151.908706665039,180.890838623047,243.927551269531,288.892822265625
117,KAZ,94.2031784057617,172.854415893555,213.0,273.0
118,LAO,83.8942642211914,146.727737426758,196.050827026367,260.922485351562
119,LBN,75.0,137.0,228.000015258789,258.0
120,LVA,120.999992370605,140.871459960938,,
121,LTU,121.000007629395,141.0,,
122,LBR,97.0226516723633,175.404449462891,250.022644042969,310.022674560547
123,SVK,87.0,151.0,243.999984741211,304.0
124,LIE,86.0,134.999984741211,242.0,302.0
125,LSO,273.679290771484,364.999969482422,120.358581542969,182.282836914062
126,LUX,88.0,151.0,242.0,336.0
127,LBY,101.327522277832,158.554397583008,223.02375793457,283.649566650391
128,MDG,305.0,365.0,75.0,119.999992370605
129,MTQ,,,,
130,MAC,,,,
131,MDA,119.668586730957,156.08740234375,266.6611328125,317.057556152344
132,MYT,,,,
133,MNG,96.2268981933594,166.513290405273,221.280288696289,281.280303955078
134,MSR,,,,
135,MWI,267.171905517578,305.019378662109,108.744590759277,168.108123779297
136,MKD,106.129776000977,164.664703369141,228.88151550293,304.051788330078
137,MLI,121.445724487305,211.385116577148,244.13655090332,333.360168457031
138,MCO,88.0,151.0,242.0,336.0
139,MAR,41.4411239624023,52.0585784912109,164.087982177734,215.676025390625
140,MUS,305.0,365.0,75.0,120.0
141,MRT,180.672134399414,242.028060913086,273.408508300781,333.977508544922
142,MLT,,,,
143,OMN,216.11442565918,266.462524414062,155.957763671875,202.653701782227
144,MDV,,,,
145,MON,93.0367965698242,140.076416015625,248.940567016602,309.983001708984
146,MEX,161.045440673828,222.639144897461,189.19970703125,251.719055175781
147,MYS,274.150970458984,331.076568603516,88.6752395629883,152.551177978516
148,MOZ,304.514953613281,362.886138916016,120.823226928711,151.791046142578
149,NCL,305.000030517578,365.000030517578,32.0,120.0
150,NIU,,,,
151,NFK,,,,
152,NER,151.205368041992,195.751861572266,256.158996582031,303.736907958984
153,VUT,304.999969482422,365.0,32.0,119.999992370605
154,NGA,102.479393005371,162.810821533203,195.277862548828,264.801544189453
155,NLD,88.0,150.999984741211,242.0,336.0
156,NOR,105.908149719238,145.262344360352,242.933288574219,321.067138671875
157,NPL,40.4825668334961,143.935989379883,223.520812988281,273.08154296875
158,NRU,,,,
159,SUR,242.608901977539,285.768249511719,42.6621856689453,83.4780197143555
160,ANT,,,,
161,NIC,119.730895996094,179.730895996094,213.000015258789,273.028167724609
162,NZL,253.638473510742,131.105895996094,40.867374420166,201.866439819336
163,PRY,195.497589111328,266.813110351562,12.2114772796631,84.3775482177734
164,PCN,,,,
165,PER,222.80241394043,288.078674316406,225.487945556641,99.6884918212891
166,XPF,,,,
167,XPG,,,,
168,PAK,101.853096008301,231.04426574707,251.595413208008,332.915679931641
169,POL,97.0822906494141,148.034622192383,244.0,304.0
170,PAN,127.748527526855,168.877960205078,221.661193847656,262.414123535156
171,PRT,56.0,119.999992370605,233.0,337.0
172,PNG,263.041870117188,326.209014892578,62.8216857910156,149.333404541016
173,PLW,,,,
174,GNB,124.394500732422,184.394500732422,247.1591796875,308.692169189453
175,QAT,33.7676773071289,88.8005065917969,153.199493408203,210.042938232422
176,MHL,,,,
177,ROM,86.5705642700195,150.023193359375,211.698593139648,271.547790527344
178,PHL,97.929069519043,169.705612182617,184.113723754883,260.337188720703
179,PRI,60.0000038146973,151.0,182.000015258789,243.000015258789
180,RUS,102.570426940918,150.076599121094,225.934661865234,282.069854736328
181,RWA,232.89421081543,293.523529052734,14.223747253418,65.177848815918
182,SAU,62.3493957519531,74.4901428222656,173.240158081055,184.145584106445
183,SPM,,,,
184,KNA,,,,
185,SYC,,,,
186,ZAF,297.367095947266,227.761138916016,130.113784790039,187.689163208008
187,SEN,151.816299438477,212.455673217773,245.081390380859,318.388763427734
188,SHN,,,,
189,SVN,92.4283218383789,140.911956787109,248.514694213867,309.420684814453
190,SLE,121.000007629395,211.647232055664,274.0,334.0
191,SMR,86.0,135.0,242.0,302.0
192,SGP,307.0,362.0,60.0,123.0
193,SOM,89.9696731567383,120.274421691895,214.219116210938,245.255935668945
194,ESP,56.5972785949707,120.577919006348,233.280090332031,336.246337890625
195,SRB,92.9614105224609,141.326065063477,246.605758666992,307.957061767578
196,LCA,,,,
197,SDN,112.682731628418,168.60807800293,243.828704833984,289.527618408203
198,SWE,114.452827453613,142.725128173828,244.0,304.0
199,SGS,213.0,365.0,79.9999923706055,131.0
200,SYR,77.2653045654297,138.262832641602,228.455856323242,260.222503662109
201,CHE,86.1327896118164,136.06233215332,242.0,304.257446289062
202,ARE,255.600173950195,302.612274169922,51.0100135803223,97.9581146240234
203,TTO,152.0,193.0,244.000015258789,283.0
204,THA,106.468292236328,170.98161315918,183.744232177734,257.770935058594
205,TJK,91.132209777832,181.674224853516,213.515594482422,273.806427001953
206,TCA,,,,
207,TKL,,,,
208,TON,,,,
209,TGO,64.882942199707,123.492347717285,212.999984741211,274.963775634766
210,STP,244.000015258789,304.0,335.0,31.0000019073486
211,TUN,94.7639312744141,149.933654785156,235.036743164062,303.925811767578
212,TUR,100.93726348877,151.205993652344,232.754501342773,303.401397705078
213,TUV,,,,
214,TWN,92.7281646728516,151.585906982422,206.501419067383,271.90283203125
215,TKM,90.9480133056641,180.610092163086,212.597106933594,273.0
216,TZA,150.240966796875,66.7841262817383,145.404434204102,205.18424987793
217,UGA,84.8680038452148,144.772262573242,205.082336425781,262.853912353516
218,GBR,88.0,151.000015258789,242.0,336.0
219,UKR,115.375099182129,136.324295043945,254.209594726562,308.056365966797
220,USA,99.8518600463867,155.118438720703,258.049865722656,324.440612792969
221,BFA,93.0065841674805,180.833236694336,214.672225952148,331.793487548828
222,URY,214.966003417969,364.663330078125,78.770149230957,131.994735717773
223,UZB,90.9999923706055,180.999984741211,212.999984741211,273.0
224,VCT,,,,
225,VEN,40.2812995910645,191.163497924805,192.885559082031,350.077545166016
226,VGB,,,,
227,VNM,125.280372619629,186.3359375,190.281372070312,254.753356933594
228,VIR,,,,
229,NAM,333.580505371094,362.778900146484,150.491912841797,180.046951293945
230,WLF,,,,
231,ESH,204.433639526367,263.658966064453,305.716796875,135.980667114258
232,WSM,305.000030517578,365.000030517578,32.0,120.0
233,SWZ,274.984680175781,342.296722412109,119.70964050293,160.032562255859
234,YEM,149.071212768555,209.138412475586,302.35009765625,346.751800537109
235,ZMB,288.039978027344,347.56591796875,104.003608703613,165.404037475586
236,ZWE,304.853057861328,359.588348388672,120.526992797852,180.405700683594
