,ISO3,day.soybeans.plant.start,day.soybeans.plant.end,day.soybeans.harvest.start,day.soybeans.harvest.end
80,GIB,1.0,31.0,152.0,212.0
81,GRD,,,,
82,XGK,,,,
83,GRL,123.437614440918,163.078887939453,263.197998046875,320.198455810547
84,DEU,116.0,151.0,274.0,334.0
85,GLP,101.0,202.0,254.0,353.999969482422
86,GUM,,,,
87,GRC,103.550422668457,135.562530517578,243.623031616211,288.683563232422
88,GTM,103.538864135742,201.913101196289,253.302780151367,351.078094482422
89,GIN,138.0,181.000015258789,274.0,304.0
90,GUY,162.850524902344,207.151580810547,303.802917480469,347.676483154297
91,HTI,112.660713195801,209.545166015625,245.254486083984,341.824859619141
92,HMD,,,,
93,HND,130.436874389648,221.047393798828,231.92236328125,323.264465332031
94,HRV,116.0,151.0,274.0,334.0
95,HUN,116.0,151.0,274.0,334.0
96,ISL,116.0,151.0,274.0,334.0
97,IDN,29.5017604827881,60.2635269165039,175.587539672852,232.298477172852
98,XIM,,,,
99,IND,150.885559082031,210.579727172852,254.679901123047,360.406005859375
100,IOT,,,,
101,IRN,87.1032028198242,116.146507263184,210.358840942383,241.657760620117
102,ISR,76.7942199707031,105.952056884766,203.371643066406,238.106887817383
103,ITA,116.0,151.0,274.0,333.999969482422
104,CIV,140.531936645508,181.0,279.606414794922,309.425567626953
105,IRQ,91.0,120.0,213.000015258789,243.0
106,JPN,152.0,181.0,243.999984741211,273.0
107,XJE,,,,
108,JAM,138.68879699707,226.386871337891,225.733428955078,314.648468017578
109,JOR,89.8545379638672,118.867263793945,212.2236328125,242.605453491211
110,KEN,84.9357986450195,114.596374511719,235.253753662109,278.387786865234
111,KGZ,75.4584732055664,116.283554077148,207.93212890625,248.067901611328
112,PRK,150.032348632812,180.143127441406,243.968276977539,273.952087402344
113,KIR,,,,
114,KOR,152.0,181.0,244.0,273.0
115,CXR,,,,
116,KWT,91.0,120.000007629395,213.0,243.0
117,KAZ,88.9478607177734,124.646728515625,216.881118774414,252.623031616211
118,LAO,112.099632263184,158.629318237305,249.543914794922,298.605499267578
119,LBN,91.0,120.0,213.0,243.0
120,LVA,115.999984741211,150.999984741211,274.0,333.999969482422
121,LTU,116.000007629395,151.0,274.0,334.0
122,LBR,139.81999206543,181.0,278.029998779297,307.899993896484
123,SVK,116.0,151.0,273.999969482422,334.0
124,LIE,116.0,151.0,274.0,334.0
125,LSO,284.0,353.0,100.0,171.0
126,LUX,116.0,151.0,274.0,334.0
127,LBY,95.9229431152344,127.464897155762,234.559188842773,278.773864746094
128,MDG,8.00156402587891,38.9664459228516,150.713485717773,210.985641479492
129,MTQ,,,,
130,MAC,,,,
131,MDA,96.6552734375,127.012542724609,226.798858642578,263.585205078125
132,MYT,,,,
133,MNG,90.0,154.0,243.0,303.0
134,MSR,,,,
135,MWI,30.342866897583,64.3865814208984,146.608383178711,207.748916625977
136,MKD,115.999992370605,151.0,274.0,333.999969482422
137,MLI,137.277587890625,180.014877319336,274.0,304.985107421875
138,MCO,116.0,151.0,274.0,334.0
139,MAR,103.365089416504,137.815734863281,260.596008300781,320.596008300781
140,MUS,1.0,31.0,152.0,212.0
141,MRT,130.448013305664,172.357650756836,267.463653564453,301.299255371094
142,MLT,,,,
143,OMN,70.0353393554688,113.572563171387,199.086654663086,280.026275634766
144,MDV,,,,
145,MON,115.999992370605,151.0,274.0,334.0
146,MEX,101.217918395996,202.052642822266,253.565658569336,353.646087646484
147,MYS,25.2901039123535,55.8935852050781,172.518341064453,229.651809692383
148,MOZ,10.4390420913696,41.7398300170898,150.265625,210.632522583008
149,NCL,283.275970458984,312.347412109375,104.644500732422,146.073715209961
150,NIU,,,,
151,NFK,,,,
152,NER,131.246627807617,171.888671875,272.069427490234,309.250152587891
153,VUT,304.999969482422,333.999969482422,101.0,141.0
154,NGA,143.876449584961,181.0,287.012115478516,316.592407226562
155,NLD,116.0,150.999984741211,273.999969482422,334.0
156,NOR,116.0,151.0,274.0,334.0
157,NPL,68.0377960205078,131.176574707031,210.272476196289,280.391876220703
158,NRU,,,,
159,SUR,337.72900390625,359.624420166016,76.8651885986328,119.033340454102
160,ANT,,,,
161,NIC,101.000007629395,202.000015258789,254.000015258789,354.0
162,NZL,302.662445068359,363.729278564453,89.2757186889648,150.340881347656
163,PRY,280.977722167969,364.4208984375,61.1465950012207,180.270614624023
164,PCN,,,,
165,PER,283.152069091797,352.413269042969,104.462860107422,169.309631347656
166,XPF,,,,
167,XPG,,,,
168,PAK,92.0590591430664,129.23616027832,215.652297973633,260.039123535156
169,POL,116.000007629395,151.0,274.000030517578,334.000030517578
170,PAN,105.175819396973,204.087921142578,257.11474609375,343.594696044922
171,PRT,116.0,151.0,274.0,334.0
172,PNG,36.1048736572266,67.4146347045898,177.669799804688,234.134719848633
173,PLW,,,,
174,GNB,138.0,181.0,274.0,304.0
175,QAT,1.0,31.0000019073486,152.0,212.000015258789
176,MHL,,,,
177,ROM,110.100891113281,143.685104370117,259.606170654297,312.527221679688
178,PHL,108.815887451172,141.494537353516,243.074279785156,290.350677490234
179,PRI,101.0,202.0,254.000015258789,354.000030517578
180,RUS,98.9082489013672,149.525268554688,239.673538208008,290.284545898438
181,RWA,1.0,31.0,152.0,212.0
182,SAU,70.1840744018555,103.331420898438,199.0556640625,247.943267822266
183,SPM,,,,
184,KNA,,,,
185,SYC,,,,
186,ZAF,281.312194824219,349.912170410156,100.739433288574,171.584869384766
187,SEN,137.999984741211,180.999984741211,273.999969482422,303.999969482422
188,SHN,,,,
189,SVN,115.999992370605,151.0,273.999969482422,333.999969482422
190,SLE,138.0,181.0,274.0,304.000030517578
191,SMR,116.0,151.0,274.0,334.0
192,SGP,1.0,31.0000019073486,152.0,212.000015258789
193,SOM,137.029312133789,176.600341796875,267.22509765625,326.040740966797
194,ESP,115.89387512207,150.964904785156,272.921966552734,333.001495361328
195,SRB,116.0,151.0,274.0,334.0
196,LCA,,,,
197,SDN,137.113891601562,173.114532470703,278.994140625,309.147399902344
198,SWE,116.000007629395,151.0,274.0,334.0
199,SGS,273.999969482422,353.0,81.0,141.0
200,SYR,91.0,119.999992370605,213.0,242.999984741211
201,CHE,116.000007629395,151.0,274.0,334.0
202,ARE,1.0,31.0,152.0,211.999984741211
203,TTO,101.0,202.0,254.000015258789,354.0
204,THA,151.263092041016,185.825637817383,279.152893066406,321.550842285156
205,TJK,89.9743499755859,119.754737854004,212.665557861328,243.334457397461
206,TCA,,,,
207,TKL,,,,
208,TON,,,,
209,TGO,141.822021484375,181.0,282.463073730469,312.190063476562
210,STP,1.0,31.0000019073486,152.0,212.0
211,TUN,116.0,151.0,274.0,334.0
212,TUR,91.0,120.0,213.0,243.0
213,TUV,,,,
214,TWN,112.374687194824,159.09912109375,249.826690673828,298.885467529297
215,TKM,91.0000076293945,120.0,213.0,243.0
216,TZA,6.3803825378418,36.3447494506836,157.451644897461,216.347061157227
217,UGA,119.591567993164,148.806213378906,272.162322998047,307.815734863281
218,GBR,116.000007629395,151.000015258789,274.0,334.0
219,UKR,99.2366027832031,130.213394165039,233.097320556641,272.981231689453
220,USA,126.73543548584,173.105407714844,259.500030517578,311.792846679688
221,BFA,138.0,181.000015258789,274.000030517578,304.0
222,URY,274.704559326172,353.369812011719,80.7013626098633,141.32438659668
223,UZB,90.9999923706055,119.999992370605,212.999984741211,243.000015258789
224,VCT,,,,
225,VEN,107.835510253906,205.981399536133,251.486404418945,344.938873291016
226,VGB,,,,
227,VNM,117.588562011719,156.804626464844,252.180908203125,299.419189453125
228,VIR,,,,
229,NAM,270.594787597656,337.663269042969,103.16072845459,173.49739074707
230,WLF,,,,
231,ESH,115.117538452148,159.296890258789,169.688125610352,231.35791015625
232,WSM,305.000030517578,334.0,101.000007629395,141.0
233,SWZ,151.146255493164,201.837783813477,124.41130065918,190.247375488281
234,YEM,150.385467529297,210.064682006836,253.898696899414,360.396148681641
235,ZMB,58.645450592041,96.5895233154297,141.407897949219,203.648529052734
236,ZWE,181.977432250977,236.91780090332,118.746208190918,185.780670166016
