" Monthly averaged odata for station LJO       
"
""
" /data/instrument/database_active//curves///ljoo_mon.csv                                                                                                                                                                                                         
"
""
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats.  Column 5 gives the o concentration in per-meg units."
" This is the standard version of the data most often sought.  The monthly values have "
" been adjusted to 24:00 hours on the 15th of each month.  Column 6 gives the same "
" data after a seasonal adjustment to remove the quasi-regular seasonal cycle.  The "
" adjustment involves subtracting from the data a 4-harmonic fit. "
" Column 7 is a smoothed version of the data generated from a stiff"
" cubic spline function plus 4-harmonic functions. Column 8 is the same smoothed "
" version with the seasonal cycle removed. Column 9 is identical to Column 5 except "
" that the missing values from Column 5 have been filled with values from Column 7."
" Column 10 is identical to Column 6 except missing values have been filled with "
" values from Column 8.  Missing values are denoted by -99.99"
1991,  3,        0, 1991.2027,  -157.90,  -114.83,    -157.43,  -114.36,    -157.90,  -114.83
1991,  4,        0, 1991.2877,  -155.99,  -116.00,    -155.44,  -115.46,    -155.99,  -116.00
1991,  5,        0, 1991.3699,  -139.59,  -111.30,    -144.75,  -116.46,    -139.59,  -111.30
1991,  6,        0, 1991.4548,  -106.34,  -110.27,    -113.49,  -117.42,    -106.34,  -110.27
1991,  7,        0, 1991.5370,  -102.41,  -146.61,     -74.06,  -118.26,    -102.41,  -146.61
1991,  8,        0, 1991.6219,   -52.83,  -118.67,     -53.18,  -119.03,     -52.83,  -118.67
1991,  9,        0, 1991.7068,   -85.15,  -141.16,     -63.67,  -119.69,     -85.15,  -141.16
1991, 10,        0, 1991.7890,  -101.32,  -129.24,     -92.30,  -120.22,    -101.32,  -129.24
1991, 11,        0, 1991.8740,  -120.76,  -119.75,    -121.70,  -120.69,    -120.76,  -119.75
1991, 12,        0, 1991.9562,  -143.12,  -124.86,    -139.34,  -121.09,    -143.12,  -124.86
1992,  1,        0, 1992.0410,  -150.07,  -119.69,    -151.88,  -121.50,    -150.07,  -119.69
1992,  2,        0, 1992.1257,  -155.71,  -115.33,    -162.33,  -121.95,    -155.71,  -115.33
1992,  3,        0, 1992.2049,  -156.32,  -113.26,    -165.50,  -122.44,    -156.32,  -113.26
1992,  4,        0, 1992.2896,  -156.90,  -117.04,    -162.92,  -123.07,    -156.90,  -117.04
1992,  5,        0, 1992.3716,  -150.15,  -122.28,    -151.64,  -123.77,    -150.15,  -122.28
1992,  6,        0, 1992.4563,  -121.54,  -126.20,    -119.93,  -124.59,    -121.54,  -126.20
1992,  7,        0, 1992.5383,   -83.23,  -127.97,     -80.71,  -125.45,     -83.23,  -127.97
1992,  8,        0, 1992.6230,   -69.92,  -135.83,     -60.49,  -126.40,     -69.92,  -135.83
1992,  9,        0, 1992.7077,   -99.99,     0.00,     -71.59,  -127.39,     -71.59,  -127.39
1992, 10,        0, 1992.7896,   -97.06,  -124.77,    -100.69,  -128.39,     -97.06,  -124.77
1992, 11,        0, 1992.8743,   -99.99,     0.00,    -130.58,  -129.48,    -130.58,  -129.48
1992, 12,        0, 1992.9563,  -158.86,  -140.59,    -148.84,  -130.57,    -158.86,  -140.59
1993,  1,        0, 1993.0411,  -151.01,  -120.62,    -162.14,  -131.75,    -151.01,  -120.62
1993,  2,        0, 1993.1260,  -166.03,  -125.62,    -173.40,  -132.99,    -166.03,  -125.62
1993,  3,        0, 1993.2027,  -167.60,  -124.52,    -177.24,  -134.16,    -167.60,  -124.52
1993,  4,        0, 1993.2877,  -179.55,  -139.56,    -175.51,  -135.52,    -179.55,  -139.56
1993,  5,        0, 1993.3699,  -163.36,  -135.07,    -165.15,  -136.86,    -163.36,  -135.07
1993,  6,        0, 1993.4548,  -135.10,  -139.03,    -134.34,  -138.27,    -135.10,  -139.03
1993,  7,        0, 1993.5370,  -100.94,  -145.14,     -95.42,  -139.63,    -100.94,  -145.14
1993,  8,        0, 1993.6219,   -81.71,  -147.56,     -75.17,  -141.02,     -81.71,  -147.56
1993,  9,        0, 1993.7068,   -92.42,  -148.44,     -86.37,  -142.39,     -92.42,  -148.44
1993, 10,        0, 1993.7890,  -117.61,  -145.53,    -115.79,  -143.72,    -117.61,  -145.53
1993, 11,        0, 1993.8740,  -132.38,  -131.37,    -146.13,  -145.12,    -132.38,  -131.37
1993, 12,        0, 1993.9562,  -160.11,  -141.85,    -164.78,  -146.53,    -160.11,  -141.85
1994,  1,        0, 1994.0411,  -175.68,  -145.28,    -178.45,  -148.05,    -175.68,  -145.28
1994,  2,        0, 1994.1260,  -186.47,  -146.07,    -190.06,  -149.65,    -186.47,  -146.07
1994,  3,        0, 1994.2027,  -189.28,  -146.20,    -194.24,  -151.16,    -189.28,  -146.20
1994,  4,        0, 1994.2877,  -191.48,  -151.49,    -192.88,  -152.89,    -191.48,  -151.49
1994,  5,        0, 1994.3699,  -185.96,  -157.67,    -182.91,  -154.62,    -185.96,  -157.67
1994,  6,        0, 1994.4548,  -144.75,  -148.68,    -152.49,  -156.42,    -144.75,  -148.68
1994,  7,        0, 1994.5370,  -114.58,  -158.78,    -113.96,  -158.16,    -114.58,  -158.78
1994,  8,        0, 1994.6219,   -98.97,  -164.82,     -94.08,  -159.93,     -98.97,  -164.82
1994,  9,        0, 1994.7068,  -104.15,  -160.17,    -105.59,  -161.61,    -104.15,  -160.17
1994, 10,        0, 1994.7890,  -143.15,  -171.08,    -135.21,  -163.14,    -143.15,  -171.08
1994, 11,        0, 1994.8740,  -177.81,  -176.80,    -165.61,  -164.60,    -177.81,  -176.80
1994, 12,        0, 1994.9562,  -190.80,  -172.55,    -184.17,  -165.92,    -190.80,  -172.55
1995,  1,        0, 1995.0411,  -196.29,  -165.89,    -197.60,  -167.21,    -196.29,  -165.89
1995,  2,        0, 1995.1260,  -192.41,  -152.00,    -208.91,  -168.50,    -192.41,  -152.00
1995,  3,        0, 1995.2027,  -210.30,  -167.22,    -212.80,  -169.72,    -210.30,  -167.22
1995,  4,        0, 1995.2877,  -195.93,  -155.94,    -211.16,  -171.17,    -195.93,  -155.94
1995,  5,        0, 1995.3699,  -186.58,  -158.29,    -200.98,  -172.69,    -186.58,  -158.29
1995,  6,        0, 1995.4548,  -175.48,  -179.41,    -170.44,  -174.37,    -175.48,  -179.41
1995,  7,        0, 1995.5370,  -130.41,  -174.62,    -131.87,  -176.08,    -130.41,  -174.62
1995,  8,        0, 1995.6219,  -115.97,  -181.82,    -112.03,  -177.88,    -115.97,  -181.82
1995,  9,        0, 1995.7068,  -129.78,  -185.80,    -123.66,  -179.68,    -129.78,  -185.80
1995, 10,        0, 1995.7890,  -142.94,  -170.86,    -153.48,  -181.40,    -142.94,  -170.86
1995, 11,        0, 1995.8740,  -166.35,  -165.34,    -184.16,  -183.15,    -166.35,  -165.34
1995, 12,        0, 1995.9562,  -239.13,  -220.88,    -203.04,  -184.79,    -239.13,  -220.88
1996,  1,        0, 1996.0410,  -222.12,  -191.74,    -216.78,  -186.40,    -222.12,  -191.74
1996,  2,        0, 1996.1257,  -229.55,  -189.17,    -228.31,  -187.93,    -229.55,  -189.17
1996,  3,        0, 1996.2049,  -227.41,  -184.35,    -232.34,  -189.28,    -227.41,  -184.35
1996,  4,        0, 1996.2896,  -220.67,  -180.82,    -230.52,  -190.67,    -220.67,  -180.82
1996,  5,        0, 1996.3716,  -218.57,  -190.70,    -219.81,  -191.95,    -218.57,  -190.70
1996,  6,        0, 1996.4563,  -202.02,  -206.68,    -188.52,  -193.18,    -202.02,  -206.68
1996,  7,        0, 1996.5383,   -99.99,     0.00,    -149.53,  -194.27,    -149.53,  -194.27
1996,  8,        0, 1996.6230,  -141.98,  -207.89,    -129.38,  -195.29,    -141.98,  -207.89
1996,  9,        0, 1996.7077,  -139.00,  -194.80,    -140.40,  -196.20,    -139.00,  -194.80
1996, 10,        0, 1996.7896,  -174.14,  -201.85,    -169.31,  -197.01,    -174.14,  -201.85
1996, 11,        0, 1996.8743,  -183.36,  -182.25,    -198.94,  -197.83,    -183.36,  -182.25
1996, 12,        0, 1996.9563,  -198.85,  -180.57,    -216.92,  -198.64,    -198.85,  -180.57
1997,  1,        0, 1997.0411,  -222.25,  -191.85,    -229.93,  -199.54,    -222.25,  -191.85
1997,  2,        0, 1997.1260,  -241.75,  -201.34,    -240.91,  -200.50,    -241.75,  -201.34
1997,  3,        0, 1997.2027,  -234.11,  -191.03,    -244.51,  -201.43,    -234.11,  -191.03
1997,  4,        0, 1997.2877,  -244.84,  -204.85,    -242.52,  -202.53,    -244.84,  -204.85
1997,  5,        0, 1997.3699,  -225.28,  -196.99,    -231.94,  -203.65,    -225.28,  -196.99
1997,  6,        0, 1997.4548,  -203.81,  -207.74,    -200.92,  -204.85,    -203.81,  -207.74
1997,  7,        0, 1997.5370,  -171.94,  -216.14,    -161.83,  -206.04,    -171.94,  -216.14
1997,  8,        0, 1997.6219,  -138.27,  -204.12,    -141.42,  -207.27,    -138.27,  -204.12
1997,  9,        0, 1997.7068,  -151.73,  -207.74,    -152.49,  -208.51,    -151.73,  -207.74
1997, 10,        0, 1997.7890,  -190.84,  -218.76,    -181.80,  -209.72,    -190.84,  -218.76
1997, 11,        0, 1997.8740,  -199.85,  -198.84,    -212.01,  -211.00,    -199.85,  -198.84
1997, 12,        0, 1997.9562,  -218.62,  -200.37,    -230.55,  -212.30,    -218.62,  -200.37
1998,  1,        0, 1998.0411,  -239.54,  -209.14,    -244.09,  -213.70,    -239.54,  -209.14
1998,  2,        0, 1998.1260,  -250.48,  -210.07,    -255.58,  -215.17,    -250.48,  -210.07
1998,  3,        0, 1998.2027,  -257.21,  -214.13,    -259.65,  -216.57,    -257.21,  -214.13
1998,  4,        0, 1998.2877,  -259.48,  -219.49,    -258.17,  -218.18,    -259.48,  -219.49
1998,  5,        0, 1998.3699,  -252.18,  -223.89,    -248.09,  -219.80,    -252.18,  -223.89
1998,  6,        0, 1998.4548,  -201.90,  -205.83,    -217.58,  -221.51,    -201.90,  -205.83
1998,  7,        0, 1998.5370,  -178.55,  -222.76,    -178.99,  -223.19,    -178.55,  -222.76
1998,  8,        0, 1998.6219,  -169.71,  -235.56,    -159.10,  -224.95,    -169.71,  -235.56
1998,  9,        0, 1998.7068,  -177.70,  -233.71,    -170.68,  -226.70,    -177.70,  -233.71
1998, 10,        0, 1998.7890,  -213.32,  -241.25,    -200.44,  -228.36,    -213.32,  -241.25
1998, 11,        0, 1998.8740,   -99.99,     0.00,    -231.07,  -230.06,    -231.07,  -230.06
1998, 12,        0, 1998.9562,   -99.99,     0.00,    -249.93,  -231.67,    -249.93,  -231.67
1999,  1,        0, 1999.0411,  -239.95,  -209.55,    -263.72,  -233.32,    -239.95,  -209.55
1999,  2,        0, 1999.1260,   -99.99,     0.00,    -275.36,  -234.95,    -275.36,  -234.95
1999,  3,        0, 1999.2027,  -282.31,  -239.23,    -279.48,  -236.40,    -282.31,  -239.23
1999,  4,        0, 1999.2877,  -297.70,  -257.71,    -277.96,  -237.97,    -297.70,  -257.71
1999,  5,        0, 1999.3699,  -268.49,  -240.20,    -267.76,  -239.47,    -268.49,  -240.20
1999,  6,        0, 1999.4548,  -243.43,  -247.36,    -237.06,  -240.99,    -243.43,  -247.36
1999,  7,        0, 1999.5370,  -197.29,  -241.50,    -198.26,  -242.46,    -197.29,  -241.50
1999,  8,        0, 1999.6219,  -192.00,  -257.85,    -178.14,  -243.99,    -192.00,  -257.85
1999,  9,        0, 1999.7068,  -191.66,  -247.68,    -189.53,  -245.55,    -191.66,  -247.68
1999, 10,        0, 1999.7890,  -216.32,  -244.25,    -219.20,  -247.12,    -216.32,  -244.25
1999, 11,        0, 1999.8740,  -228.27,  -227.26,    -249.86,  -248.85,    -228.27,  -227.26
1999, 12,        0, 1999.9562,  -249.90,  -231.65,    -268.90,  -250.64,    -249.90,  -231.65
2000,  1,        0, 2000.0410,  -275.75,  -245.37,    -283.01,  -252.63,    -275.75,  -245.37
2000,  2,        0, 2000.1257,  -286.22,  -245.84,    -295.15,  -254.77,    -286.22,  -245.84
2000,  3,        0, 2000.2049,  -300.32,  -257.26,    -299.95,  -256.89,    -300.32,  -257.26
2000,  4,        0, 2000.2896,  -290.59,  -250.74,    -299.11,  -259.26,    -290.59,  -250.74
2000,  5,        0, 2000.3716,  -285.45,  -257.58,    -289.47,  -261.61,    -285.45,  -257.58
2000,  6,        0, 2000.4563,  -263.27,  -267.93,    -259.40,  -264.06,    -263.27,  -267.93
2000,  7,        0, 2000.5383,  -225.75,  -270.49,    -221.64,  -266.38,    -225.75,  -270.49
2000,  8,        0, 2000.6230,  -208.00,  -273.91,    -202.78,  -268.69,    -208.00,  -273.91
2000,  9,        0, 2000.7077,  -226.26,  -282.07,    -215.06,  -270.86,    -226.26,  -282.07
2000, 10,        0, 2000.7896,  -246.45,  -274.16,    -245.10,  -272.81,    -246.45,  -274.16
2000, 11,        0, 2000.8743,  -287.44,  -286.33,    -275.76,  -274.65,    -287.44,  -286.33
2000, 12,        0, 2000.9563,  -291.03,  -272.75,    -294.55,  -276.27,    -291.03,  -272.75
2001,  1,        0, 2001.0411,  -307.61,  -277.22,    -308.18,  -277.79,    -307.61,  -277.22
2001,  2,        0, 2001.1260,  -316.91,  -276.50,    -319.57,  -279.16,    -316.91,  -276.50
2001,  3,        0, 2001.2027,  -337.95,  -294.87,    -323.37,  -280.30,    -337.95,  -294.87
2001,  4,        0, 2001.2877,  -321.80,  -281.81,    -321.43,  -281.44,    -321.80,  -281.81
2001,  5,        0, 2001.3699,  -301.05,  -272.75,    -310.76,  -282.47,    -301.05,  -272.75
2001,  6,        0, 2001.4548,  -285.93,  -289.86,    -279.54,  -283.48,    -285.93,  -289.86
2001,  7,        0, 2001.5370,  -232.66,  -276.86,    -240.21,  -284.42,    -232.66,  -276.86
2001,  8,        0, 2001.6219,  -226.24,  -292.08,    -219.53,  -285.37,    -226.24,  -292.08
2001,  9,        0, 2001.7068,  -221.54,  -277.55,    -230.32,  -286.33,    -221.54,  -277.55
2001, 10,        0, 2001.7890,  -263.54,  -291.47,    -259.35,  -287.28,    -263.54,  -291.47
2001, 11,        0, 2001.8740,  -299.59,  -298.58,    -289.29,  -288.28,    -299.59,  -298.58
2001, 12,        0, 2001.9562,  -304.29,  -286.04,    -307.55,  -289.30,    -304.29,  -286.04
2002,  1,        0, 2002.0411,  -321.02,  -290.62,    -320.82,  -290.42,    -321.02,  -290.62
2002,  2,        0, 2002.1260,   -99.99,     0.00,    -332.06,  -291.65,    -332.06,  -291.65
2002,  3,        0, 2002.2027,  -327.88,  -284.80,    -335.94,  -292.86,    -327.88,  -284.80
2002,  4,        0, 2002.2877,  -317.40,  -277.41,    -334.32,  -294.34,    -317.40,  -277.41
2002,  5,        0, 2002.3699,  -325.76,  -297.46,    -324.18,  -295.89,    -325.76,  -297.46
2002,  6,        0, 2002.4548,  -301.42,  -305.35,    -293.69,  -297.62,    -301.42,  -305.35
2002,  7,        0, 2002.5370,  -248.37,  -292.58,    -255.17,  -299.38,    -248.37,  -292.58
2002,  8,        0, 2002.6219,  -215.07,  -280.92,    -235.46,  -301.31,    -215.07,  -280.92
2002,  9,        0, 2002.7068,  -248.72,  -304.74,    -247.31,  -303.33,    -248.72,  -304.74
2002, 10,        0, 2002.7890,  -275.64,  -303.56,    -277.43,  -305.36,    -275.64,  -303.56
2002, 11,        0, 2002.8740,   -99.99,     0.00,    -308.53,  -307.52,    -308.53,  -307.52
2002, 12,        0, 2002.9562,  -317.38,  -299.13,    -327.89,  -309.64,    -317.38,  -299.13
2003,  1,        0, 2003.0411,   -99.99,     0.00,    -342.24,  -311.84,    -342.24,  -311.84
2003,  2,        0, 2003.1260,  -354.35,  -313.94,    -354.43,  -314.02,    -354.35,  -313.94
2003,  3,        0, 2003.2027,  -365.93,  -322.85,    -359.03,  -315.95,    -365.93,  -322.85
2003,  4,        0, 2003.2877,  -361.46,  -321.47,    -358.00,  -318.01,    -361.46,  -321.47
2003,  5,        0, 2003.3699,  -361.50,  -333.21,    -348.19,  -319.90,    -361.50,  -333.21
2003,  6,        0, 2003.4548,  -327.68,  -331.61,    -317.80,  -321.73,    -327.68,  -331.61
2003,  7,        0, 2003.5370,  -278.52,  -322.73,    -279.21,  -323.42,    -278.52,  -322.73
2003,  8,        0, 2003.6219,  -241.63,  -307.48,    -259.25,  -325.10,    -241.63,  -307.48
2003,  9,        0, 2003.7068,  -263.75,  -319.77,    -270.73,  -326.75,    -263.75,  -319.77
2003, 10,        0, 2003.7890,  -300.26,  -328.19,    -300.43,  -328.35,    -300.26,  -328.19
2003, 11,        0, 2003.8740,   -99.99,     0.00,    -331.01,  -330.00,    -331.01,  -330.00
2003, 12,        0, 2003.9562,  -344.40,  -326.14,    -349.86,  -331.60,    -344.40,  -326.14
2004,  1,        0, 2004.0410,   -99.99,     0.00,    -363.63,  -333.25,    -363.63,  -333.25
2004,  2,        0, 2004.1257,  -379.51,  -339.13,    -375.28,  -334.90,    -379.51,  -339.13
2004,  3,        0, 2004.2049,  -365.47,  -322.41,    -379.48,  -336.42,    -365.47,  -322.41
2004,  4,        0, 2004.2896,  -394.10,  -354.25,    -377.89,  -338.04,    -394.10,  -354.25
2004,  5,        0, 2004.3716,  -368.79,  -340.93,    -367.46,  -339.60,    -368.79,  -340.93
2004,  6,        0, 2004.4563,  -342.43,  -347.09,    -336.53,  -341.19,    -342.43,  -347.09
2004,  7,        0, 2004.5383,  -303.68,  -348.42,    -298.00,  -342.74,    -303.68,  -348.42
2004,  8,        0, 2004.6230,   -99.99,     0.00,    -278.43,  -344.34,    -278.43,  -344.34
2004,  9,        0, 2004.7077,  -268.40,  -324.20,    -290.17,  -345.97,    -268.40,  -324.20
2004, 10,        0, 2004.7896,  -316.93,  -344.63,    -319.89,  -347.60,    -316.93,  -344.63
2004, 11,        0, 2004.8743,   -99.99,     0.00,    -350.44,  -349.33,    -350.44,  -349.33
2004, 12,        0, 2004.9563,  -368.08,  -349.80,    -369.35,  -351.07,    -368.08,  -349.80
2005,  1,        0, 2005.0411,  -364.23,  -333.83,    -383.33,  -352.93,    -364.23,  -333.83
2005,  2,        0, 2005.1260,  -395.05,  -354.64,    -395.27,  -354.86,    -395.05,  -354.64
2005,  3,        0, 2005.2027,  -404.08,  -361.00,    -399.73,  -356.65,    -404.08,  -361.00
2005,  4,        0, 2005.2877,  -399.86,  -359.87,    -398.66,  -358.67,    -399.86,  -359.87
2005,  5,        0, 2005.3699,  -383.17,  -354.87,    -388.94,  -360.65,    -383.17,  -354.87
2005,  6,        0, 2005.4548,  -365.02,  -368.95,    -358.78,  -362.71,    -365.02,  -368.95
2005,  7,        0, 2005.5370,  -328.27,  -372.48,    -320.50,  -364.70,    -328.27,  -372.48
2005,  8,        0, 2005.6219,  -300.73,  -366.58,    -300.91,  -366.76,    -300.73,  -366.58
2005,  9,        0, 2005.7068,  -312.60,  -368.61,    -312.79,  -368.81,    -312.60,  -368.61
2005, 10,        0, 2005.7890,  -341.72,  -369.65,    -342.87,  -370.79,    -341.72,  -369.65
2005, 11,        0, 2005.8740,   -99.99,     0.00,    -373.85,  -372.84,    -373.85,  -372.84
2005, 12,        0, 2005.9562,  -381.27,  -363.01,    -393.07,  -374.81,    -381.27,  -363.01
2006,  1,        0, 2006.0411,  -407.19,  -376.80,    -407.23,  -376.84,    -407.19,  -376.80
2006,  2,        0, 2006.1260,  -431.28,  -390.87,    -419.25,  -378.84,    -431.28,  -390.87
2006,  3,        0, 2006.2027,  -424.75,  -381.67,    -423.69,  -380.61,    -424.75,  -381.67
2006,  4,        0, 2006.2877,  -423.73,  -383.74,    -422.53,  -382.54,    -423.73,  -383.74
2006,  5,        0, 2006.3699,  -414.56,  -386.27,    -412.66,  -384.37,    -414.56,  -386.27
2006,  6,        0, 2006.4548,  -385.67,  -389.60,    -382.29,  -386.22,    -385.67,  -389.60
2006,  7,        0, 2006.5370,  -350.25,  -394.45,    -343.78,  -387.99,    -350.25,  -394.45
2006,  8,        0, 2006.6219,  -319.59,  -385.44,    -323.96,  -389.80,    -319.59,  -385.44
2006,  9,        0, 2006.7068,  -333.12,  -389.14,    -335.60,  -391.62,    -333.12,  -389.14
2006, 10,        0, 2006.7890,  -357.60,  -385.52,    -365.47,  -393.39,    -357.60,  -385.52
2006, 11,        0, 2006.8740,  -387.51,  -386.50,    -396.26,  -395.25,    -387.51,  -386.50
2006, 12,        0, 2006.9562,   -99.99,     0.00,    -415.32,  -397.06,    -415.32,  -397.06
2007,  1,        0, 2007.0411,  -444.08,  -413.68,    -429.33,  -398.94,    -444.08,  -413.68
2007,  2,        0, 2007.1260,  -441.01,  -400.60,    -441.21,  -400.80,    -441.01,  -400.60
2007,  3,        0, 2007.2027,  -454.66,  -411.58,    -445.55,  -402.47,    -454.66,  -411.58
2007,  4,        0, 2007.2877,  -459.70,  -419.72,    -444.28,  -404.29,    -459.70,  -419.72
2007,  5,        0, 2007.3699,  -428.31,  -400.01,    -434.32,  -406.02,    -428.31,  -400.01
2007,  6,        0, 2007.4548,  -404.30,  -408.23,    -403.87,  -407.80,    -404.30,  -408.23
2007,  7,        0, 2007.5370,  -369.75,  -413.95,    -365.30,  -409.51,    -369.75,  -413.95
2007,  8,        0, 2007.6219,  -347.06,  -412.91,    -345.42,  -411.27,    -347.06,  -412.91
2007,  9,        0, 2007.7068,  -353.18,  -409.20,    -357.01,  -413.02,    -353.18,  -409.20
2007, 10,        0, 2007.7890,  -382.90,  -410.83,    -386.81,  -414.73,    -382.90,  -410.83
2007, 11,        0, 2007.8740,   -99.99,     0.00,    -417.52,  -416.51,    -417.52,  -416.51
2007, 12,        0, 2007.9562,  -434.29,  -416.04,    -436.50,  -418.25,    -434.29,  -416.04
2008,  1,        0, 2008.0410,  -441.60,  -411.22,    -450.43,  -420.05,    -441.60,  -411.22
2008,  2,        0, 2008.1257,  -455.66,  -415.28,    -462.23,  -421.85,    -455.66,  -415.28
2008,  3,        0, 2008.2049,   -99.99,     0.00,    -466.60,  -423.54,    -466.60,  -423.54
2008,  4,        0, 2008.2896,  -470.18,  -430.33,    -465.19,  -425.34,    -470.18,  -430.33
2008,  5,        0, 2008.3716,  -458.68,  -430.82,    -454.90,  -427.04,    -458.68,  -430.82
2008,  6,        0, 2008.4563,  -441.55,  -446.21,    -424.08,  -428.74,    -441.55,  -446.21
2008,  7,        0, 2008.5383,  -375.16,  -419.90,    -385.61,  -430.35,    -375.16,  -419.90
2008,  8,        0, 2008.6230,  -376.87,  -442.78,    -366.06,  -431.97,    -376.87,  -442.78
2008,  9,        0, 2008.7077,   -99.99,     0.00,    -377.74,  -433.54,    -377.74,  -433.54
2008, 10,        0, 2008.7896,  -413.01,  -440.72,    -407.32,  -435.02,    -413.01,  -440.72
2008, 11,        0, 2008.8743,  -434.86,  -433.76,    -437.63,  -436.53,    -434.86,  -433.76
2008, 12,        0, 2008.9563,  -452.73,  -434.46,    -456.24,  -437.97,    -452.73,  -434.46
2009,  1,        0, 2009.0411,  -467.30,  -436.91,    -469.86,  -439.47,    -467.30,  -436.91
2009,  2,        0, 2009.1260,  -483.27,  -442.86,    -481.38,  -440.98,    -483.27,  -442.86
2009,  3,        0, 2009.2027,  -487.36,  -444.28,    -485.44,  -442.36,    -487.36,  -444.28
2009,  4,        0, 2009.2877,  -484.38,  -444.39,    -483.92,  -443.93,    -484.38,  -444.39
2009,  5,        0, 2009.3699,  -481.89,  -453.60,    -473.79,  -445.50,    -481.89,  -453.60
2009,  6,        0, 2009.4548,  -431.08,  -435.01,    -443.27,  -447.20,    -431.08,  -435.01
2009,  7,        0, 2009.5370,   -99.99,     0.00,    -404.73,  -448.94,    -404.73,  -448.94
2009,  8,        0, 2009.6219,  -384.88,  -450.73,    -384.98,  -450.83,    -384.88,  -450.73
2009,  9,        0, 2009.7068,  -382.33,  -438.34,    -396.80,  -452.82,    -382.33,  -438.34
2009, 10,        0, 2009.7890,  -420.94,  -448.87,    -426.92,  -454.85,    -420.94,  -448.87
2009, 11,        0, 2009.8740,  -439.33,  -438.32,    -458.04,  -457.03,    -439.33,  -438.32
