" Monthly averaged odata for station CGO       
"
""
" /data/instrument/database_active//curves///cgoo_mon.csv                                                                                                                                                                                                         
"
""
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats.  Column 5 gives the o concentration in per-meg units."
" This is the standard version of the data most often sought.  The monthly values have "
" been adjusted to 24:00 hours on the 15th of each month.  Column 6 gives the same "
" data after a seasonal adjustment to remove the quasi-regular seasonal cycle.  The "
" adjustment involves subtracting from the data a 4-harmonic fit. "
" Column 7 is a smoothed version of the data generated from a stiff"
" cubic spline function plus 4-harmonic functions. Column 8 is the same smoothed "
" version with the seasonal cycle removed. Column 9 is identical to Column 5 except "
" that the missing values from Column 5 have been filled with values from Column 7."
" Column 10 is identical to Column 6 except missing values have been filled with "
" values from Column 8.  Missing values are denoted by -99.99"
1993,  3,        0, 1993.2027,   -86.92,  -115.47,     -85.18,  -113.73,     -86.92,  -115.47
1993,  4,        0, 1993.2877,   -94.40,  -113.34,     -95.65,  -114.59,     -94.40,  -113.34
1993,  5,        0, 1993.3699,  -110.98,  -117.99,    -108.47,  -115.48,    -110.98,  -117.99
1993,  6,        0, 1993.4548,  -116.88,  -111.61,    -121.76,  -116.49,    -116.88,  -111.61
1993,  7,        0, 1993.5370,  -129.30,  -114.04,    -132.82,  -117.56,    -129.30,  -114.04
1993,  8,        0, 1993.6219,  -141.80,  -114.72,    -145.85,  -118.78,    -141.80,  -114.72
1993,  9,        0, 1993.7068,  -155.78,  -121.36,    -154.53,  -120.11,    -155.78,  -121.36
1993, 10,        0, 1993.7890,  -143.41,  -115.72,    -149.17,  -121.48,    -143.41,  -115.72
1993, 11,        0, 1993.8740,  -142.40,  -131.79,    -133.58,  -122.96,    -142.40,  -131.79
1993, 12,        0, 1993.9562,  -116.94,  -125.57,    -115.79,  -124.42,    -116.94,  -125.57
1994,  1,        0, 1994.0411,  -111.00,  -137.35,     -99.58,  -125.93,    -111.00,  -137.35
1994,  2,        0, 1994.1260,   -95.22,  -128.15,     -94.51,  -127.43,     -95.22,  -128.15
1994,  3,        0, 1994.2027,  -100.74,  -129.29,    -100.25,  -128.80,    -100.74,  -129.29
1994,  4,        0, 1994.2877,  -110.59,  -129.53,    -111.38,  -130.32,    -110.59,  -129.53
1994,  5,        0, 1994.3699,  -123.93,  -130.94,    -124.80,  -131.82,    -123.93,  -130.94
1994,  6,        0, 1994.4548,  -133.99,  -128.72,    -138.67,  -133.40,    -133.99,  -128.72
1994,  7,        0, 1994.5370,  -145.07,  -129.81,    -150.22,  -134.96,    -145.07,  -129.81
1994,  8,        0, 1994.6219,  -163.21,  -136.13,    -163.68,  -136.61,    -163.21,  -136.13
1994,  9,        0, 1994.7068,  -174.65,  -140.23,    -172.68,  -138.26,    -174.65,  -140.23
1994, 10,        0, 1994.7890,  -167.93,  -140.24,    -167.54,  -139.85,    -167.93,  -140.24
1994, 11,        0, 1994.8740,  -162.99,  -152.37,    -152.09,  -141.47,    -162.99,  -152.37
1994, 12,        0, 1994.9562,  -137.49,  -146.12,    -134.38,  -143.01,    -137.49,  -146.12
1995,  1,        0, 1995.0411,  -113.25,  -139.60,    -118.24,  -144.59,    -113.25,  -139.60
1995,  2,        0, 1995.1260,  -106.31,  -139.23,    -113.26,  -146.19,    -106.31,  -139.23
1995,  3,        0, 1995.2027,  -113.11,  -141.66,    -119.12,  -147.67,    -113.11,  -141.66
1995,  4,        0, 1995.2877,  -133.45,  -152.38,    -130.41,  -149.34,    -133.45,  -152.38
1995,  5,        0, 1995.3699,  -142.70,  -149.72,    -143.98,  -151.00,    -142.70,  -149.72
1995,  6,        0, 1995.4548,  -153.58,  -148.31,    -157.99,  -152.72,    -153.58,  -148.31
1995,  7,        0, 1995.5370,  -167.03,  -151.77,    -169.66,  -154.40,    -167.03,  -151.77
1995,  8,        0, 1995.6219,  -180.97,  -153.90,    -183.17,  -156.10,    -180.97,  -153.90
1995,  9,        0, 1995.7068,  -194.39,  -159.97,    -192.15,  -157.73,    -194.39,  -159.97
1995, 10,        0, 1995.7890,  -199.35,  -171.67,    -186.89,  -159.20,    -199.35,  -171.67
1995, 11,        0, 1995.8740,  -172.04,  -161.42,    -171.19,  -160.57,    -172.04,  -161.42
1995, 12,        0, 1995.9562,  -158.89,  -167.52,    -153.13,  -161.76,    -158.89,  -167.52
1996,  1,        0, 1996.0410,  -142.31,  -168.64,    -136.51,  -162.84,    -142.31,  -168.64
1996,  2,        0, 1996.1257,  -133.45,  -166.38,    -130.87,  -163.80,    -133.45,  -166.38
1996,  3,        0, 1996.2049,  -139.64,  -167.98,    -136.30,  -164.64,    -139.64,  -167.98
1996,  4,        0, 1996.2896,  -137.90,  -156.58,    -146.83,  -165.51,    -137.90,  -156.58
1996,  5,        0, 1996.3716,  -158.27,  -165.02,    -159.64,  -166.39,    -158.27,  -165.02
1996,  6,        0, 1996.4563,  -164.87,  -159.41,    -172.83,  -167.37,    -164.87,  -159.41
1996,  7,        0, 1996.5383,  -179.27,  -163.85,    -183.84,  -168.42,    -179.27,  -163.85
1996,  8,        0, 1996.6230,  -191.46,  -164.24,    -196.81,  -169.60,    -191.46,  -164.24
1996,  9,        0, 1996.7077,  -208.76,  -174.33,    -205.29,  -170.87,    -208.76,  -174.33
1996, 10,        0, 1996.7896,  -199.69,  -172.09,    -199.75,  -172.16,    -199.69,  -172.09
1996, 11,        0, 1996.8743,  -193.62,  -183.07,    -184.08,  -173.54,    -193.62,  -183.07
1996, 12,        0, 1996.9563,  -164.18,  -172.84,    -166.25,  -174.91,    -164.18,  -172.84
1997,  1,        0, 1997.0411,  -143.98,  -170.33,    -150.01,  -176.35,    -143.98,  -170.33
1997,  2,        0, 1997.1260,  -148.99,  -181.92,    -144.89,  -177.82,    -148.99,  -181.92
1997,  3,        0, 1997.2027,  -155.34,  -183.89,    -150.59,  -179.14,    -155.34,  -183.89
1997,  4,        0, 1997.2877,  -160.02,  -178.96,    -161.64,  -180.58,    -160.02,  -178.96
1997,  5,        0, 1997.3699,  -176.98,  -184.00,    -174.94,  -181.96,    -176.98,  -184.00
1997,  6,        0, 1997.4548,  -194.53,  -189.26,    -188.64,  -183.38,    -194.53,  -189.26
1997,  7,        0, 1997.5370,  -199.25,  -183.99,    -200.01,  -184.75,    -199.25,  -183.99
1997,  8,        0, 1997.6219,  -209.29,  -182.22,    -213.26,  -186.19,    -209.29,  -182.22
1997,  9,        0, 1997.7068,  -223.88,  -189.46,    -222.07,  -187.65,    -223.88,  -189.46
1997, 10,        0, 1997.7890,  -216.05,  -188.36,    -216.80,  -189.11,    -216.05,  -188.36
1997, 11,        0, 1997.8740,  -198.78,  -188.16,    -201.29,  -190.67,    -198.78,  -188.16
1997, 12,        0, 1997.9562,  -183.86,  -192.49,    -183.60,  -192.23,    -183.86,  -192.49
1998,  1,        0, 1998.0411,  -166.65,  -193.00,    -167.56,  -193.90,    -166.65,  -193.00
1998,  2,        0, 1998.1260,  -158.70,  -191.63,    -162.71,  -195.63,    -158.70,  -191.63
1998,  3,        0, 1998.2027,  -172.65,  -201.19,    -168.70,  -197.25,    -172.65,  -201.19
1998,  4,        0, 1998.2877,  -175.95,  -194.88,    -180.14,  -199.08,    -175.95,  -194.88
1998,  5,        0, 1998.3699,  -194.20,  -201.22,    -193.88,  -200.90,    -194.20,  -201.22
1998,  6,        0, 1998.4548,  -206.87,  -201.60,    -208.08,  -202.81,    -206.87,  -201.60
1998,  7,        0, 1998.5370,  -219.82,  -204.56,    -219.94,  -204.68,    -219.82,  -204.56
1998,  8,        0, 1998.6219,  -232.89,  -205.82,    -233.69,  -206.62,    -232.89,  -205.82
1998,  9,        0, 1998.7068,  -245.21,  -210.79,    -242.95,  -208.53,    -245.21,  -210.79
1998, 10,        0, 1998.7890,  -240.89,  -213.20,    -238.04,  -210.35,    -240.89,  -213.20
1998, 11,        0, 1998.8740,  -221.76,  -211.14,    -222.80,  -212.18,    -221.76,  -211.14
1998, 12,        0, 1998.9562,  -208.15,  -216.78,    -205.27,  -213.90,    -208.15,  -216.78
1999,  1,        0, 1999.0411,  -185.51,  -211.86,    -189.25,  -215.60,    -185.51,  -211.86
1999,  2,        0, 1999.1260,  -188.34,  -221.26,    -184.30,  -217.23,    -188.34,  -221.26
1999,  3,        0, 1999.2027,  -195.19,  -223.73,    -190.09,  -218.64,    -195.19,  -223.73
1999,  4,        0, 1999.2877,  -195.79,  -214.72,    -201.21,  -220.14,    -195.79,  -214.72
1999,  5,        0, 1999.3699,  -216.76,  -223.78,    -214.55,  -221.56,    -216.76,  -223.78
1999,  6,        0, 1999.4548,  -224.53,  -219.26,    -228.29,  -223.02,    -224.53,  -219.26
1999,  7,        0, 1999.5370,  -241.14,  -225.88,    -239.70,  -224.45,    -241.14,  -225.88
1999,  8,        0, 1999.6219,  -254.14,  -227.06,    -253.01,  -225.94,    -254.14,  -227.06
1999,  9,        0, 1999.7068,  -257.62,  -223.20,    -261.89,  -227.47,    -257.62,  -223.20
1999, 10,        0, 1999.7890,  -251.91,  -224.22,    -256.69,  -229.01,    -251.91,  -224.22
1999, 11,        0, 1999.8740,  -240.88,  -230.26,    -241.27,  -230.65,    -240.88,  -230.26
1999, 12,        0, 1999.9562,  -223.99,  -232.62,    -223.63,  -232.26,    -223.99,  -232.62
2000,  1,        0, 2000.0410,  -217.38,  -243.71,    -207.61,  -233.94,    -217.38,  -243.71
2000,  2,        0, 2000.1257,  -205.76,  -238.69,    -202.68,  -235.61,    -205.76,  -238.69
2000,  3,        0, 2000.2049,  -210.28,  -238.62,    -208.80,  -237.14,    -210.28,  -238.62
2000,  4,        0, 2000.2896,  -218.74,  -237.42,    -220.08,  -238.76,    -218.74,  -237.42
2000,  5,        0, 2000.3716,  -232.85,  -239.60,    -233.58,  -240.33,    -232.85,  -239.60
2000,  6,        0, 2000.4563,  -243.47,  -238.01,    -247.40,  -241.94,    -243.47,  -238.01
2000,  7,        0, 2000.5383,  -256.61,  -241.19,    -258.93,  -243.51,    -256.61,  -241.19
2000,  8,        0, 2000.6230,  -272.50,  -245.28,    -272.34,  -245.13,    -272.50,  -245.28
2000,  9,        0, 2000.7077,  -283.54,  -249.12,    -281.14,  -246.72,    -283.54,  -249.12
2000, 10,        0, 2000.7896,  -282.37,  -254.77,    -275.82,  -248.22,    -282.37,  -254.77
2000, 11,        0, 2000.8743,  -265.40,  -254.86,    -260.29,  -249.74,    -265.40,  -254.86
2000, 12,        0, 2000.9563,  -241.81,  -250.47,    -242.53,  -251.19,    -241.81,  -250.47
2001,  1,        0, 2001.0411,  -220.33,  -246.68,    -226.33,  -252.68,    -220.33,  -246.68
2001,  2,        0, 2001.1260,  -218.25,  -251.17,    -221.26,  -254.19,    -218.25,  -251.17
2001,  3,        0, 2001.2027,  -227.31,  -255.85,    -227.02,  -255.56,    -227.31,  -255.85
2001,  4,        0, 2001.2877,  -239.38,  -258.31,    -238.16,  -257.10,    -239.38,  -258.31
2001,  5,        0, 2001.3699,  -249.84,  -256.85,    -251.57,  -258.59,    -249.84,  -256.85
2001,  6,        0, 2001.4548,  -262.17,  -256.90,    -265.40,  -260.13,    -262.17,  -256.90
2001,  7,        0, 2001.5370,  -279.59,  -264.33,    -276.88,  -261.62,    -279.59,  -264.33
2001,  8,        0, 2001.6219,  -291.64,  -264.57,    -290.20,  -263.13,    -291.64,  -264.57
2001,  9,        0, 2001.7068,  -305.42,  -271.00,    -299.01,  -264.59,    -305.42,  -271.00
2001, 10,        0, 2001.7890,  -297.85,  -270.16,    -293.66,  -265.97,    -297.85,  -270.16
2001, 11,        0, 2001.8740,  -271.39,  -260.77,    -277.98,  -267.36,    -271.39,  -260.77
2001, 12,        0, 2001.9562,  -256.90,  -265.53,    -260.07,  -268.70,    -256.90,  -265.53
2002,  1,        0, 2002.0411,   -99.99,     0.00,    -243.74,  -270.09,    -243.74,  -270.09
2002,  2,        0, 2002.1260,  -241.02,  -273.95,    -238.57,  -271.50,    -241.02,  -273.95
2002,  3,        0, 2002.2027,  -242.39,  -270.93,    -244.24,  -272.78,    -242.39,  -270.93
2002,  4,        0, 2002.2877,  -256.78,  -275.72,    -255.29,  -274.23,    -256.78,  -275.72
2002,  5,        0, 2002.3699,  -268.46,  -275.47,    -268.64,  -275.65,    -268.46,  -275.47
2002,  6,        0, 2002.4548,  -284.11,  -278.84,    -282.44,  -277.17,    -284.11,  -278.84
2002,  7,        0, 2002.5370,  -291.54,  -276.28,    -293.94,  -278.68,    -291.54,  -276.28
2002,  8,        0, 2002.6219,  -303.97,  -276.90,    -307.38,  -280.31,    -303.97,  -276.90
2002,  9,        0, 2002.7068,  -313.98,  -279.56,    -316.43,  -282.01,    -313.98,  -279.56
2002, 10,        0, 2002.7890,  -313.82,  -286.14,    -311.41,  -283.72,    -313.82,  -286.14
2002, 11,        0, 2002.8740,  -294.28,  -283.66,    -296.17,  -285.55,    -294.28,  -283.66
2002, 12,        0, 2002.9562,  -278.80,  -287.43,    -278.75,  -287.38,    -278.80,  -287.43
2003,  1,        0, 2003.0411,  -257.16,  -283.50,    -262.97,  -289.32,    -257.16,  -283.50
2003,  2,        0, 2003.1260,  -265.85,  -298.77,    -258.37,  -291.30,    -265.85,  -298.77
2003,  3,        0, 2003.2027,  -264.06,  -292.60,    -264.56,  -293.11,    -264.06,  -292.60
2003,  4,        0, 2003.2877,  -280.20,  -299.14,    -276.18,  -295.11,    -280.20,  -299.14
2003,  5,        0, 2003.3699,  -292.59,  -299.61,    -290.03,  -297.05,    -292.59,  -299.61
2003,  6,        0, 2003.4548,  -306.13,  -300.87,    -304.31,  -299.04,    -306.13,  -300.87
2003,  7,        0, 2003.5370,  -309.76,  -294.50,    -316.22,  -300.96,    -309.76,  -294.50
2003,  8,        0, 2003.6219,  -329.70,  -302.62,    -330.03,  -302.96,    -329.70,  -302.62
2003,  9,        0, 2003.7068,  -341.35,  -306.93,    -339.37,  -304.95,    -341.35,  -306.93
2003, 10,        0, 2003.7890,  -337.39,  -309.70,    -334.55,  -306.87,    -337.39,  -309.70
2003, 11,        0, 2003.8740,  -314.58,  -303.96,    -319.46,  -308.84,    -314.58,  -303.96
2003, 12,        0, 2003.9562,  -305.95,  -314.58,    -302.12,  -310.75,    -305.95,  -314.58
2004,  1,        0, 2004.0410,  -281.71,  -308.04,    -286.39,  -312.72,    -281.71,  -308.04
2004,  2,        0, 2004.1257,  -276.45,  -309.38,    -281.73,  -314.66,    -276.45,  -309.38
2004,  3,        0, 2004.2049,  -289.91,  -318.25,    -288.11,  -316.45,    -289.91,  -318.25
2004,  4,        0, 2004.2896,  -300.55,  -319.23,    -299.62,  -318.30,    -300.55,  -319.23
2004,  5,        0, 2004.3716,  -314.11,  -320.86,    -313.27,  -320.02,    -314.11,  -320.86
2004,  6,        0, 2004.4563,  -331.33,  -325.87,    -327.15,  -321.69,    -331.33,  -325.87
2004,  7,        0, 2004.5383,  -342.70,  -327.28,    -338.62,  -323.20,    -342.70,  -327.28
2004,  8,        0, 2004.6230,  -354.49,  -327.27,    -351.88,  -324.66,    -354.49,  -327.27
2004,  9,        0, 2004.7077,  -359.43,  -325.01,    -360.47,  -326.04,    -359.43,  -325.01
2004, 10,        0, 2004.7896,  -353.56,  -325.96,    -354.93,  -327.33,    -353.56,  -325.96
2004, 11,        0, 2004.8743,  -339.84,  -329.30,    -339.20,  -328.66,    -339.84,  -329.30
2004, 12,        0, 2004.9563,  -317.23,  -325.89,    -321.28,  -329.94,    -317.23,  -325.89
2005,  1,        0, 2005.0411,  -306.18,  -332.52,    -304.95,  -331.30,    -306.18,  -332.52
2005,  2,        0, 2005.1260,  -290.64,  -323.56,    -299.77,  -332.70,    -290.64,  -323.56
2005,  3,        0, 2005.2027,  -306.74,  -335.29,    -305.46,  -334.00,    -306.74,  -335.29
2005,  4,        0, 2005.2877,  -317.81,  -336.75,    -316.55,  -335.48,    -317.81,  -336.75
2005,  5,        0, 2005.3699,  -328.12,  -335.14,    -329.92,  -336.94,    -328.12,  -335.14
2005,  6,        0, 2005.4548,  -343.52,  -338.25,    -343.73,  -338.46,    -343.52,  -338.25
2005,  7,        0, 2005.5370,  -355.68,  -340.42,    -355.19,  -339.93,    -355.68,  -340.42
2005,  8,        0, 2005.6219,  -370.67,  -343.59,    -368.52,  -341.44,    -370.67,  -343.59
2005,  9,        0, 2005.7068,  -378.94,  -344.53,    -377.35,  -342.93,    -378.94,  -344.53
2005, 10,        0, 2005.7890,  -375.92,  -348.24,    -372.04,  -344.35,    -375.92,  -348.24
2005, 11,        0, 2005.8740,  -357.89,  -347.27,    -356.43,  -345.81,    -357.89,  -347.27
2005, 12,        0, 2005.9562,  -325.39,  -334.02,    -338.59,  -347.22,    -325.39,  -334.02
2006,  1,        0, 2006.0411,  -326.41,  -352.76,    -322.34,  -348.69,    -326.41,  -352.76
2006,  2,        0, 2006.1260,  -322.49,  -355.42,    -317.25,  -350.18,    -322.49,  -355.42
2006,  3,        0, 2006.2027,  -318.29,  -346.83,    -323.00,  -351.54,    -318.29,  -346.83
2006,  4,        0, 2006.2877,  -331.42,  -350.36,    -334.17,  -353.10,    -331.42,  -350.36
2006,  5,        0, 2006.3699,  -347.90,  -354.92,    -347.65,  -354.66,    -347.90,  -354.92
2006,  6,        0, 2006.4548,  -361.24,  -355.98,    -361.61,  -356.34,    -361.24,  -355.98
2006,  7,        0, 2006.5370,  -373.99,  -358.73,    -373.29,  -358.03,    -373.99,  -358.73
2006,  8,        0, 2006.6219,  -384.63,  -357.56,    -386.92,  -359.85,    -384.63,  -357.56
2006,  9,        0, 2006.7068,  -388.37,  -353.96,    -396.17,  -361.76,    -388.37,  -353.96
2006, 10,        0, 2006.7890,  -395.24,  -367.55,    -391.36,  -363.67,    -395.24,  -367.55
2006, 11,        0, 2006.8740,  -371.12,  -360.50,    -376.33,  -365.71,    -371.12,  -360.50
2006, 12,        0, 2006.9562,  -363.07,  -371.70,    -359.08,  -367.71,    -363.07,  -371.70
2007,  1,        0, 2007.0411,  -346.94,  -373.29,    -343.42,  -369.77,    -346.94,  -373.29
2007,  2,        0, 2007.1260,  -346.25,  -379.18,    -338.89,  -371.82,    -346.25,  -379.18
2007,  3,        0, 2007.2027,  -341.86,  -370.41,    -345.11,  -373.65,    -341.86,  -370.41
2007,  4,        0, 2007.2877,   -99.99,     0.00,    -356.73,  -375.67,    -356.73,  -375.67
2007,  5,        0, 2007.3699,  -374.91,  -381.92,    -370.59,  -377.60,    -374.91,  -381.92
2007,  6,        0, 2007.4548,  -387.13,  -381.86,    -384.87,  -379.60,    -387.13,  -381.86
2007,  7,        0, 2007.5370,  -398.45,  -383.19,    -396.79,  -381.53,    -398.45,  -383.19
2007,  8,        0, 2007.6219,  -407.51,  -380.43,    -410.64,  -383.57,    -407.51,  -380.43
2007,  9,        0, 2007.7068,  -414.51,  -380.09,    -420.07,  -385.65,    -414.51,  -380.09
2007, 10,        0, 2007.7890,  -415.36,  -387.68,    -415.42,  -387.74,    -415.36,  -387.68
2007, 11,        0, 2007.8740,  -394.97,  -384.35,    -400.57,  -389.95,    -394.97,  -384.35
2007, 12,        0, 2007.9562,  -363.19,  -371.82,    -383.52,  -392.15,    -363.19,  -371.82
2008,  1,        0, 2008.0410,  -370.92,  -397.25,    -368.10,  -394.43,    -370.92,  -397.25
2008,  2,        0, 2008.1257,  -373.28,  -406.21,    -363.74,  -396.66,    -373.28,  -406.21
2008,  3,        0, 2008.2049,  -372.68,  -401.02,    -370.34,  -398.68,    -372.68,  -401.02
2008,  4,        0, 2008.2896,  -380.68,  -399.36,    -382.05,  -400.74,    -380.68,  -399.36
2008,  5,        0, 2008.3716,  -394.62,  -401.37,    -395.87,  -402.63,    -394.62,  -401.37
2008,  6,        0, 2008.4563,  -410.07,  -404.61,    -409.93,  -404.47,    -410.07,  -404.61
2008,  7,        0, 2008.5383,  -418.97,  -403.55,    -421.58,  -406.16,    -418.97,  -403.55
2008,  8,        0, 2008.6230,  -440.45,  -413.23,    -435.02,  -407.80,    -440.45,  -413.23
2008,  9,        0, 2008.7077,  -445.27,  -410.85,    -443.75,  -409.32,    -445.27,  -410.85
2008, 10,        0, 2008.7896,  -437.78,  -410.19,    -438.28,  -410.69,    -437.78,  -410.19
2008, 11,        0, 2008.8743,  -421.85,  -411.31,    -422.54,  -412.00,    -421.85,  -411.31
2008, 12,        0, 2008.9563,  -406.79,  -415.45,    -404.53,  -413.19,    -406.79,  -415.45
2009,  1,        0, 2009.0411,  -389.49,  -415.84,    -388.01,  -414.36,    -389.49,  -415.84
2009,  2,        0, 2009.1260,   -99.99,     0.00,    -382.55,  -415.48,    -382.55,  -415.48
2009,  3,        0, 2009.2027,  -389.95,  -418.50,    -387.92,  -416.46,    -389.95,  -418.50
2009,  4,        0, 2009.2877,  -399.11,  -418.05,    -398.60,  -417.54,    -399.11,  -418.05
2009,  5,        0, 2009.3699,  -413.04,  -420.06,    -411.58,  -418.60,    -413.04,  -420.06
2009,  6,        0, 2009.4548,  -421.78,  -416.51,    -425.01,  -419.74,    -421.78,  -416.51
2009,  7,        0, 2009.5370,  -435.53,  -420.27,    -436.19,  -420.93,    -435.53,  -420.27
2009,  8,        0, 2009.6219,  -447.49,  -420.42,    -449.33,  -422.26,    -447.49,  -420.42
2009,  9,        0, 2009.7068,  -458.44,  -424.02,    -458.13,  -423.72,    -458.44,  -424.02
2009, 10,        0, 2009.7890,  -452.37,  -424.68,    -452.93,  -425.25,    -452.37,  -424.68
2009, 11,        0, 2009.8740,  -432.57,  -421.95,    -437.59,  -426.97,    -432.57,  -421.95
2009, 12,        0, 2009.9562,  -419.79,  -428.42,    -420.14,  -428.77,    -419.79,  -428.42
2010,  1,        0, 2010.0411,  -401.50,  -427.85,    -404.44,  -430.78,    -401.50,  -427.85
2010,  2,        0, 2010.1260,  -397.44,  -430.36,    -400.00,  -432.92,    -397.44,  -430.36
2010,  3,        0, 2010.2027,  -404.09,  -432.64,    -406.40,  -434.95,    -404.09,  -432.64
2010,  4,        0, 2010.2877,   -99.99,     0.00,    -418.33,  -437.26,    -418.33,  -437.26
2010,  5,        0, 2010.3699,  -437.01,  -444.03,    -432.53,  -439.55,    -437.01,  -444.03
2010,  6,        0, 2010.4548,  -443.58,  -438.31,    -447.20,  -441.93,    -443.58,  -438.31
2010,  7,        0, 2010.5370,  -461.37,  -446.11,    -459.48,  -444.22,    -461.37,  -446.11
2010,  8,        0, 2010.6219,  -477.57,  -450.50,    -473.61,  -446.54,    -477.57,  -450.50
2010,  9,        0, 2010.7068,  -489.86,  -455.44,    -483.19,  -448.77,    -489.86,  -455.44
2010, 10,        0, 2010.7890,   -99.99,     0.00,    -478.52,  -450.83,    -478.52,  -450.83
2010, 11,        0, 2010.8740,  -465.00,  -454.38,    -463.47,  -452.85,    -465.00,  -454.38
2010, 12,        0, 2010.9562,  -449.07,  -457.70,    -446.09,  -454.72,    -449.07,  -457.70
2011,  1,        0, 2011.0411,  -419.52,  -445.87,    -430.22,  -456.57,    -419.52,  -445.87
2011,  2,        0, 2011.1260,  -430.34,  -463.26,    -425.43,  -458.35,    -430.34,  -463.26
2011,  3,        0, 2011.2027,  -430.03,  -458.58,    -431.39,  -459.93,    -430.03,  -458.58
2011,  4,        0, 2011.2877,  -443.20,  -462.14,    -442.73,  -461.66,    -443.20,  -462.14
2011,  5,        0, 2011.3699,  -454.30,  -461.32,    -456.31,  -463.33,    -454.30,  -461.32
2011,  6,        0, 2011.4548,   -99.99,     0.00,    -470.33,  -465.06,    -470.33,  -465.06
2011,  7,        0, 2011.5370,  -483.82,  -468.56,    -482.02,  -466.76,    -483.82,  -468.56
2011,  8,        0, 2011.6219,  -482.98,  -455.90,    -495.62,  -468.55,    -482.98,  -455.90
2011,  9,        0, 2011.7068,  -501.26,  -466.84,    -504.80,  -470.38,    -501.26,  -466.84
2011, 10,        0, 2011.7890,  -501.85,  -474.16,    -499.89,  -472.20,    -501.85,  -474.16
